# event_dt: 2020-01-02T120000Z
# instr_id: i4
# tag_abbr:
#     - e2
#     - b2
#     - day
Rel. Time;Date;Time;Altitude (gpm);Wind Direction (°);Wind Velocity (m/s);Pressure (hPa);Temperature (°C);Humidity (%);Dewpoint (°C);Ozone (nbar);Ozone normalized (nbar);Pump Temperature (K);I ECC cells (uA);Level Flag;LAT (°);LON (°);ALT (m);STA;SAT;HDOP (m);VDOP (m);GPS Jamming;Battery Voltage (v);Transmitter Voltage (V);FSM state;Error Flag;DIST (m);ALD (m);AZI (°);ELE (°);CR (m/s);U_ref;T_REF (°C);T_A3 (°C);T_10 (°C);V-Corr (°C);T_CH (°C);T_HY50 (°C);DP_HY50 (°C);RH_HY50 (%);RH_MAX (%);RH_HY50_OUTS;TAU_INC;TAU_DEC;RH_HY50_K_LIM;DP_HY50_K
222;19.11.19;10:59:36.0;1688.38943;54.37633;4.9759;825.48506;-1.52366;61.27762;-8.01467;;;;;;46.80362;6.92708;1688.64045;5412.0;12.0;0.54;8.54096;25.82402;2761.46509;1094.22451;7.0;5171.17171;1212.5553;1704.34481;234.19464;44.64357;5.98235;46298.78092;23.96014;-1.28145;;-0.24221;-0.89994;-0.28913;-8.07933;53.3003;98.7562;61.27762;0.43647;0.50332;61.27762;-8.01467
223;19.11.19;10:59:37.0;1694.00509;52.35072;4.8762;824.90307;-1.51628;60.59326;-8.15239;;;;;;46.803603;6.927032;1694.25843;5412.0;12.0;0.54;8.56;27.08555;2761.22348;1094.14518;7.0;5817.89153;1216.54484;1711.11142;234.2245;44.68436;5.73748;46298.54848;23.96434;-1.27392;;-0.24235;-0.99585;-0.34827;-8.25514;52.54917;98.7634;60.59326;0.43612;0.50297;60.59326;-8.15239
224;19.11.19;10:59:38.0;1699.25579;50.19857;4.79707;824.35925;-1.57603;59.9931;-8.29871;;;;;;46.803583;6.926989;1699.51131;5412.0;12.0;0.54;8.57904;28.34708;2761.0;1094.06585;7.0;6464.61135;1220.53553;1717.61635;234.23081;44.71636;5.25288;46298.5;23.96846;-1.33355;;-0.24248;-0.9845;-0.32368;-8.41511;51.86213;98.70629;59.9931;0.43896;0.50579;59.9931;-8.29871
225;19.11.19;10:59:39.0;1704.0203;47.96042;4.74207;823.86606;-1.57841;59.58695;-8.39346;;;;;;46.80356;6.926949;1704.27781;5412.0;12.0;0.54;8.59809;29.60861;2761.0;1094.02664;7.0;7111.33118;1224.47921;1723.77221;234.21565;44.73673;4.76876;46298.5;23.97053;-1.33581;;-0.2426;-0.99898;-0.28767;-8.51459;51.42347;98.70413;59.58695;0.43907;0.5059;59.58695;-8.39346
226;19.11.19;10:59:40.0;1708.77711;45.69048;4.71345;823.37396;-1.55404;59.35455;-8.43842;;;;;;46.803534;6.926913;1709.03662;5412.0;12.0;0.54;8.61713;30.87014;2761.0;1094.18337;7.0;7758.051;1228.41261;1729.90454;234.17863;44.75737;4.75881;46298.40691;23.96972;-1.31131;;-0.24273;-1.11314;-0.2549;-8.55592;51.22391;98.72759;59.35455;0.43791;0.50475;59.35455;-8.43842
227;19.11.19;10:59:41.0;1713.63194;43.48169;4.71996;822.87202;-1.58576;59.29361;-8.46993;;;;;;46.803505;6.926883;1713.89349;5412.0;12.0;0.54;8.63618;32.13167;2761.0;1094.3401;7.0;8192.0;1232.15146;1735.9893;234.12193;44.78398;4.85516;46298.51839;23.9699;-1.3429;;-0.24286;-1.16527;-0.1943;-8.58801;51.05957;98.69733;59.29361;0.43942;0.50625;59.29361;-8.46993
228;19.11.19;10:59:42.0;1718.72841;41.31551;4.74265;822.34537;-1.62127;59.38366;-8.48315;;;;;;46.803474;6.926857;1718.99211;5412.0;12.0;0.54;8.65522;33.3932;2761.0;1094.49683;7.0;8192.0;1235.74526;1742.12935;234.04683;44.81982;5.09862;46298.61374;23.96241;-1.37829;;-0.24298;-1.09374;-0.22708;-8.57524;51.08627;98.66345;59.38366;0.44112;0.50793;59.38366;-8.48315
229;19.11.19;10:59:43.0;1723.95971;39.27772;4.78817;821.80508;-1.65151;59.59935;-8.44377;;;;;;46.803444;6.926833;1724.22564;5412.0;12.0;0.54;8.67427;32.96291;2761.0;1094.65355;7.0;8192.0;1239.24157;1748.29465;233.96842;44.86085;5.22344;46298.66503;23.95892;-1.40841;;-0.24311;-1.08706;-0.21657;-8.4903;51.41665;98.63463;59.59935;0.44257;0.50937;59.59935;-8.44377
230;19.11.19;10:59:44.0;1729.08574;37.44339;4.86183;821.27602;-1.62008;59.88094;-8.34496;;;;;;46.803413;6.926811;1729.35385;5412.0;12.0;0.54;8.69331;30.96467;2761.0;1094.81028;7.0;8192.0;1242.56;1754.27979;233.88794;44.90262;5.12821;46298.73921;23.95618;-1.37684;;-0.24323;-1.14103;-0.26943;-8.36618;51.90793;98.66485;59.88094;0.44107;0.50788;59.88094;-8.34496
231;19.11.19;10:59:45.0;1734.21175;35.87608;4.95873;820.74737;-1.57709;60.16254;-8.24616;;;;;;46.803382;6.92679;1734.48205;5412.0;12.0;0.54;8.71236;28.96643;2761.0;1094.96701;7.0;8192.0;1245.89765;1760.26899;233.80254;44.94402;5.12821;46298.86252;23.94871;-1.33373;;-0.24336;-1.12063;-0.26348;-8.24205;52.39921;98.70613;60.16254;0.43902;0.50585;60.16254;-8.24616
232;19.11.19;10:59:46.0;1739.35278;34.43312;5.06534;820.21778;-1.5341;60.44413;-8.14735;;;;;;46.803349;6.926768;1739.62529;5412.0;12.0;0.54;8.7314;26.96819;2761.0;1095.12374;7.0;8192.0;1249.45811;1766.52235;233.71257;44.97725;5.13573;46298.66928;23.94849;-1.29061;;-0.24349;-1.11053;-0.28867;-8.11793;52.89049;98.74742;60.44413;0.43697;0.50382;60.44413;-8.14735
233;19.11.19;10:59:47.0;1744.50829;33.2047;5.18256;819.68727;-1.32911;60.71151;-7.92824;;;;;;46.803312;6.926745;1744.78302;5412.0;12.0;0.54;8.75045;24.96995;2761.0;1095.28046;7.0;8192.0;1253.46082;1772.97695;233.61079;45.00446;5.15052;46298.77637;23.94447;-1.08548;;-0.24362;-0.9627;-0.26537;-7.94665;53.58263;98.94415;60.71151;0.42742;0.49432;60.71151;-7.92824
234;19.11.19;10:59:48.0;1749.59822;32.20831;5.3088;819.16415;-1.0108;60.93507;-7.61919;;;;;;46.803272;6.926718;1749.87515;5412.0;12.0;0.54;8.76949;22.9717;2761.0;1095.43719;7.0;8192.0;1257.68554;1779.52013;233.50253;45.02569;5.09303;46298.99933;23.94172;-0.76705;;-0.24375;-0.78149;-0.19389;-7.66111;54.75641;99.25006;60.93507;0.41296;0.47986;60.93507;-7.61919
235;19.11.19;10:59:49.0;1754.65394;31.49601;5.43585;818.64535;-0.89558;61.09792;-7.43439;;;;;;46.803227;6.926685;1754.93306;5412.0;12.0;0.54;8.78854;20.97346;2761.0;1095.59392;7.0;8192.0;1262.5779;1786.53167;233.38582;45.03015;5.05791;46299.03652;23.94042;-0.6517;;-0.24388;-0.56839;-0.12291;-7.36479;55.95615;99.36104;61.09792;0.40785;0.47473;61.09792;-7.43439
236;19.11.19;10:59:50.0;1759.65814;30.91008;5.56194;818.13235;-0.79927;61.16922;-7.35908;;;;;;46.803177;6.926647;1759.93945;5412.0;12.0;0.54;8.80758;18.97522;2761.0;1095.75065;7.0;8192.0;1268.1964;1794.06066;233.26312;45.0157;5.00702;46299.07315;23.94215;-0.55526;;-0.24401;-0.42385;-0.0899;-7.23654;56.37609;99.45395;61.16922;0.40365;0.47051;61.16922;-7.35908
237;19.11.19;10:59:51.0;1764.69517;30.32415;5.68802;817.61637;-0.84069;61.12952;-7.36588;;;;;;46.803123;6.926602;1764.97868;5412.0;12.0;0.54;8.82662;16.97698;2760.92072;1095.90737;7.0;8192.0;1274.53115;1802.06184;233.13934;44.98783;5.03923;46299.03154;23.93955;-0.59655;;-0.24414;-0.34731;-0.01394;-7.30282;55.88897;99.41416;61.12952;0.40545;0.47232;61.12952;-7.36588
238;19.11.19;10:59:52.0;1769.654;29.89246;5.80568;817.1087;-0.84149;60.96133;-7.42091;;;;;;46.803069;6.926554;1769.93968;5412.0;12.0;0.54;8.84567;14.97874;2760.67973;1095.9671;7.0;8192.0;1281.10023;1810.12802;233.02375;44.95475;5.04909;46298.77513;23.93929;-0.59722;;-0.24427;-0.38361;0.04482;-7.41513;55.19359;99.41351;60.96133;0.40549;0.47235;60.96133;-7.42091
239;19.11.19;10:59:53.0;1774.46004;29.61685;5.91083;816.61695;-0.86504;60.64931;-7.52072;;;;;;46.80302;6.926506;1774.74784;5412.0;12.0;0.54;8.86471;12.9805;2760.43875;1095.88667;7.0;8192.0;1287.31833;1817.96176;232.92316;44.92238;4.88953;46298.6369;23.9385;-0.62064;;-0.2444;-0.42294;0.09284;-7.49746;54.64418;99.39096;60.64931;0.40651;0.47339;60.64931;-7.52072
240;19.11.19;10:59:54.0;1779.70134;29.43988;5.99876;816.08093;-0.90508;60.11904;-7.65275;;;;;;46.802969;6.92646;1779.99145;5412.0;12.0;0.54;8.88376;10.98226;2760.19777;1095.80624;7.0;8192.0;1293.49723;1826.08367;232.8187;44.9005;5.24362;46298.5801;23.9364;-0.66055;;-0.24453;-0.43457;0.10609;-7.53152;54.32248;99.35252;60.11904;0.40827;0.47515;60.11904;-7.65275
241;19.11.19;10:59:55.0;1785.42697;29.30304;6.07856;815.49575;-0.93689;59.27815;-7.88236;;;;;;46.802917;6.926418;1785.71963;-393155837.50165;12.0;0.54;8.9028;9.00693;2759.95678;1095.72581;7.0;8192.0;1299.52107;1834.40834;232.70057;44.89396;5.70126;46298.65354;23.93488;-0.69222;;-0.24466;-0.47905;0.13081;-7.55011;54.08225;99.32204;59.27815;0.40967;0.47656;59.27815;-7.88236
242;19.11.19;10:59:56.0;1791.18305;29.21851;6.14239;814.90789;-0.85738;57.98888;-8.13613;;;;;;46.802865;6.926378;1791.47827;-1102833183.1725;12.0;0.54;8.92185;9.87321;2759.7158;1095.64538;7.0;8192.0;1305.40143;1842.6385;232.57779;44.89176;5.73977;46298.7;23.93242;-0.61259;;-0.24479;-0.39071;0.11882;-7.71124;53.24622;99.39875;57.98888;0.4062;0.47307;57.98888;-8.13613
243;19.11.19;10:59:57.0;1796.61774;29.18319;6.18805;814.35334;-0.77788;56.33167;-8.3899;;;;;;46.802813;6.92634;1796.91538;-1812510528.84336;12.0;0.54;8.94089;10.73949;2759.47482;1095.56495;7.0;8192.0;1311.28179;1850.64715;232.45501;44.88237;5.44156;46298.9;23.92823;-0.53295;;-0.24492;-0.19127;0.1407;-8.07647;51.54367;99.47546;56.33167;0.40274;0.46958;56.33167;-8.3899
244;19.11.19;10:59:58.0;1801.36215;29.18293;6.21625;813.86961;-0.72101;54.51643;-8.76955;;;;;;46.802758;6.926304;1801.66192;-976123518.90909;12.0;0.54;8.95994;11.60576;2759.23383;1095.48452;7.0;8192.0;1317.24507;1858.34311;232.31778;44.85273;4.93699;46298.90652;23.92584;-0.47597;;-0.24504;0.00817;0.25632;-8.67691;48.92523;99.53039;54.51643;0.40028;0.46711;54.51643;-8.76955
245;19.11.19;10:59:59.0;1805.71891;29.20949;6.22835;813.42568;-0.78733;52.45718;-9.274;;;;;;46.802699;6.926265;1806.02064;5412.0;12.0;0.54;8.97898;12.47204;2758.99285;1095.40409;7.0;8192.0;1323.63544;1865.93759;232.17116;44.80954;4.55147;46298.97812;23.92766;-0.54218;;-0.24515;0.04592;0.3808;-9.47456;45.6499;99.46656;52.45718;0.40314;0.46998;52.45718;-9.274
246;19.11.19;11:00:00.0;1810.30645;29.26009;6.22414;812.95842;-0.75047;50.40728;-9.80766;;;;;;46.802639;6.92622;1810.61026;5412.0;12.0;0.54;8.99803;13.33832;2758.75187;1095.32365;7.0;8192.0;1330.46195;1873.88897;232.03821;44.76586;4.47713;46299.04973;23.93795;-0.50521;;-0.24527;0.11561;0.33979;-10.01352;43.54569;99.5022;50.40728;0.40155;0.46838;50.40728;-9.80766
247;19.11.19;11:00:01.0;1815.12478;29.33723;6.20105;812.46788;-0.83377;48.45785;-10.31555;;;;;;46.80258;6.926171;1815.43077;5412.0;12.0;0.54;9.01707;14.2046;2758.51088;1095.24322;7.0;8192.0;1337.41335;1882.19725;231.91401;44.7217;4.71394;46299.12986;23.93571;-0.58838;;-0.24539;0.02919;0.34367;-10.48596;41.73669;99.42203;48.45785;0.40515;0.47201;48.45785;-10.31555
248;19.11.19;11:00:02.0;1819.78011;29.42606;6.16959;811.99417;-0.82739;46.74717;-10.75711;;;;;;46.802527;6.92612;1820.08822;5412.0;12.0;0.54;9.03611;15.07088;2758.2699;1095.16279;7.0;8192.0;1343.99372;1890.17565;231.81737;44.6808;4.66682;46299.2;23.93293;-0.58189;;-0.24551;0.10087;0.29445;-10.89049;40.2783;99.42829;46.74717;0.40487;0.47173;46.74717;-10.75711
249;19.11.19;11:00:03.0;1824.66867;29.56237;6.11273;811.49699;-0.81328;45.28195;-11.1676;;;;;;46.802479;6.926071;1824.97901;7363.08287;12.0;0.7347;9.05516;15.93716;2758.02892;1095.08236;7.0;8192.0;1350.2597;1898.05278;231.73537;44.65327;4.89079;46299.2;23.92558;-0.56765;;-0.24563;0.00322;0.27778;-11.3484;38.69139;99.442;45.28195;0.40426;0.47112;45.28195;-11.1676
250;19.11.19;11:00:04.0;1829.70984;29.72743;6.0405;810.98463;-0.77937;44.1031;-11.47228;;;;;;46.802434;6.926027;1830.02249;11003.16285;12.0;1.09796;9.0742;16.80343;2758.13963;1095.00193;7.0;8192.0;1356.02925;1905.72045;231.65825;44.63866;5.03465;46299.35396;23.92365;-0.53362;;-0.24575;0.13774;0.28929;-11.75658;37.31824;99.4748;44.1031;0.40279;0.46964;44.1031;-11.47228
251;19.11.19;11:00:05.0;1834.42433;29.89248;5.96828;810.50579;-0.79347;43.25701;-11.706;;;;;;46.80239;6.925987;1834.73914;14643.24283;12.0;1.46121;9.09325;17.66971;2758.29829;1094.92296;7.0;8192.0;1361.43453;1912.87369;231.57531;44.62564;4.71665;46299.48717;23.92313;-0.54759;;-0.24588;-0.094;0.30707;-12.00149;36.50519;99.46134;43.25701;0.4034;0.47025;43.25701;-11.706
252;19.11.19;11:00:06.0;1838.97819;30.05753;5.89605;810.04351;-0.75458;42.78599;-11.84066;;;;;;46.802345;6.925954;1839.29509;18283.32282;12.0;1.82446;9.11229;18.53599;2758.45696;1094.84402;7.0;8074.44548;1366.54189;1919.73911;231.47754;44.61445;4.55606;46299.50442;23.92447;-0.50858;;-0.246;-0.07544;0.2625;-12.17635;35.92387;99.49895;42.78599;0.40173;0.46856;42.78599;-11.84066
253;19.11.19;11:00:07.0;1843.80138;30.22258;5.82383;809.55417;-0.80783;42.67957;-11.89189;;;;;;46.802298;6.925921;1844.12051;21923.4028;12.0;2.18771;9.13134;19.40227;2758.61563;1094.76508;7.0;7428.54151;1371.80291;1926.85712;231.37322;44.60718;4.82115;46299.85435;23.91395;-0.5617;;-0.24613;-0.16469;0.32852;-12.32317;35.42387;99.44774;42.67957;0.40403;0.47088;42.67957;-11.89189
254;19.11.19;11:00:08.0;1849.20969;30.38763;5.7516;809.00578;-0.84487;42.88999;-11.85375;;;;;;46.80225;6.925886;1849.53133;25563.48278;12.0;2.55097;9.15038;20.07433;2758.7743;1094.68614;7.0;6782.63755;1377.25286;1934.55231;231.26831;44.60746;5.41082;46299.45912;23.92106;-0.59862;;-0.24625;-0.23133;0.36169;-12.14862;35.9359;99.41217;42.88999;0.40563;0.4725;42.88999;-11.85375
255;19.11.19;11:00:09.0;1854.90389;30.59134;5.66618;808.42881;-0.77393;43.29346;-11.7038;;;;;;46.802202;6.925845;1855.22818;29203.56276;12.0;2.91422;9.16943;20.3141;2758.93296;1094.6072;7.0;6136.73358;1382.94831;1942.58476;231.17397;44.60979;5.69223;46299.24256;23.92252;-0.52755;;-0.24638;-0.22998;0.37608;-11.6301;37.56531;99.48066;43.29346;0.40256;0.4694;43.29346;-11.7038
256;19.11.19;11:00:10.0;1860.37478;30.82071;5.56985;807.87498;-0.73689;43.70219;-11.54007;;;;;;46.802156;6.925803;1860.70163;32843.64275;12.0;3.27747;9.18847;20.55387;2759.09163;1094.52826;7.0;5490.82961;1388.67464;1950.37396;231.09338;44.60992;5.58669;46299.03744;23.92594;-0.49038;;-0.24651;-0.01571;0.36851;-11.29739;38.61675;99.51649;43.70219;0.40097;0.46779;43.70219;-11.54007
257;19.11.19;11:00:11.0;1865.64844;31.04892;5.46802;807.34153;-0.68033;44.00905;-11.41328;;;;;;46.802114;6.925763;1865.97776;36483.72273;12.0;3.64072;9.20752;20.79364;2759.2503;1094.44932;7.0;4844.92565;1393.90943;1957.84745;231.0245;44.61106;5.37924;46298.79834;23.92758;-0.43369;;-0.24664;0.22822;0.42906;-11.1963;38.9;99.57117;44.00905;0.39855;0.46535;44.00905;-11.41328
258;19.11.19;11:00:12.0;1870.82674;31.27638;5.36355;806.81811;-0.68035;44.1648;-11.36831;;;;;;46.802075;6.925725;1871.15849;32397.41176;12.0;3.23294;9.22656;21.03341;2759.40896;1094.37038;7.0;4199.02168;1398.93777;1965.14772;230.95873;44.61327;5.18073;46298.49026;23.93098;-0.43358;;-0.24677;-0.01267;0.38409;-11.23468;38.70773;99.57128;44.1648;0.39855;0.46535;44.1648;-11.36831
259;19.11.19;11:00:13.0;1875.90687;31.50384;5.25908;806.305;-0.67752;44.1728;-11.38124;;;;;;46.802035;6.92569;1876.24103;21568.59484;12.0;2.15231;9.24561;21.27318;2759.56763;1094.29144;7.0;3553.11772;1403.73894;1972.13815;230.88748;44.6203;5.08693;46298.4;23.93275;-0.43062;;-0.2469;-0.13477;0.37186;-11.37799;38.16253;99.57413;44.1728;0.39843;0.46523;44.1728;-11.38124
260;19.11.19;11:00:14.0;1880.98336;31.73131;5.15461;805.79257;-0.6747;44.07665;-11.39417;;;;;;46.801995;6.925661;1881.31992;10739.77792;12.0;1.07167;9.26465;21.51295;2759.7263;1094.2125;7.0;2907.21375;1408.34206;1979.00058;230.80339;44.63083;5.0816;46298.48719;23.93621;-0.42766;;-0.24703;-0.22052;0.47077;-11.45547;37.83915;99.57698;44.07665;0.39831;0.46511;44.07665;-11.39417
261;19.11.19;11:00:15.0;1886.17249;31.9285;5.0465;805.26908;-0.6915;43.91185;-11.44736;;;;;;46.801952;6.925631;1886.51152;5412.0;12.0;0.54;9.28369;21.75272;2759.88497;1094.13356;7.0;2261.30978;1413.1354;1986.10975;230.71214;44.63883;5.13533;46298.69492;23.93328;-0.44433;;-0.24716;-0.20756;0.55651;-11.408;37.93896;99.5609;43.91185;0.39902;0.46583;43.91185;-11.44736
262;19.11.19;11:00:16.0;1891.47793;32.04878;4.93302;804.73417;-0.72807;43.6881;-11.54527;;;;;;46.801907;6.925597;1891.81948;5412.0;12.0;0.54;9.30274;21.99249;2759.96724;1094.05463;7.0;1615.40582;1418.2492;1993.4737;230.62271;44.64424;5.25004;46298.93448;23.92584;-0.48077;;-0.2473;-0.18013;0.60731;-11.43698;37.80276;99.52576;43.6881;0.40059;0.46741;43.6881;-11.54527
263;19.11.19;11:00:17.0;1896.8571;32.13013;4.81748;804.19213;-0.76717;43.4058;-11.64937;;;;;;46.801864;6.925559;1897.20123;5412.0;12.0;0.54;9.32178;22.23226;2759.8481;1094.0;7.0;969.50185;1423.55687;2000.87438;230.54621;44.65151;5.33313;46299.24326;23.92337;-0.51974;;-0.24743;-0.14004;0.59309;-11.596;37.2605;99.48818;43.4058;0.40227;0.46911;43.4058;-11.64937
264;19.11.19;11:00:18.0;1902.3115;32.21149;4.70195;803.64284;-0.76631;43.06612;-11.74982;;;;;;46.801825;6.925516;1902.65825;5412.0;12.0;0.54;9.34083;22.47203;2759.72896;1094.0;7.0;323.59789;1428.83003;2008.31253;230.49484;44.66068;5.38397;46299.42882;23.91603;-0.51874;;-0.24757;-0.15335;0.54099;-11.76269;36.73206;99.48915;43.06612;0.40223;0.46907;43.06612;-11.74982
265;19.11.19;11:00:19.0;1907.7659;32.21028;4.5825;803.09392;-0.74994;42.68624;-11.85724;;;;;;46.801792;6.925471;1908.11528;5411.71548;11.71548;0.54;9.35987;22.7118;2759.60982;1094.0;7.0;0.0;1433.75533;2015.75068;230.47064;44.66986;5.43481;46299.46833;23.91184;-0.50224;;-0.2477;-0.17718;0.50009;-11.871;36.41696;99.50506;42.68624;0.40153;0.46836;42.68624;-11.85724
266;19.11.19;11:00:20.0;1912.96046;32.10551;4.45858;802.57149;-0.77459;42.28435;-11.98087;;;;;;46.801767;6.92543;1913.31235;5411.22239;11.22239;0.54;9.37892;22.95157;2759.49069;1094.0;7.0;0.0;1437.98688;2022.55585;230.46472;44.68632;5.21201;46299.3234;23.90857;-0.52676;;-0.24783;-0.09766;0.47431;-11.97243;36.13945;99.48142;42.28435;0.40259;0.46943;42.28435;-11.98087
267;19.11.19;11:00:21.0;1918.00971;31.90667;4.33103;802.06398;-0.73492;41.87863;-12.07878;;;;;;46.801745;6.925392;1918.36405;5411.54142;11.54142;0.54;9.39796;23.12678;2759.37155;1094.0;7.0;0.0;1441.78409;2028.80098;230.46108;44.7125;5.02354;46299.28448;23.90317;-0.48696;;-0.24796;-0.09857;0.48739;-12.11728;35.74497;99.51979;41.87863;0.40088;0.46771;41.87863;-12.07878
268;19.11.19;11:00:22.0;1923.11488;31.60163;4.19953;801.55116;-0.76276;41.48993;-12.2122;;;;;;46.801719;6.925359;1923.47171;5412.0;12.0;0.54;9.35426;23.28565;2759.25241;1094.0;7.0;0.0;1445.41415;2034.9779;230.43328;44.74269;5.07981;46299.46423;23.89;-0.51467;;-0.24809;-0.23116;0.44121;-12.24232;35.42289;99.49308;41.48993;0.40208;0.46892;41.48993;-12.2122
269;19.11.19;11:00:23.0;1928.32998;31.18045;4.06412;801.02766;-0.73407;41.14295;-12.30091;;;;;;46.801691;6.925331;1928.68935;5412.0;12.0;0.54;9.30305;23.44452;2759.13328;1094.0;7.0;0.0;1449.00503;2041.21695;230.39023;44.77538;5.21612;46299.76582;23.88107;-0.48585;;-0.24823;-0.1737;0.42973;-12.33279;35.22189;99.52087;41.14295;0.40085;0.46768;41.14295;-12.30091
270;19.11.19;11:00:24.0;1933.98485;30.54589;3.92381;800.46051;-0.66783;40.86694;-12.32931;;;;;;46.801663;6.925306;1934.347;5412.0;12.0;0.54;9.25183;23.60338;2759.01414;1094.0;7.0;0.0;1452.59592;2047.76632;230.34718;44.81656;5.65765;46299.8;23.87827;-0.41946;;-0.24836;-0.16744;0.34643;-12.43915;34.98342;99.58489;40.86694;0.39801;0.46481;40.86694;-12.32931
271;19.11.19;11:00:25.0;1940.09106;29.79604;3.78113;799.8486;-0.6849;40.70948;-12.36;;;;;;46.80163;6.925282;1940.45621;5412.0;12.0;0.54;9.20062;23.76225;2758.895;1094.0;7.0;0.0;1456.42369;2054.78497;230.28395;44.86226;6.10199;46300.00363;23.87278;-0.43638;;-0.24852;-0.10139;0.3222;-12.52398;34.8;99.56857;40.70948;0.39874;0.46555;40.70948;-12.36
272;19.11.19;11:00:26.0;1946.59867;29.04618;3.63846;799.19695;-0.71269;40.71601;-12.38893;;;;;;46.801592;6.925256;1946.96704;5412.0;12.0;0.54;9.1494;23.92112;2758.77586;1094.0;7.0;0.0;1460.57802;2062.3153;230.20629;44.90927;6.51083;46300.03925;23.87155;-0.46401;;-0.24868;-0.13796;0.28558;-12.5465;34.8;99.54192;40.71601;0.39993;0.46674;40.71601;-12.38893
273;19.11.19;11:00:27.0;1953.46876;28.10147;3.49367;798.50958;-0.67698;40.94548;-12.30137;;;;;;46.801553;6.925229;1953.84054;5412.0;12.0;0.54;9.09819;24.07999;2758.65673;1094.0;7.0;0.0;1464.91025;2070.22011;230.12853;44.95981;6.86867;46300.07486;23.87459;-0.42813;;-0.24884;-0.07375;0.29038;-12.55266;34.84252;99.57653;40.94548;0.3984;0.4652;40.94548;-12.30137
274;19.11.19;11:00:28.0;1960.1121;26.86763;3.34798;797.84548;-0.68926;41.43771;-12.05684;;;;;;46.801517;6.925202;1960.48718;5412.0;12.0;0.54;9.04697;24.23886;2758.53759;1094.0;7.0;0.0;1469.07032;2077.8585;230.05821;45.00852;6.64881;46300.01162;23.86777;-0.44027;;-0.24899;-0.07947;0.28236;-12.45891;35.18699;99.56482;41.43771;0.39893;0.46573;41.43771;-12.05684
275;19.11.19;11:00:29.0;1966.41497;25.5299;3.20256;797.21591;-0.70154;42.18293;-11.81231;;;;;;46.801485;6.925177;1966.7932;5412.0;12.0;0.54;8.99576;24.39773;2758.41845;1094.0;7.0;0.0;1472.87785;2084.99892;229.99962;45.05736;6.30906;46299.69262;23.87202;-0.45241;;-0.24913;-0.09534;0.12719;-12.21947;35.98047;99.55311;42.18293;0.39945;0.46627;42.18293;-11.81231
276;19.11.19;11:00:30.0;1972.72501;24.02127;3.05925;796.58612;-0.71382;43.15667;-11.56779;;;;;;46.801459;6.925153;1973.10641;5412.0;12.0;0.54;8.94454;24.5566;2758.29931;1093.93901;7.0;0.0;1476.06882;2091.7505;229.95645;45.11689;6.31321;46299.37974;23.87712;-0.46455;;-0.24927;-0.0989;0.19666;-11.85386;37.1784;99.5414;43.15667;0.39998;0.4668;43.15667;-11.56779
277;19.11.19;11:00:31.0;1979.03057;22.21584;2.92112;795.95726;-0.7261;44.25662;-11.32326;;;;;;46.801436;6.92513;1979.41516;5412.0;12.0;0.54;8.89333;24.71547;2758.18018;1093.85939;7.0;0.0;1478.93169;2098.24211;229.92068;45.18307;6.30855;46299.22342;23.88051;-0.47669;;-0.24942;-0.1384;0.288;-11.39259;38.71363;99.5297;44.25662;0.4005;0.46733;44.25662;-11.32326
278;19.11.19;11:00:32.0;1984.82757;20.31181;2.78502;795.37954;-0.73839;45.35322;-11.07873;;;;;;46.801413;6.925111;1985.21509;5412.0;12.0;0.54;8.84211;24.87433;2758.06104;1093.77978;7.0;0.0;1481.79457;2104.3263;229.88491;45.24043;5.80725;46299.11226;23.88359;-0.48883;;-0.24956;-0.20686;0.21796;-10.95763;40.19776;99.51799;45.35322;0.40103;0.46786;45.35322;-11.07873
279;19.11.19;11:00:33.0;1990.03989;18.23304;2.65386;794.86044;-0.77242;46.31849;-10.83525;;;;;;46.801396;6.925096;1990.43006;5412.0;12.0;0.54;8.7909;25.31305;2757.9419;1093.70016;7.0;0.0;1483.89397;2109.51772;229.86202;45.29943;5.21497;46299.00111;23.89445;-0.52272;;-0.2497;-0.22586;0.26723;-10.60813;41.4152;99.48531;46.31849;0.40249;0.46934;46.31849;-10.83525
280;19.11.19;11:00:34.0;1995.09554;15.94522;2.52922;794.35727;-0.72056;47.03922;-10.63499;;;;;;46.801386;6.925088;1995.48829;5412.0;12.0;0.54;8.73968;26.81088;2757.82276;1093.62054;7.0;0.0;1484.88006;2113.8487;229.83755;45.37578;5.05864;46299.1;23.89085;-0.47072;;-0.24984;-0.27563;0.33473;-10.36995;42.257;99.53545;47.03922;0.40027;0.46709;47.03922;-10.63499
281;19.11.19;11:00:35.0;2000.20977;13.49865;2.41015;793.84862;-0.76429;47.46758;-10.5057;;;;;;46.801378;6.92509;2000.60513;5412.0;12.0;0.54;8.68846;28.30871;2757.70363;1093.54092;7.0;0.0;1485.47135;2117.90209;229.80704;45.4618;5.11663;46299.15896;23.88467;-0.5143;;-0.24999;-0.26943;0.28182;-10.30137;42.5;99.49343;47.46758;0.40214;0.46898;47.46758;-10.5057
