EDT LEVEL OUTPUT
Time  Height     P     T     U    WS  WD 
0112    1118    898.9    8.35    68    3.3    357
0114    1132    897.3    8.25    69    3.6    354
0116    1145    896    8.15    70    4    352
0118    1155    894.9    8.15    71    4.4    350
0120    1166    893.7    8.05    72    4.7    348
0122    1178    892.4    7.95    73    5    347
0124    1190    891.1    7.95    73    5.3    346
0126    1202    889.9    7.85    75    5.5    346
0128    1214    888.5    7.75    76    5.6    346
0130    1224    887.4    7.75    78    5.7    347
0132    1234    886.4    7.85    80    5.7    347
0134    1246    885.1    7.85    81    5.6    348
0136    1259    883.7    7.95    82    5.5    349
0138    1272    882.3    8.15    81    5.3    350
0140    1283    881.2    8.25    79    5.1    351
0142    1292    880.1    8.25    78    4.8    352
0144    1302    879.1    8.15    77    4.5    354
0146    1314    877.8    8.15    77    4.2    355
0148    1328    876.4    8.15    76    3.9    356
0150    1341    875    8.15    75    3.6    357
0152    1353    873.7    8.15    74    3.4    358
0154    1363    872.6    8.15    73    3.2    359
0156    1374    871.4    8.15    74    3    359
0158    1387    870.2    8.05    73    2.9    360
0160    1400    868.8    8.15    71    2.8    360
0162    1412    867.5    8.15    69    2.8    1
0164    1423    866.3    8.25    68    2.7    1
0166    1434    865.2    8.35    66    2.7    2
0168    1445    864    8.35    65    2.7    2
0170    1457    862.8    8.35    65    2.8    3
0172    1469    861.6    8.25    65    2.8    4
0174    1480    860.3    8.15    66    2.7    5
0176    1491    859.2    8.05    66    2.7    5
0178    1502    858    7.95    66    2.6    6
0180    1514    856.9    7.95    66    2.5    7
0182    1524    855.8    7.85    65    2.4    8
0184    1535    854.7    7.85    65    2.2    9
0186    1545    853.6    7.75    65    2.1    10
0188    1556    852.5    7.65    65    1.9    12
0190    1566    851.4    7.55    66    1.7    15
0192    1577    850.3    7.45    67    1.4    19
0194    1590    849    7.35    68    1.2    25
0196    1602    847.7    7.25    67    1.1    33
0198    1614    846.5    7.25    65    0.9    45
0200    1627    845.2    7.15    65    0.9    58
0202    1640    843.8    7.05    65    0.9    72
0204    1654    842.4    7.05    64    1    84
0206    1666    841.2    7.05    62    1.1    92
0208    1677    840.1    7.05    58    1.2    98
0210    1687    839    7.05    57    1.3    102
0212    1698    837.9    7.05    57    1.4    104
0214    1710    836.7    6.95    57    1.5    105
0216    1723    835.4    6.95    58    1.6    106
0218    1735    834.2    6.85    58    1.7    106
0220    1746    833.1    6.75    58    1.8    106
0222    1757    831.9    6.75    58    1.8    106
0224    1768    830.8    6.65    59    1.9    105
0226    1779    829.7    6.65    60    2    105
0228    1790    828.6    6.55    60    2    104
0230    1803    827.2    6.45    61    2    103
0232    1815    826    6.35    62    2.1    102
0234    1826    825    6.25    62    2.1    100
0236    1837    823.8    6.15    63    2.1    99
0238    1849    822.6    6.05    64    2.1    97
0240    1860    821.6    6.05    64    2.1    95
0242    1870    820.5    5.85    65    2.1    92
0244    1881    819.4    5.75    65    2.2    89
0246    1892    818.3    5.75    66    2.2    87
0248    1904    817.1    5.65    66    2.2    84
0250    1915    816    5.55    67    2.2    80
0252    1926    814.9    5.45    67    2.2    77
0254    1937    813.8    5.35    67    2.2    74
0256    1949    812.7    5.25    68    2.2    70
0258    1960    811.6    5.15    69    2.2    67
0260    1970    810.6    5.15    70    2.2    63
0262    1979    809.6    5.05    71    2.2    58
0264    1992    808.4    4.95    72    2.2    54
0266    2006    807    4.85    72    2.2    49
0268    2019    805.7    4.75    73    2.2    44
0270    2032    804.4    4.65    73    2.2    39
0272    2044    803.3    4.65    73    2.3    34
0274    2054    802.2    4.55    73    2.3    30
0276    2064    801.2    4.45    74    2.4    26
0278    2075    800.2    4.35    75    2.5    22
0280    2087    799    4.25    75    2.6    20
0282    2099    797.9    4.15    75    2.7    18
0284    2109    796.9    4.05    76    2.9    17
0286    2120    795.8    3.95    76    3    16
0288    2133    794.5    3.95    77    3.1    16
0290    2146    793.3    3.85    77    3.3    16
0292    2157    792.1    3.85    78    3.4    17
0294    2169    791    3.75    78    3.5    17
0296    2181    789.9    3.75    79    3.7    17
0298    2192    788.8    3.65    79    3.8    18
0300    2202    787.8    3.55    79    4    18
0302    2214    786.7    3.55    79    4.1    17
0304    2227    785.4    3.35    79    4.3    17
0306    2241    784    3.25    79    4.5    16
0308    2254    782.8    3.25    80    4.6    15
0310    2266    781.6    3.25    79    4.8    14
0312    2279    780.3    3.25    78    4.9    13
0314    2291    779.2    3.25    78    5.1    12
0316    2301    778.2    3.15    78    5.3    11
0318    2313    777.1    3.15    78    5.5    10
0320    2325    776    3.05    78    5.6    9
0322    2336    774.9    3.05    78    5.8    8
0324    2347    773.8    3.15    77    6    7
0326    2360    772.6    3.25    76    6.2    7
0328    2374    771.3    3.15    76    6.4    6
0330    2389    769.9    3.15    75    6.5    6
0332    2400    768.8    3.05    74    6.7    6
0334    2411    767.8    2.95    74    6.9    5
0336    2424    766.5    2.95    75    7    5
0338    2438    765.2    2.75    76    7.2    5
0340    2452    763.9    2.65    76    7.4    4
0342    2465    762.7    2.65    76    7.5    4
0344    2475    761.7    2.55    76    7.7    3
0346    2486    760.7    2.45    76    7.8    3
0348    2498    759.6    2.45    76    7.9    2
0350    2509    758.5    2.35    77    8    2
0352    2521    757.4    2.25    77    8.1    2
0354    2532    756.4    2.15    78    8.1    1
0356    2542    755.4    2.15    78    8.1    1
0358    2556    754.1    2.05    77    8.1    1
0360    2572    752.6    1.95    77    8    1
0362    2587    751.3    1.95    78    7.9    2
0364    2598    750.2    1.85    78    7.8    2
0366    2608    749.3    1.75    79    7.7    3
0368    2620    748.2    1.55    78    7.6    4
0370    2633    747    1.45    78    7.5    5
0372    2645    745.9    1.35    78    7.4    6
0374    2656    744.8    1.25    79    7.3    7
0376    2669    743.7    1.15    79    7.2    8
0378    2683    742.4    1.05    80    7.1    9
0380    2697    741.1    1.05    80    7    10
0382    2709    739.9    0.95    81    7    11
0384    2721    738.9    0.85    81    7    11
0386    2732    737.8    0.75    82    7    12
0388    2743    736.8    0.65    82    7    12
0390    2755    735.7    0.55    82    7    11
0392    2768    734.5    0.55    82    7.1    11
0394    2782    733.3    0.45    82    7.2    10
0396    2795    732.1    0.35    81    7.3    10
0398    2806    731.1    0.25    81    7.4    9
0400    2818    730    0.15    82    7.6    8
0402    2832    728.7    0.05    82    7.8    7
0404    2846    727.4    0.05    82    8    7
0406    2858    726.3    0.05    81    8.2    6
0408    2870    725.3    0.05    80    8.5    5
0410    2883    724.1    0.05    79    8.8    5
0412    2895    723    0.15    78    9    5
0414    2906    722    0.25    74    9.3    5
0416    2919    720.9    0.45    66    9.6    5
0418    2932    719.7    0.65    56    9.8    4
0420    2945    718.5    1.05    47    10    4
0422    2958    717.3    1.45    34    10.2    5
0424    2970    716.3    1.65    25    10.4    5
0426    2982    715.3    1.85    22    10.5    5
0428    2994    714.1    2.05    18    10.6    5
0430    3008    712.9    2.35    13    10.6    4
0432    3022    711.7    2.45    11    10.7    4
0434    3033    710.7    2.55    11    10.7    4
0436    3044    709.8    2.55    11    10.7    4
0438    3056    708.7    2.55    12    10.7    4
0440    3069    707.5    2.55    12    10.7    3
0442    3083    706.3    2.45    12    10.7    3
0444    3096    705.2    2.35    13    10.7    3
0446    3108    704.1    2.25    13    10.7    2
0448    3121    703    2.15    13    10.8    2
0450    3133    702    2.15    13    10.9    1
0452    3144    701    2.05    13    11    1
0454    3156    700    2.05    14    11.1    360
0456    3168    698.9    2.05    19    11.2    360
0458    3180    697.9    1.95    23    11.3    359
0460    3193    696.7    1.75    25    11.4    358
0462    3208    695.5    1.65    28    11.5    358
0464    3222    694.2    1.55    30    11.6    357
0466    3236    693.1    1.45    31    11.6    356
0468    3249    691.9    1.35    33    11.7    355
0470    3263    690.7    1.25    35    11.7    355
0472    3276    689.6    1.15    36    11.7    354
0474    3287    688.7    0.95    37    11.8    354
0476    3297    687.8    0.85    38    11.8    353
0478    3308    686.8    0.75    40    11.9    353
0480    3320    685.9    0.65    43    11.9    353
0482    3331    684.9    0.55    45    12    353
0484    3342    684    0.55    46    12.1    353
0486    3354    682.9    0.45    46    12.2    354
0488    3367    681.8    0.35    47    12.3    354
0490    3380    680.7    0.35    48    12.4    355
0492    3392    679.7    0.25    48    12.6    355
0494    3404    678.7    0.25    47    12.7    356
0496    3418    677.5    0.15    46    12.9    357
0498    3431    676.4    0.05    45    13    357
0500    3443    675.4    0.05    43    13.2    358
0502    3456    674.3    -0.05    41    13.3    359
0504    3469    673.2    -0.05    38    13.4    360
0506    3481    672.2    -0.15    35    13.5    1
0508    3493    671.2    -0.15    32    13.6    2
0510    3505    670.1    -0.15    30    13.7    2
0512    3519    669    -0.25    29    13.8    3
0514    3531    668    -0.25    30    13.9    3
0516    3543    667    -0.35    31    14    3
0518    3557    665.8    -0.45    31    14.1    4
0520    3572    664.6    -0.55    31    14.2    4
0522    3585    663.5    -0.65    31    14.3    3
0524    3596    662.6    -0.65    30    14.4    3
0526    3607    661.7    -0.75    30    14.5    3
0528    3620    660.6    -0.75    30    14.6    2
0530    3634    659.5    -0.85    30    14.6    2
0532    3647    658.4    -0.85    29    14.7    1
0534    3659    657.4    -0.95    30    14.7    1
0536    3672    656.3    -1.05    30    14.7    360
0538    3686    655.2    -1.05    29    14.7    360
0540    3698    654.1    -0.95    28    14.6    359
0542    3711    653.1    -0.85    27    14.5    359
0544    3723    652.1    -0.85    24    14.4    359
0546    3736    651.1    -0.85    24    14.2    358
0548    3747    650.2    -0.95    24    14.1    358
0550    3759    649.2    -0.95    25    14    358
0552    3772    648.1    -0.95    25    13.9    357
0554    3786    647    -0.95    24    13.8    357
0556    3797    646.1    -1.05    24    13.7    357
0558    3808    645.2    -1.05    25    13.7    356
0560    3821    644.2    -1.05    26    13.7    356
0562    3835    643    -1.15    25    13.7    356
0564    3849    641.9    -1.25    25    13.7    355
0566    3862    640.8    -1.35    25    13.8    355
0568    3875    639.8    -1.45    25    13.8    355
0570    3889    638.7    -1.55    26    13.9    355
0572    3902    637.6    -1.65    26    14    354
0574    3915    636.6    -1.65    25    14    354
0576    3929    635.5    -1.75    24    14.1    354
0578    3945    634.2    -1.65    21    14.1    354
0580    3959    633.1    -1.55    19    14.1    354
0582    3972    632.1    -1.55    19    14.1    354
0584    3986    631    -1.55    20    14.1    354
0586    3999    629.9    -1.65    20    14    354
0588    4012    628.9    -1.75    20    14    354
0590    4024    627.9    -1.85    20    13.9    354
0592    4037    626.9    -1.95    20    13.9    354
0594    4051    625.8    -1.95    20    13.8    353
0596    4067    624.6    -2.15    21    13.7    353
0598    4081    623.5    -2.25    21    13.7    353
0600    4093    622.5    -2.35    22    13.6    353
0602    4106    621.5    -2.35    22    13.5    353
0604    4119    620.5    -2.45    22    13.5    353
0606    4132    619.5    -2.55    22    13.4    354
0608    4144    618.5    -2.55    22    13.4    354
0610    4156    617.6    -2.65    23    13.3    354
0612    4168    616.6    -2.65    24    13.3    354
0614    4181    615.6    -2.75    24    13.3    354
0616    4193    614.7    -2.75    23    13.3    354
0618    4204    613.9    -2.85    22    13.3    354
0620    4216    612.9    -2.95    22    13.3    355
0622    4228    612    -3.05    21    13.3    355
0624    4241    611    -3.15    21    13.2    355
0626    4254    610    -3.25    20    13.2    354
0628    4266    609.1    -3.35    20    13.1    354
0630    4278    608.1    -3.45    20    13.1    354
0632    4291    607.1    -3.55    20    13    354
0634    4304    606.1    -3.65    19    12.9    355
0636    4315    605.3    -3.75    19    12.8    355
0638    4326    604.4    -3.85    19    12.6    355
0640    4340    603.4    -4.05    19    12.5    356
0642    4355    602.2    -4.15    20    12.4    356
0644    4369    601.1    -4.25    20    12.3    357
0646    4381    600.2    -4.35    21    12.2    357
0648    4394    599.3    -4.45    21    12.2    357
0650    4408    598.2    -4.55    21    12.1    358
0652    4422    597.1    -4.65    21    12    358
0654    4433    596.3    -4.75    22    11.9    358
0656    4445    595.4    -4.85    22    11.8    358
0658    4458    594.4    -4.95    22    11.8    358
0660    4472    593.3    -5.15    23    11.7    358
0662    4487    592.2    -5.15    23    11.6    357
0664    4501    591.2    -5.25    24    11.6    356
0666    4514    590.1    -5.35    24    11.5    356
0668    4529    589.1    -5.45    24    11.5    355
0670    4543    588    -5.55    24    11.5    354
0672    4558    586.9    -5.65    25    11.5    354
0674    4573    585.8    -5.75    25    11.6    353
0676    4585    584.8    -5.95    25    11.7    353
0678    4598    583.9    -5.95    25    11.9    353
0680    4612    582.8    -6.15    25    12    353
0682    4625    581.9    -6.15    26    12.2    353
0684    4637    580.9    -6.15    27    12.5    353
0686    4651    579.9    -6.25    30    12.7    354
0688    4665    578.9    -6.35    32    12.9    354
0690    4679    577.8    -6.45    34    13.2    354
0692    4693    576.8    -6.55    37    13.4    355
0694    4707    575.8    -6.65    41    13.5    355
0696    4719    574.9    -6.85    44    13.7    355
0698    4732    573.9    -6.95    44    13.8    356
0700    4745    573    -7.05    43    13.9    356
0702    4757    572.1    -7.15    41    13.9    356
0704    4768    571.3    -7.25    41    13.9    356
0706    4780    570.4    -7.35    41    13.8    355
0708    4793    569.4    -7.45    41    13.7    355
0710    4805    568.6    -7.55    40    13.6    355
0712    4818    567.7    -7.65    40    13.5    354
0714    4832    566.6    -7.75    41    13.4    354
0716    4847    565.5    -7.85    41    13.3    353
0718    4860    564.6    -7.95    40    13.3    353
0720    4873    563.7    -8.15    41    13.2    353
0722    4887    562.6    -8.25    42    13.2    352
0724    4903    561.5    -8.45    43    13.2    352
0726    4917    560.5    -8.55    44    13.3    352
0728    4929    559.6    -8.65    45    13.4    352
0730    4942    558.7    -8.75    47    13.4    353
0732    4955    557.7    -8.85    48    13.6    353
0734    4968    556.8    -8.95    48    13.7    353
0736    4980    555.9    -9.05    48    13.8    354
0738    4992    555    -9.15    49    13.9    354
0740    5006    554    -9.25    49    14    355
0742    5022    552.9    -9.35    50    14.1    355
0744    5036    551.9    -9.45    51    14.2    356
0746    5048    551    -9.55    51    14.3    356
0748    5061    550.1    -9.65    53    14.4    357
0750    5075    549.1    -9.65    54    14.5    357
0752    5090    548    -9.75    54    14.6    357
0754    5104    547.1    -9.75    54    14.6    357
0756    5115    546.3    -9.75    53    14.7    356
0758    5127    545.4    -9.85    52    14.8    356
0760    5142    544.4    -9.95    53    14.9    356
0762    5155    543.5    -10.05    53    15    355
0764    5167    542.6    -10.15    52    15.1    355
0766    5179    541.8    -10.25    53    15.2    354
0768    5192    540.9    -10.35    53    15.2    354
0770    5205    539.9    -10.55    54    15.3    354
0772    5217    539.1    -10.65    55    15.3    353
0774    5228    538.3    -10.75    55    15.3    353
0776    5240    537.5    -10.85    56    15.3    353
0778    5254    536.5    -10.95    56    15.3    353
0780    5266    535.6    -11.15    57    15.2    353
0782    5278    534.8    -11.25    57    15.1    354
0784    5290    534    -11.35    57    15.1    354
0786    5304    533    -11.45    56    15    354
0788    5317    532.1    -11.55    54    14.9    353
0790    5328    531.3    -11.65    55    14.8    353
0792    5341    530.5    -11.85    56    14.7    353
0794    5355    529.5    -11.95    57    14.7    353
0796    5369    528.5    -12.05    58    14.7    353
0798    5380    527.7    -12.15    57    14.7    353
0800    5393    526.9    -12.25    57    14.8    352
0802    5407    525.9    -12.35    58    14.8    352
0804    5420    525    -12.55    58    14.9    352
0806    5431    524.3    -12.65    59    15    352
0808    5442    523.5    -12.75    58    15.2    352
0810    5457    522.5    -12.85    56    15.3    352
0812    5472    521.4    -12.95    51    15.5    352
0814    5485    520.5    -12.95    47    15.7    352
0816    5496    519.8    -13.05    42    16    352
0818    5509    518.9    -13.05    39    16.2    352
0820    5521    518.1    -13.15    38    16.5    352
0822    5534    517.2    -13.35    38    16.9    352
0824    5547    516.3    -13.45    38    17.2    352
0826    5561    515.4    -13.55    37    17.5    352
0828    5575    514.4    -13.65    39    17.9    352
0830    5587    513.6    -13.65    43    18.2    353
0832    5599    512.8    -13.75    45    18.5    353
0834    5612    511.9    -13.85    51    18.7    353
0836    5626    511    -13.85    57    19    353
0838    5639    510.1    -13.85    60    19.1    353
0840    5654    509.1    -14.05    61    19.3    353
0842    5669    508.1    -14.15    62    19.4    353
0844    5681    507.3    -14.25    64    19.4    353
0846    5696    506.3    -14.15    69    19.4    353
0848    5711    505.3    -13.95    74    19.4    352
0850    5724    504.4    -13.75    73    19.3    352
0852    5734    503.8    -13.75    71    19.3    352
0854    5746    503    -13.85    71    19.2    351
0856    5761    502    -13.95    72    19.2    351
0858    5775    501.1    -14.15    72    19.1    350
0860    5788    500.2    -14.25    73    19.1    350
0862    5801    499.4    -14.35    73    19.1    349
0864    5813    498.5    -14.45    74    19.1    349
0866    5827    497.7    -14.55    75    19.1    349
0868    5840    496.8    -14.75    75    19.1    349
0870    5852    496    -14.85    76    19.1    348
0872    5864    495.2    -14.95    76    19.1    348
0874    5878    494.3    -15.05    77    19.1    348
0876    5891    493.4    -15.15    78    19.1    348
0878    5904    492.6    -15.25    78    19    348
0880    5917    491.7    -15.45    78    19    348
0882    5932    490.8    -15.55    79    19    348
0884    5947    489.8    -15.65    80    19    347
0886    5961    488.9    -15.75    81    18.9    347
0888    5974    488    -15.95    81    18.9    347
0890    5986    487.3    -16.05    81    18.9    346
0892    5999    486.5    -16.15    81    18.9    346
0894    6011    485.7    -16.15    81    18.8    346
0896    6023    484.9    -16.25    81    18.8    345
0898    6037    484    -16.35    82    18.9    345
0900    6051    483.1    -16.55    82    18.9    345
0902    6064    482.3    -16.65    83    18.9    344
0904    6077    481.4    -16.75    83    19    344
0906    6090    480.6    -16.85    84    19.1    344
0908    6105    479.6    -16.95    84    19.2    343
0910    6121    478.6    -17.05    84    19.3    343
0912    6136    477.6    -17.15    85    19.5    343
0914    6150    476.8    -17.25    86    19.6    342
0916    6162    476    -17.35    85    19.7    342
0918    6175    475.2    -17.35    84    19.8    342
0920    6190    474.2    -17.45    84    19.9    342
0922    6206    473.2    -17.55    84    20    342
0924    6220    472.3    -17.65    85    20    342
0926    6235    471.4    -17.75    85    20.1    342
0928    6249    470.5    -17.95    85    20    342
0930    6262    469.7    -18.05    85    20    342
0932    6274    468.9    -18.05    84    20    342
0934    6287    468.1    -18.15    84    19.9    342
0936    6301    467.2    -18.25    85    19.9    342
0938    6317    466.3    -18.35    86    19.8    343
0940    6330    465.4    -18.45    85    19.7    343
0942    6341    464.8    -18.55    83    19.7    343
0944    6351    464.1    -18.55    83    19.7    343
0946    6363    463.4    -18.55    83    19.6    343
0948    6375    462.6    -18.55    81    19.6    344
0950    6388    461.8    -18.45    79    19.6    344
0952    6402    461    -18.55    77    19.6    344
0954    6418    460    -18.65    74    19.6    344
0956    6432    459.1    -18.65    70    19.6    344
0958    6443    458.4    -18.65    68    19.6    344
0960    6456    457.6    -18.75    65    19.6    344
0962    6469    456.8    -18.85    63    19.6    345
0964    6482    456.1    -18.85    62    19.5    345
0966    6493    455.3    -18.95    62    19.5    345
0968    6505    454.6    -19.05    61    19.5    346
0970    6517    453.9    -19.15    61    19.4    346
0972    6529    453.2    -19.25    60    19.4    346
0974    6540    452.5    -19.35    59    19.3    347
0976    6552    451.8    -19.45    58    19.3    347
0978    6565    451    -19.55    57    19.2    347
0980    6577    450.3    -19.65    55    19.2    347
0982    6589    449.5    -19.75    54    19.2    347
0984    6603    448.7    -19.75    52    19.2    347
0986    6615    448    -19.75    50    19.2    347
0988    6623    447.5    -19.85    50    19.2    347
0990    6632    446.9    -19.95    51    19.2    346
0992    6643    446.3    -20.05    51    19.3    346
0994    6655    445.6    -20.25    52    19.4    346
0996    6671    444.6    -20.35    52    19.5    345
0998    6692    443.3    -20.45    53    19.6    345
1000    6708    442.4    -20.55    53    19.7    345
1002    6718    441.8    -20.55    53    19.9    344
1004    6727    441.2    -20.75    54    20    344
1006    6739    440.5    -20.85    54    20.2    344
1008    6753    439.7    -20.95    54    20.4    344
1010    6766    438.9    -21.05    55    20.5    343
1012    6778    438.2    -21.15    55    20.7    343
1014    6790    437.5    -21.25    55    20.9    343
1016    6804    436.7    -21.45    56    21.1    342
1018    6816    435.9    -21.45    57    21.3    342
1020    6828    435.2    -21.55    58    21.5    342
1022    6841    434.5    -21.65    59    21.8    342
1024    6854    433.7    -21.75    60    22    342
1026    6868    432.9    -21.85    62    22.2    341
1028    6882    432.1    -21.95    64    22.5    341
1030    6895    431.3    -22.05    64    22.7    341
1032    6908    430.5    -22.15    64    22.9    341
1034    6920    429.8    -22.25    64    23.1    341
1036    6932    429.1    -22.35    65    23.2    341
1038    6944    428.4    -22.35    66    23.3    341
1040    6958    427.6    -22.45    67    23.4    341
1042    6972    426.8    -22.55    68    23.4    341
1044    6986    426    -22.65    68    23.5    341
1046    6999    425.2    -22.85    69    23.5    341
1048    7013    424.4    -22.95    71    23.5    341
1050    7026    423.7    -22.95    72    23.4    341
1052    7038    423    -23.15    72    23.4    341
1054    7051    422.2    -23.25    73    23.5    341
1056    7066    421.4    -23.35    73    23.5    341
1058    7079    420.6    -23.45    72    23.6    341
1060    7091    419.9    -23.55    72    23.7    341
1062    7102    419.3    -23.75    73    23.8    341
1064    7113    418.6    -23.85    72    24    341
1066    7126    417.9    -23.95    72    24.2    341
1068    7139    417.1    -24.05    73    24.4    341
1070    7151    416.5    -24.15    73    24.6    342
1072    7164    415.7    -24.25    73    24.9    342
1074    7179    414.9    -24.35    73    25.1    342
1076    7193    414.1    -24.45    74    25.3    343
1078    7207    413.3    -24.65    74    25.6    343
1080    7220    412.6    -24.75    75    25.8    344
1082    7233    411.8    -24.75    75    26    344
1084    7247    411    -24.75    74    26.2    345
1086    7261    410.2    -24.75    71    26.3    345
1088    7273    409.5    -24.75    66    26.5    346
1090    7285    408.9    -24.75    64    26.6    346
1092    7298    408.1    -24.75    62    26.7    347
1094    7312    407.4    -24.85    60    26.7    347
1096    7325    406.7    -24.95    58    26.8    347
1098    7337    406    -24.95    56    26.8    347
1100    7350    405.2    -24.95    53    26.8    348
1102    7364    404.5    -25.05    51    26.8    348
1104    7377    403.8    -25.05    49    26.8    348
1106    7390    403    -25.15    49    26.8    347
1108    7403    402.3    -25.25    48    26.7    347
1110    7416    401.6    -25.35    48    26.7    347
1112    7428    400.9    -25.45    47    26.6    347
1114    7440    400.2    -25.55    47    26.6    346
1116    7453    399.5    -25.55    47    26.5    346
1118    7466    398.8    -25.65    46    26.4    346
1120    7478    398.1    -25.65    44    26.4    345
1122    7490    397.5    -25.75    42    26.4    345
1124    7502    396.9    -25.75    41    26.3    345
1126    7511    396.4    -25.85    40    26.3    345
1128    7521    395.8    -25.85    39    26.4    345
1130    7532    395.2    -25.85    39    26.4    345
1132    7543    394.6    -25.95    38    26.4    345
1134    7554    394    -26.05    38    26.5    345
1136    7564    393.5    -26.15    38    26.6    345
1138    7574    392.9    -26.15    38    26.7    345
1140    7585    392.3    -26.25    38    26.8    345
1142    7596    391.7    -26.45    38    26.9    345
1144    7606    391.2    -26.45    38    27.1    345
1146    7615    390.7    -26.55    38    27.2    345
1148    7625    390.1    -26.65    37    27.3    345
1150    7636    389.6    -26.75    37    27.4    345
1152    7648    388.9    -26.75    36    27.5    345
1154    7661    388.2    -26.85    33    27.6    345
1156    7675    387.4    -26.95    27    27.7    345
1158    7690    386.7    -26.85    19    27.7    346
1160    7702    386    -26.85    13    27.8    346
1162    7713    385.4    -26.75    9    27.8    346
1164    7724    384.8    -26.75    8    27.8    346
1166    7737    384.1    -26.85    9    27.8    347
1168    7751    383.4    -26.85    11    27.8    347
1170    7763    382.7    -26.85    12    27.7    347
1172    7776    382.1    -26.95    12    27.7    347
1174    7791    381.3    -26.95    12    27.7    348
1176    7805    380.5    -26.95    12    27.6    348
1178    7818    379.8    -27.05    13    27.6    348
1180    7831    379.2    -27.15    14    27.6    348
1182    7845    378.4    -27.25    14    27.5    349
1184    7859    377.7    -27.45    15    27.5    349
1186    7874    376.9    -27.45    15    27.5    349
1188    7890    376.1    -27.65    15    27.5    349
1190    7903    375.4    -27.75    15    27.5    349
1192    7914    374.8    -27.85    15    27.5    349
1194    7926    374.2    -27.95    14    27.6    349
1196    7941    373.4    -28.05    13    27.6    349
1198    7955    372.7    -28.15    12    27.7    350
1200    7966    372.1    -28.25    12    27.8    350
1202    7979    371.4    -28.35    14    27.9    350
1204    7993    370.7    -28.45    17    28    350
1206    8007    369.9    -28.55    19    28.1    350
1208    8020    369.3    -28.65    19    28.3    350
1210    8030    368.8    -28.85    20    28.4    350
1212    8043    368.1    -28.95    21    28.5    350
1214    8056    367.5    -29.05    22    28.7    350
1216    8068    366.9    -29.15    23    28.8    350
1218    8078    366.3    -29.35    24    28.9    350
1220    8091    365.7    -29.45    25    29.1    350
1222    8106    364.9    -29.45    26    29.2    350
1224    8121    364.1    -29.55    26    29.3    350
1226    8135    363.4    -29.55    26    29.4    350
1228    8146    362.8    -29.65    25    29.4    350
1230    8158    362.2    -29.75    24    29.4    350
1232    8173    361.5    -29.85    24    29.4    349
1234    8189    360.6    -29.95    22    29.4    349
1236    8205    359.8    -30.05    21    29.4    349
1238    8220    359.1    -30.15    20    29.3    349
1240    8233    358.5    -30.25    20    29.2    349
1242    8242    358    -30.35    20    29.1    349
1244    8253    357.4    -30.45    20    29    349
1246    8266    356.8    -30.55    20    28.9    349
1248    8279    356.1    -30.65    21    28.8    349
1250    8291    355.5    -30.75    22    28.8    348
1252    8303    354.9    -30.75    22    28.8    348
1254    8316    354.3    -30.95    22    28.8    348
1256    8331    353.5    -31.05    23    28.9    348
1258    8343    352.9    -31.15    23    29    348
