EDT LEVEL OUTPUT
Time  Height     P     T     U    WS  WD 
1260    8355    352.3    -31.25    23    29.1    348
1262    8369    351.6    -31.45    23    29.3    348
1264    8382    351    -31.55    23    29.4    348
1266    8394    350.4    -31.65    23    29.5    348
1268    8407    349.7    -31.75    23    29.7    348
1270    8420    349.1    -31.85    23    29.8    348
1272    8433    348.4    -31.95    23    29.9    348
1274    8445    347.9    -31.95    22    30    348
1276    8456    347.3    -32.05    22    30.1    348
1278    8469    346.7    -32.15    22    30.2    348
1280    8482    346.1    -32.25    22    30.2    347
1282    8494    345.4    -32.45    22    30.3    347
1284    8507    344.8    -32.55    22    30.3    347
1286    8519    344.2    -32.65    23    30.3    347
1288    8532    343.6    -32.75    23    30.4    347
1290    8542    343.1    -32.85    23    30.4    346
1292    8550    342.7    -32.95    23    30.4    346
1294    8559    342.3    -33.05    23    30.4    346
1296    8570    341.7    -33.15    24    30.4    346
1298    8585    341    -33.25    25    30.4    346
1300    8600    340.3    -33.35    26    30.4    345
1302    8612    339.7    -33.45    26    30.4    345
1304    8626    339    -33.65    27    30.4    345
1306    8642    338.3    -33.75    28    30.5    345
1308    8657    337.6    -33.85    28    30.5    345
1310    8669    336.9    -33.95    29    30.6    344
1312    8681    336.4    -34.05    29    30.7    344
1314    8691    335.9    -34.25    29    30.8    344
1316    8701    335.4    -34.35    30    30.9    344
1318    8711    334.9    -34.35    30    31    344
1320    8724    334.3    -34.55    30    31    344
1322    8738    333.6    -34.65    31    31.1    344
1324    8750    333.1    -34.75    30    31.2    344
1326    8760    332.6    -34.75    30    31.3    344
1328    8772    332    -34.85    30    31.4    344
1330    8787    331.3    -34.95    31    31.4    344
1332    8801    330.6    -35.05    32    31.5    344
1334    8813    330.1    -35.15    33    31.5    344
1336    8826    329.5    -35.25    34    31.5    344
1338    8839    328.8    -35.35    35    31.6    344
1340    8851    328.3    -35.45    35    31.6    344
1342    8862    327.8    -35.55    35    31.6    345
1344    8874    327.2    -35.55    35    31.6    345
1346    8887    326.6    -35.75    35    31.6    345
1348    8900    326    -35.85    35    31.6    345
1350    8914    325.3    -35.95    34    31.6    344
1352    8926    324.8    -36.05    34    31.6    344
1354    8936    324.3    -36.15    34    31.6    344
1356    8946    323.8    -36.25    34    31.6    344
1358    8958    323.3    -36.35    34    31.6    344
1360    8970    322.7    -36.45    34    31.6    344
1362    8983    322.1    -36.65    35    31.6    344
1364    8996    321.5    -36.65    35    31.6    344
1366    9007    321    -36.75    36    31.7    343
1368    9019    320.4    -36.95    36    31.7    343
1370    9031    319.9    -36.95    37    31.8    343
1372    9042    319.4    -37.05    38    31.8    343
1374    9053    318.8    -37.15    39    31.9    342
1376    9066    318.3    -37.25    40    31.9    342
1378    9081    317.6    -37.45    41    32    342
1380    9095    316.9    -37.55    42    32.1    342
1382    9106    316.4    -37.65    42    32.2    341
1384    9117    315.9    -37.75    42    32.3    341
1386    9129    315.4    -37.85    43    32.3    341
1388    9140    314.9    -37.95    42    32.4    341
1390    9150    314.4    -38.05    41    32.5    340
1392    9160    314    -38.15    41    32.6    340
1394    9170    313.5    -38.15    40    32.6    340
1396    9183    312.9    -38.35    41    32.6    340
1398    9196    312.3    -38.45    41    32.7    340
1400    9210    311.7    -38.55    40    32.7    340
1402    9225    311    -38.65    41    32.7    340
1404    9241    310.3    -38.75    43    32.6    340
1406    9254    309.7    -38.85    47    32.6    340
1408    9267    309.1    -38.95    51    32.6    340
1410    9283    308.4    -39.15    52    32.6    341
1412    9299    307.6    -39.25    53    32.5    341
1414    9315    306.9    -39.35    53    32.5    341
1416    9330    306.3    -39.45    53    32.5    341
1418    9346    305.6    -39.65    53    32.5    341
1420    9359    305    -39.85    52    32.5    341
1422    9371    304.4    -39.85    50    32.5    341
1424    9385    303.8    -40.05    50    32.5    342
1426    9399    303.2    -40.15    50    32.4    342
1428    9412    302.6    -40.15    50    32.4    342
1430    9426    302    -40.25    49    32.4    342
1432    9440    301.4    -40.45    48    32.3    342
1434    9452    300.8    -40.55    47    32.2    342
1436    9463    300.4    -40.65    44    32.1    342
1438    9474    299.8    -40.75    42    32    342
1440    9489    299.2    -40.85    39    31.9    342
1442    9503    298.6    -41.05    39    31.8    343
1444    9512    298.2    -41.05    41    31.6    343
1446    9522    297.7    -41.15    46    31.5    343
1448    9536    297.1    -41.15    50    31.4    343
1450    9548    296.6    -41.15    51    31.3    343
1452    9559    296.1    -41.35    50    31.2    343
1454    9574    295.5    -41.45    50    31.1    343
1456    9590    294.8    -41.65    51    31.1    343
1458    9606    294.1    -41.75    54    31.1    343
1460    9619    293.5    -41.95    55    31.1    343
1462    9629    293.1    -42.05    55    31.1    344
1464    9640    292.6    -42.15    54    31.2    344
1466    9650    292.2    -42.15    52    31.2    344
1468    9662    291.7    -42.35    49    31.2    344
1470    9677    291    -42.45    47    31.2    344
1472    9692    290.4    -42.55    47    31.2    344
1474    9706    289.8    -42.75    47    31.2    344
1476    9718    289.3    -42.75    48    31.2    344
1478    9727    288.9    -42.85    48    31.2    344
1480    9738    288.4    -43.05    49    31.2    344
1482    9751    287.8    -43.15    49    31.2    344
1484    9765    287.2    -43.25    50    31.2    344
1486    9778    286.7    -43.35    51    31.2    344
1488    9789    286.2    -43.45    51    31.2    344
1490    9800    285.8    -43.65    51    31.2    344
1492    9810    285.3    -43.75    51    31.3    344
1494    9821    284.9    -43.75    51    31.3    343
1496    9833    284.4    -43.85    52    31.3    343
1498    9846    283.8    -44.05    53    31.4    343
1500    9857    283.3    -44.15    54    31.4    343
1502    9867    282.9    -44.15    54    31.4    343
1504    9878    282.4    -44.25    55    31.5    343
1506    9892    281.9    -44.45    55    31.5    343
1508    9907    281.2    -44.55    54    31.5    342
1510    9921    280.6    -44.65    53    31.6    343
1512    9932    280.2    -44.85    51    31.6    343
1514    9942    279.8    -44.95    51    31.6    343
1516    9953    279.3    -45.05    51    31.6    343
1518    9963    278.9    -45.05    52    31.6    343
1520    9975    278.4    -45.25    53    31.6    343
1522    9990    277.8    -45.35    54    31.6    343
1524    10005    277.1    -45.55    55    31.6    344
1526    10020    276.5    -45.55    54    31.6    344
1528    10032    276    -45.65    54    31.6    344
1530    10041    275.6    -45.85    54    31.6    344
1532    10051    275.2    -45.95    53    31.6    344
1534    10064    274.7    -46.05    52    31.6    344
1536    10080    274    -46.15    50    31.6    344
1538    10094    273.4    -46.25    48    31.7    344
1540    10108    272.9    -46.35    47    31.7    344
1542    10121    272.3    -46.45    47    31.7    344
1544    10135    271.8    -46.65    47    31.8    344
1546    10147    271.3    -46.75    46    31.8    344
1548    10158    270.8    -46.85    46    31.8    344
1550    10173    270.2    -46.95    46    31.8    344
1552    10190    269.5    -47.05    46    31.9    344
1554    10207    268.8    -47.15    46    31.9    344
1556    10223    268.2    -47.25    47    31.9    344
1558    10238    267.6    -47.35    48    32    343
1560    10250    267.1    -47.55    49    32.1    343
1562    10262    266.6    -47.65    50    32.2    343
1564    10273    266.2    -47.75    51    32.3    343
1566    10284    265.7    -47.85    52    32.4    343
1568    10295    265.3    -47.95    52    32.5    343
1570    10307    264.8    -48.05    52    32.7    343
1572    10319    264.3    -48.15    51    32.8    343
1574    10331    263.8    -48.25    50    33    343
1576    10342    263.4    -48.25    49    33.2    343
1578    10353    263    -48.35    48    33.3    343
1580    10366    262.4    -48.45    46    33.5    344
1582    10383    261.8    -48.65    44    33.6    344
1584    10399    261.1    -48.75    42    33.7    344
1586    10414    260.5    -48.85    40    33.7    344
1588    10425    260.1    -48.85    39    33.7    344
1590    10436    259.7    -48.95    38    33.7    345
1592    10446    259.3    -49.05    37    33.7    345
1594    10456    258.9    -49.05    38    33.6    345
1596    10468    258.4    -49.15    39    33.5    345
1598    10481    257.9    -49.35    40    33.4    345
1600    10494    257.4    -49.45    42    33.2    345
1602    10504    257    -49.55    42    33.1    345
1604    10515    256.5    -49.65    41    33    345
1606    10525    256.2    -49.75    40    32.9    344
1608    10535    255.7    -49.85    39    32.8    344
1610    10549    255.2    -49.95    38    32.7    344
1612    10564    254.6    -50.05    37    32.7    344
1614    10581    254    -50.15    37    32.7    344
1616    10595    253.4    -50.25    37    32.8    343
1618    10606    253    -50.45    37    32.9    343
1620    10618    252.5    -50.55    37    33    343
1622    10632    252    -50.65    37    33.1    343
1624    10644    251.5    -50.75    37    33.2    343
1626    10654    251.1    -50.85    37    33.3    343
1628    10665    250.7    -50.95    38    33.5    343
1630    10677    250.3    -51.05    38    33.5    343
1632    10691    249.7    -51.15    37    33.6    343
1634    10705    249.2    -51.25    37    33.7    343
1636    10717    248.7    -51.35    36    33.7    343
1638    10728    248.3    -51.45    35    33.8    342
1640    10738    247.9    -51.55    35    33.8    342
1642    10747    247.5    -51.65    35    33.8    342
1644    10759    247.1    -51.75    36    33.8    342
1646    10775    246.5    -51.85    37    33.9    342
1648    10792    245.9    -52.05    37    33.9    342
1650    10807    245.3    -52.15    37    33.9    342
1652    10821    244.7    -52.25    37    34    342
1654    10836    244.2    -52.35    36    34.1    342
1656    10853    243.5    -52.45    36    34.1    342
1658    10871    242.9    -52.65    36    34.2    342
1660    10889    242.2    -52.75    36    34.2    341
1662    10906    241.5    -52.95    36    34.3    341
1664    10923    240.9    -53.05    35    34.3    341
1666    10940    240.3    -53.25    35    34.3    341
1668    10957    239.6    -53.35    34    34.4    341
1670    10974    239    -53.45    34    34.4    341
1672    10989    238.5    -53.55    34    34.5    341
1674    11002    238    -53.55    34    34.6    342
1676    11015    237.5    -53.55    34    34.7    342
1678    11027    237.1    -53.65    34    34.8    342
1680    11039    236.6    -53.75    34    34.9    342
1682    11052    236.1    -53.75    33    35    343
1684    11063    235.7    -53.85    32    35.1    343
1686    11076    235.2    -53.85    31    35.2    344
1688    11092    234.7    -53.95    30    35.3    344
1690    11105    234.2    -54.05    29    35.4    344
1692    11116    233.8    -54.15    29    35.5    345
1694    11128    233.3    -54.25    29    35.5    345
1696    11140    232.9    -54.25    30    35.6    345
1698    11152    232.5    -54.35    30    35.7    345
1700    11166    232    -54.45    31    35.7    345
1702    11181    231.4    -54.65    31    35.7    346
1704    11198    230.8    -54.75    32    35.8    346
1706    11216    230.2    -54.95    33    35.9    346
1708    11233    229.5    -55.05    34    35.9    346
1710    11250    228.9    -55.15    34    36    346
1712    11266    228.4    -55.35    35    36.1    346
1714    11278    227.9    -55.55    36    36.2    346
1716    11289    227.5    -55.65    36    36.3    345
1718    11303    227    -55.75    36    36.5    345
1720    11317    226.5    -55.85    36    36.6    345
1722    11331    226.1    -56.05    36    36.7    345
1724    11343    225.6    -56.15    36    36.8    345
1726    11357    225.1    -56.35    36    37    345
1728    11370    224.6    -56.45    36    37    345
1730    11381    224.3    -56.55    37    37.1    345
1732    11393    223.8    -56.65    37    37.2    345
1734    11408    223.3    -56.75    38    37.2    346
1736    11424    222.7    -56.95    39    37.3    346
1738    11439    222.2    -57.15    39    37.3    346
1740    11452    221.8    -57.25    39    37.3    347
1742    11465    221.3    -57.25    38    37.3    347
1744    11477    220.9    -57.25    37    37.2    347
1746    11489    220.5    -57.35    37    37.2    348
1748    11500    220.1    -57.45    37    37.2    348
1750    11512    219.7    -57.55    38    37.2    349
1752    11527    219.1    -57.75    39    37.2    349
1754    11543    218.6    -57.85    40    37.2    349
1756    11557    218.1    -57.95    41    37.2    349
1758    11570    217.7    -57.95    42    37.2    350
1760    11581    217.3    -58.15    43    37.2    350
1762    11594    216.8    -58.25    43    37.2    350
1764    11611    216.3    -58.45    44    37.2    350
1766    11628    215.7    -58.55    44    37.2    350
1768    11643    215.1    -58.65    44    37.1    350
1770    11656    214.7    -58.85    44    37.1    350
1772    11668    214.3    -58.95    44    37    350
1774    11679    213.9    -59.05    44    36.9    350
1776    11694    213.4    -59.15    44    36.9    351
1778    11712    212.8    -59.25    44    36.8    351
1780    11731    212.1    -59.45    44    36.8    351
1782    11750    211.5    -59.55    45    36.8    351
1784    11764    211    -59.65    45    36.9    351
1786    11774    210.7    -59.75    45    37    351
1788    11787    210.2    -59.85    46    37.1    351
1790    11803    209.7    -60.05    46    37.3    351
1792    11820    209.1    -60.15    46    37.4    351
1794    11837    208.6    -60.25    47    37.6    351
1796    11854    208    -60.45    47    37.8    350
1798    11871    207.4    -60.55    47    38    350
1800    11885    207    -60.65    46    38.2    350
1802    11897    206.6    -60.75    46    38.3    350
1804    11909    206.2    -60.85    46    38.4    349
1806    11924    205.7    -60.95    45    38.4    349
1808    11940    205.1    -61.15    44    38.4    349
1810    11953    204.7    -61.25    44    38.3    349
1812    11964    204.4    -61.35    44    38.3    349
1814    11976    204    -61.45    44    38.2    349
1816    11988    203.6    -61.45    45    38.1    349
1818    12001    203.1    -61.55    46    38    349
1820    12014    202.7    -61.55    47    37.9    350
1822    12029    202.2    -61.65    49    37.9    350
1824    12047    201.6    -61.75    49    37.9    350
1826    12066    201    -61.85    50    37.9    350
1828    12085    200.4    -61.95    51    37.9    350
1830    12104    199.8    -62.05    52    38    350
1832    12122    199.2    -62.25    53    38.1    351
1834    12139    198.7    -62.35    54    38.2    351
1836    12151    198.3    -62.45    55    38.2    351
1838    12163    197.9    -62.65    55    38.3    351
1840    12178    197.4    -62.75    55    38.3    351
1842    12191    197    -62.65    55    38.3    352
1844    12203    196.6    -62.65    55    38.3    352
1846    12215    196.2    -62.85    55    38.2    352
1848    12226    195.9    -62.85    55    38    353
1850    12237    195.5    -62.95    55    37.8    353
1852    12251    195.1    -63.05    55    37.6    353
1854    12269    194.5    -63.15    54    37.4    353
1856    12288    193.9    -63.35    54    37.1    353
1858    12305    193.4    -63.45    53    36.9    353
1860    12322    192.8    -63.65    53    36.7    353
1862    12340    192.3    -63.75    53    36.5    353
1864    12357    191.7    -63.85    54    36.3    353
1866    12372    191.3    -63.95    54    36.2    353
1868    12385    190.9    -64.05    56    36.1    353
1870    12399    190.4    -64.25    57    36    353
1872    12417    189.9    -64.45    58    35.9    353
1874    12437    189.2    -64.65    59    35.9    352
1876    12458    188.6    -64.75    60    35.8    352
1878    12481    187.9    -64.85    62    35.7    352
1880    12497    187.4    -64.95    64    35.5    352
1882    12507    187.1    -65.15    65    35.4    351
1884    12518    186.8    -65.25    65    35.2    351
1886    12532    186.3    -65.25    65    35    351
1888    12549    185.8    -65.45    65    34.8    350
1890    12568    185.2    -65.65    65    34.6    349
1892    12585    184.7    -65.75    66    34.4    349
1894    12597    184.3    -65.95    67    34.2    348
1896    12607    184    -66.05    68    34    347
1898    12620    183.6    -66.05    69    33.8    347
1900    12635    183.2    -66.05    69    33.7    346
1902    12652    182.7    -66.05    68    33.5    345
1904    12670    182.1    -65.95    68    33.4    345
1906    12689    181.6    -65.75    68    33.3    344
1908    12707    181    -65.75    69    33.2    344
1910    12726    180.5    -65.95    69    33    343
1912    12742    180    -66.15    69    32.9    343
1914    12757    179.5    -66.25    69    32.8    342
1916    12769    179.2    -66.45    68    32.7    342
1918    12781    178.8    -66.55    67    32.5    341
1920    12795    178.4    -66.65    66    32.4    341
1922    12807    178.1    -66.75    64    32.3    341
1924    12821    177.6    -66.65    62    32.3    340
1926    12837    177.2    -66.35    60    32.3    340
1928    12851    176.8    -66.15    57    32.3    340
1930    12862    176.4    -66.05    55    32.4    340
1932    12872    176.2    -66.05    54    32.5    340
1934    12882    175.9    -66.15    53    32.6    339
1936    12893    175.6    -66.15    52    32.8    339
1938    12904    175.2    -66.25    51    32.9    339
1940    12917    174.8    -66.35    50    33    339
1942    12931    174.4    -66.35    50    33.1    339
1944    12944    174.1    -66.45    49    33.2    339
1946    12959    173.6    -66.55    50    33.2    339
1948    12976    173.2    -66.65    50    33.3    338
1950    12993    172.7    -66.75    50    33.3    338
1952    13011    172.1    -66.85    50    33.3    338
1954    13028    171.7    -66.95    51    33.4    338
1956    13040    171.3    -67.05    51    33.5    337
1958    13050    171    -67.15    51    33.6    337
1960    13059    170.8    -67.25    51    33.7    337
1962    13071    170.5    -67.35    51    33.8    337
1964    13085    170    -67.45    51    34    337
1966    13099    169.7    -67.45    52    34.2    337
1968    13110    169.3    -67.55    52    34.3    337
1970    13120    169.1    -67.55    52    34.5    336
1972    13132    168.7    -67.45    52    34.6    336
1974    13147    168.3    -67.45    52    34.7    336
1976    13162    167.9    -67.55    52    34.8    336
1978    13175    167.5    -67.55    52    34.8    336
1980    13185    167.2    -67.65    52    34.8    335
1982    13197    166.9    -67.75    53    34.8    335
1984    13211    166.5    -67.85    53    34.8    335
1986    13227    166.1    -67.85    53    34.7    334
1988    13246    165.6    -68.05    53    34.7    334
1990    13262    165.1    -68.05    53    34.7    334
1992    13276    164.7    -68.05    53    34.7    334
1994    13291    164.3    -68.05    53    34.7    334
1996    13307    163.9    -68.15    53    34.7    334
1998    13320    163.5    -68.15    53    34.8    333
2000    13331    163.2    -68.15    53    34.8    333
2002    13340    163    -68.15    52    34.9    333
2004    13348    162.8    -68.25    51    35    333
2006    13357    162.5    -68.25    50    35.1    333
2008    13366    162.3    -68.25    49    35.2    333
2010    13374    162.1    -68.25    48    35.2    333
2012    13382    161.9    -68.25    46    35.3    333
2014    13390    161.6    -68.25    45    35.4    333
2016    13398    161.4    -68.25    43    35.5    333
2018    13409    161.1    -68.25    41    35.5    332
2020    13422    160.8    -68.15    39    35.6    332
2022    13438    160.4    -68.05    37    35.7    332
2024    13457    159.9    -67.65    35    35.7    332
2026    13474    159.4    -67.15    32    35.8    332
2028    13486    159.1    -66.85    30    35.8    332
2030    13494    158.9    -66.75    29    35.7    332
2032    13503    158.6    -66.65    27    35.7    333
2034    13514    158.3    -66.35    26    35.6    333
2036    13527    158    -66.15    25    35.4    333
2038    13538    157.7    -66.25    23    35.3    334
2040    13549    157.4    -66.25    22    35.1    334
2042    13560    157.2    -66.25    21    34.8    334
2044    13571    156.9    -66.35    20    34.6    335
2046    13583    156.5    -66.35    19    34.3    335
2048    13595    156.2    -66.35    18    34.1    335
2050    13606    156    -66.45    17    33.8    335
2052    13616    155.7    -66.45    17    33.6    336
2054    13626    155.4    -66.35    16    33.5    336
2056    13637    155.2    -66.35    15    33.3    336
2058    13647    154.9    -66.25    14    33.2    336
2060    13658    154.6    -66.15    13    33.1    336
2062    13669    154.3    -66.05    12    33.1    336
2064    13680    154.1    -66.05    11    33    336
2066    13689    153.8    -65.85    10    33    336
2068    13698    153.6    -65.75    9    33    336
2070    13707    153.4    -65.45    8    33.1    336
2072    13718    153.1    -65.05    8    33.1    336
2074    13727    152.9    -65.15    7    33.1    336
2076    13735    152.7    -65.15    7    33.2    336
2078    13743    152.5    -65.15    6    33.3    336
2080    13752    152.3    -65.15    6    33.4    336
2082    13761    152    -65.05    6    33.5    337
2084    13771    151.8    -65.05    6    33.6    337
2086    13781    151.5    -65.05    6    33.8    337
2088    13792    151.3    -65.05    6    33.9    337
2090    13801    151    -65.05    6    34    337
2092    13811    150.8    -65.15    6    34.1    336
2094    13822    150.5    -65.15    6    34.2    336
2096    13832    150.3    -65.15    6    34.2    336
2098    13842    150    -65.05    6    34.2    336
2100    13852    149.8    -65.05    6    34.2    336
2102    13861    149.5    -65.15    6    34.1    336
2104    13871    149.3    -65.25    6    34    336
2106    13880    149.1    -65.25    6    33.9    336
2108    13888    148.9    -65.15    6    33.8    336
2110    13897    148.7    -65.15    7    33.8    335
2112    13907    148.4    -65.05    7    33.7    335
2114    13919    148.1    -65.15    7    33.7    335
2116    13933    147.8    -65.15    7    33.7    334
2118    13945    147.5    -65.15    7    33.8    334
2120    13955    147.3    -65.25    7    33.9    334
2122    13965    147    -65.25    7    34.1    334
2124    13974    146.8    -65.25    7    34.3    334
2126    13984    146.6    -65.25    7    34.6    333
2128    13991    146.4    -65.25    7    34.8    334
2130    14000    146.2    -65.15    7    35    334
2132    14010    145.9    -65.05    7    35.2    334
2134    14019    145.7    -64.95    7    35.4    334
2136    14028    145.5    -64.85    7    35.5    335
2138    14037    145.3    -64.95    7    35.6    336
2140    14047    145    -64.95    7    35.6    336
2142    14059    144.8    -65.05    7    35.5    337
2144    14069    144.5    -65.15    7    35.4    338
2146    14081    144.2    -65.15    7    35.2    339
2148    14097    143.9    -65.05    7    34.9    340
2150    14115    143.4    -64.85    6    34.7    341
2152    14132    143    -64.65    7    34.4    342
2154    14147    142.7    -64.45    7    34.1    342
2156    14161    142.4    -64.25    7    33.7    343
2158    14172    142.1    -64.15    6    33.4    344
2160    14183    141.8    -64.05    6    33.1    345
2162    14198    141.5    -63.85    6    32.8    345
2164    14214    141.1    -63.85    6    32.6    346
2166    14232    140.7    -63.85    6    32.4    346
2168    14251    140.3    -63.85    6    32.2    346
2170    14267    139.9    -63.95    6    32    347
2172    14279    139.6    -64.15    6    31.9    347
2174    14293    139.3    -64.25    6    31.7    348
2176    14306    139    -64.25    6    31.6    348
2178    14320    138.7    -64.35    6    31.4    349
2180    14336    138.3    -64.45    6    31.2    349
2182    14353    138    -64.65    6    31    350
2184    14366    137.7    -64.75    6    30.8    350
2186    14377    137.4    -64.85    6    30.4    350
2188    14391    137.1    -64.95    6    30    351
2190    14407    136.7    -65.05    6    29.6    351
2192    14421    136.4    -65.15    6    29.1    351
2194    14434    136.1    -65.25    6    28.6    351
2196    14450    135.8    -65.35    6    28    351
2198    14469    135.4    -65.45    6    27.4    351
2200    14484    135    -65.55    6    26.8    351
2202    14497    134.7    -65.65    7    26.3    351
2204    14507    134.5    -65.75    7    25.8    350
2206    14517    134.3    -65.75    7    25.4    350
2208    14528    134    -65.75    7    25.1    350
2210    14541    133.8    -65.75    7    24.9    349
2212    14554    133.5    -65.85    7    24.8    349
2214    14568    133.2    -65.95    7    24.9    348
2216    14582    132.9    -65.95    7    25    348
2218    14593    132.6    -66.05    7    25.3    348
2220    14604    132.4    -66.15    7    25.7    347
2222    14618    132.1    -66.25    7    26.1    347
2224    14635    131.7    -66.15    7    26.6    346
2226    14653    131.3    -66.05    7    27.1    346
2228    14668    131    -66.05    7    27.6    345
2230    14679    130.8    -66.05    7    28.1    345
2232    14690    130.5    -66.05    7    28.6    345
2234    14701    130.3    -66.05    7    29    344
2236    14713    130    -66.05    7    29.4    344
2238    14723    129.8    -66.05    7    29.7    343
2240    14731    129.6    -66.15    7    29.9    343
2242    14739    129.5    -66.15    7    30    342
2244    14749    129.3    -66.15    7    30    342
2246    14759    129    -66.15    7    30    341
2248    14769    128.8    -66.25    7    30    341
2250    14781    128.6    -66.35    7    29.9    341
2252    14792    128.3    -66.25    7    29.7    341
2254    14801    128.2    -66.35    7    29.5    340
2256    14811    127.9    -66.45    7    29.3    340
2258    14823    127.7    -66.45    7    29.1    340
2260    14835    127.4    -66.35    7    28.8    340
2262    14847    127.2    -66.45    7    28.6    340
2264    14859    126.9    -66.55    7    28.3    340
2266    14870    126.7    -66.55    7    28    340
2268    14882    126.4    -66.55    6    27.7    340
2270    14895    126.2    -66.75    6    27.4    340
2272    14907    125.9    -66.85    6    27.1    340
2274    14919    125.7    -66.95    6    26.8    340
2276    14931    125.4    -66.95    6    26.4    340
2278    14943    125.2    -66.85    6    26.1    340
2280    14956    124.9    -66.75    6    25.8    339
2282    14967    124.7    -66.75    6    25.5    339
2284    14977    124.5    -66.65    6    25.3    338
2286    14988    124.2    -66.65    6    25.1    338
2288    14998    124    -66.75    6    24.9    337
2290    15009    123.8    -66.75    6    24.7    337
2292    15020    123.6    -66.85    6    24.6    336
2294    15032    123.3    -66.85    6    24.5    336
2296    15042    123.1    -66.85    6    24.5    336
2298    15052    122.9    -66.95    7    24.5    335
2300    15064    122.7    -67.15    7    24.5    335
2302    15076    122.4    -67.25    7    24.6    335
2304    15088    122.2    -67.35    7    24.6    334
2306    15098    122    -67.45    7    24.6    334
2308    15107    121.8    -67.45    7    24.7    334
2310    15115    121.6    -67.55    7    24.7    334
2312    15125    121.5    -67.45    7    24.7    334
2314    15135    121.2    -67.35    7    24.7    334
2316    15145    121    -67.35    6    24.7    334
2318    15155    120.9    -67.35    6    24.7    333
2320    15164    120.7    -67.35    6    24.6    333
2322    15173    120.5    -67.35    6    24.5    333
2324    15183    120.3    -67.35    6    24.5    332
2326    15194    120.1    -67.35    6    24.4    332
2328    15206    119.8    -67.25    6    24.3    331
2330    15218    119.6    -67.05    6    24.3    331
2332    15228    119.4    -67.05    6    24.2    330
2334    15238    119.2    -66.95    6    24.2    330
2336    15247    119    -66.65    6    24.1    329
2338    15257    118.8    -66.45    5    24.1    329
2340    15265    118.7    -66.45    5    24.2    329
2342    15273    118.5    -66.45    5    24.2    329
2344    15284    118.3    -66.35    6    24.3    329
2346    15296    118.1    -66.25    5    24.4    329
2348    15308    117.8    -66.35    5    24.5    329
2350    15318    117.6    -66.35    5    24.6    329
2352    15327    117.5    -66.15    5    24.8    329
2354    15337    117.3    -65.85    5    24.9    330
2356    15347    117.1    -65.55    5    25.1    330
2358    15358    116.9    -65.35    5    25.2    331
2360    15370    116.6    -65.15    5    25.3    331
2362    15381    116.4    -65.15    5    25.4    332
2364    15392    116.2    -65.15    5    25.4    332
2366    15403    116    -65.25    5    25.4    333
2368    15414    115.8    -65.25    5    25.3    333
2370    15425    115.6    -65.25    5    25.2    334
2372    15436    115.4    -65.15    4    25.1    334
2374    15447    115.2    -65.15    4    24.9    335
2376    15457    115    -65.15    4    24.7    335
2378    15466    114.8    -65.15    4    24.4    336
2380    15475    114.6    -65.25    4    24.2    336
2382    15485    114.4    -65.35    4    24    337
2384    15494    114.3    -65.35    4    23.7    338
2386    15503    114.1    -65.25    4    23.5    338
2388    15514    113.9    -64.95    4    23.2    338
2390    15524    113.7    -64.75    4    23    339
2392    15532    113.6    -64.75    4    22.8    339
2394    15542    113.4    -64.85    4    22.6    340
2396    15555    113.1    -64.85    4    22.3    340
2398    15568    112.9    -64.85    4    22.1    341
2400    15578    112.7    -64.95    4    21.8    341
2402    15587    112.5    -64.85    4    21.6    342
2404    15595    112.4    -64.75    4    21.3    342
2406    15605    112.2    -64.65    4    21    342
2408    15617    112    -64.65    4    20.8    343
2410    15628    111.8    -64.65    4    20.5    343
2412    15637    111.6    -64.75    4    20.2    343
2414    15646    111.5    -64.85    4    20    343
2416    15655    111.3    -64.85    4    19.7    343
2418    15663    111.1    -64.95    4    19.5    343
2420    15672    111    -64.95    4    19.4    343
2422    15683    110.8    -64.95    4    19.2    343
2424    15694    110.6    -65.05    4    19.1    342
2426    15703    110.4    -65.15    4    19.1    342
2428    15712    110.3    -65.05    4    19.1    341
2430    15722    110.1    -65.05    4    19.2    341
2432    15732    109.9    -64.95    4    19.3    340
2434    15741    109.7    -64.85    4    19.4    340
2436    15749    109.6    -64.95    4    19.6    339
2438    15758    109.4    -65.05    4    19.8    339
2440    15769    109.2    -65.05    4    20    338
2442    15779    109.1    -65.05    4    20.2    337
2444    15787    108.9    -65.05    4    20.4    337
2446    15795    108.8    -64.95    4    20.6    336
2448    15805    108.6    -64.95    4    20.8    336
2450    15814    108.4    -64.95    4    20.9    335
2452    15825    108.2    -64.95    4    21.1    335
2454    15837    108    -64.95    4    21.2    334
2456    15847    107.9    -64.95    4    21.3    334
2458    15854    107.7    -64.95    4    21.4    333
2460    15862    107.6    -64.95    4    21.5    332
2462    15871    107.4    -64.85    4    21.5    332
2464    15880    107.3    -64.65    4    21.6    331
2466    15889    107.1    -64.55    3    21.6    331
2468    15897    107    -64.55    3    21.7    330
2470    15906    106.8    -64.35    3    21.8    330
2472    15915    106.7    -63.85    3    21.8    329
2474    15924    106.5    -63.55    3    21.9    329
2476    15932    106.4    -63.45    3    22    329
2478    15941    106.2    -63.45    3    22.1    328
2480    15951    106    -63.55    3    22.3    328
2482    15961    105.9    -63.55    3    22.4    328
2484    15970    105.7    -63.55    3    22.5    327
2486    15978    105.6    -63.55    3    22.6    327
2488    15987    105.4    -63.65    3    22.7    327
2490    15998    105.2    -63.65    3    22.8    327
