EDT LEVEL OUTPUT
Time  Height     P     T     U    WS  WD 
1856    11564    222.4    -48.05    6    33.8    290
1858    11573    222.1    -48.05    7    33.7    291
1860    11584    221.8    -48.05    8    33.7    291
1862    11593    221.5    -48.15    9    33.6    291
1864    11604    221.1    -48.25    9    33.6    291
1866    11615    220.7    -48.35    9    33.5    291
1868    11624    220.4    -48.35    9    33.4    292
1870    11633    220.1    -48.45    9    33.3    292
1872    11643    219.8    -48.55    8    33.2    292
1874    11655    219.4    -48.65    8    33.2    292
1876    11669    218.9    -48.65    8    33.2    292
1878    11685    218.4    -48.75    7    33.2    292
1880    11701    217.9    -48.85    8    33.3    292
1882    11716    217.4    -48.95    8    33.4    292
1884    11730    216.9    -49.05    8    33.5    292
1886    11745    216.4    -49.15    8    33.6    291
1888    11761    215.9    -49.25    8    33.8    291
1890    11776    215.4    -49.35    8    33.9    291
1892    11788    215    -49.45    8    33.9    290
1894    11796    214.7    -49.35    7    34    290
1896    11805    214.4    -49.35    6    33.9    290
1898    11816    214.1    -49.25    6    33.9    290
1900    11826    213.7    -49.25    6    33.7    289
1902    11834    213.5    -49.25    6    33.5    289
1904    11845    213.1    -49.25    6    33.3    289
1906    11859    212.7    -49.35    7    33.1    289
1908    11875    212.2    -49.45    8    32.9    289
1910    11892    211.6    -49.65    8    32.7    289
1912    11905    211.2    -49.75    9    32.5    290
1914    11915    210.9    -49.85    9    32.3    290
1916    11927    210.5    -49.95    9    32.2    290
1918    11943    210    -50.05    10    32.1    290
1920    11961    209.4    -50.25    10    32.1    290
1922    11978    208.8    -50.35    10    32    290
1924    11990    208.4    -50.45    11    32    290
1926    12000    208.1    -50.55    11    32    290
1928    12012    207.7    -50.65    11    32    290
1930    12027    207.3    -50.75    11    31.9    289
1932    12044    206.7    -50.85    11    31.9    289
1934    12058    206.3    -50.95    11    31.9    289
1936    12069    205.9    -50.95    12    31.8    288
1938    12081    205.6    -51.05    12    31.7    288
1940    12094    205.1    -51.15    12    31.7    287
1942    12105    204.8    -51.25    12    31.6    287
1944    12114    204.5    -51.35    12    31.5    286
1946    12123    204.2    -51.35    12    31.5    286
1948    12133    203.9    -51.45    12    31.4    286
1950    12143    203.6    -51.55    11    31.3    286
1952    12152    203.3    -51.55    11    31.2    286
1954    12162    203    -51.65    11    31.1    286
1956    12171    202.7    -51.65    11    31    286
1958    12180    202.4    -51.75    11    30.9    286
1960    12188    202.2    -51.75    11    30.7    286
1962    12199    201.9    -51.85    11    30.6    286
1964    12211    201.5    -51.85    10    30.5    286
1966    12223    201.1    -51.95    10    30.4    287
1968    12234    200.8    -51.95    10    30.3    287
1970    12244    200.5    -52.05    9    30.3    287
1972    12254    200.1    -52.15    9    30.2    287
1974    12264    199.8    -52.15    8    30.2    287
1976    12273    199.6    -52.15    8    30.1    287
1978    12281    199.3    -52.25    8    30.1    287
1980    12291    199    -52.25    8    30.1    287
1982    12303    198.6    -52.35    8    30.1    287
1984    12315    198.3    -52.35    8    30.1    287
1986    12327    197.9    -52.45    8    30.1    286
1988    12337    197.6    -52.55    9    30.2    286
1990    12347    197.3    -52.65    9    30.2    286
1992    12358    197    -52.65    9    30.3    286
1994    12368    196.6    -52.75    9    30.4    286
1996    12377    196.4    -52.75    10    30.5    286
1998    12386    196.1    -52.85    10    30.6    286
2000    12399    195.7    -52.85    10    30.8    286
2002    12412    195.3    -52.85    10    30.9    285
2004    12424    194.9    -53.05    10    31.1    285
2006    12437    194.5    -53.15    10    31.3    285
2008    12451    194.1    -53.25    10    31.4    285
2010    12465    193.7    -53.35    10    31.5    284
2012    12477    193.4    -53.45    10    31.7    284
2014    12487    193    -53.55    11    31.7    284
2016    12496    192.8    -53.65    11    31.8    284
2018    12504    192.5    -53.65    11    31.8    283
2020    12515    192.2    -53.75    11    31.8    283
2022    12530    191.8    -53.85    11    31.8    283
2024    12548    191.2    -53.95    11    31.7    283
2026    12566    190.7    -54.05    11    31.6    283
2028    12584    190.1    -54.05    11    31.5    283
2030    12602    189.6    -54.15    11    31.3    283
2032    12618    189.1    -54.35    11    31.1    283
2034    12632    188.7    -54.45    11    30.9    283
2036    12641    188.5    -54.55    11    30.7    283
2038    12650    188.2    -54.55    11    30.5    284
2040    12659    187.9    -54.65    11    30.2    284
2042    12671    187.6    -54.65    11    30    284
2044    12681    187.3    -54.65    11    29.8    285
2046    12688    187.1    -54.75    11    29.5    285
2048    12695    186.9    -54.75    11    29.3    285
2050    12704    186.6    -54.75    11    29.1    286
2052    12714    186.3    -54.75    11    28.9    286
2054    12723    186.1    -54.75    11    28.8    286
2056    12732    185.8    -54.75    11    28.7    286
2058    12742    185.5    -54.75    11    28.6    286
2060    12751    185.3    -54.85    11    28.6    286
2062    12759    185    -54.85    11    28.6    286
2064    12769    184.7    -54.95    11    28.6    286
2066    12779    184.4    -54.95    11    28.6    286
2068    12789    184.2    -55.05    11    28.5    286
2070    12798    183.9    -55.05    11    28.5    286
2072    12809    183.6    -55.15    11    28.5    286
2074    12819    183.3    -55.25    11    28.5    285
2076    12829    183    -55.25    11    28.4    285
2078    12839    182.7    -55.35    11    28.3    285
2080    12848    182.4    -55.45    11    28.3    285
2082    12858    182.2    -55.45    11    28.2    284
2084    12866    181.9    -55.45    11    28.1    284
2086    12874    181.7    -55.45    11    28    284
2088    12881    181.5    -55.45    11    27.9    284
2090    12890    181.3    -55.45    11    27.9    284
2092    12900    181    -55.55    11    27.8    283
2094    12908    180.7    -55.55    10    27.8    283
2096    12915    180.5    -55.55    10    27.7    283
2098    12923    180.3    -55.55    10    27.7    283
2100    12933    180    -55.65    10    27.6    282
2102    12945    179.7    -55.65    10    27.6    282
2104    12957    179.4    -55.75    10    27.6    282
2106    12967    179.1    -55.75    10    27.5    281
2108    12976    178.8    -55.65    9    27.5    281
2110    12987    178.5    -55.65    9    27.4    281
2112    12997    178.2    -55.65    9    27.3    280
2114    13006    178    -55.65    9    27.3    280
2116    13014    177.8    -55.65    8    27.2    280
2118    13024    177.5    -55.75    8    27.2    279
2120    13035    177.2    -55.85    8    27.2    279
2122    13043    176.9    -55.95    8    27.2    279
2124    13053    176.7    -56.05    8    27.2    278
2126    13063    176.4    -56.05    8    27.3    278
2128    13073    176.1    -56.15    8    27.3    278
2130    13082    175.9    -56.25    8    27.3    278
2132    13092    175.6    -56.35    8    27.4    278
2134    13104    175.3    -56.35    8    27.4    279
2136    13115    175    -56.45    8    27.4    279
2138    13125    174.7    -56.45    8    27.4    279
2140    13135    174.4    -56.45    8    27.3    280
2142    13143    174.2    -56.55    8    27.3    280
2144    13152    173.9    -56.55    8    27.2    281
2146    13164    173.6    -56.65    8    27.1    281
2148    13176    173.3    -56.75    9    27    282
2150    13186    173    -56.75    9    27    282
2152    13194    172.8    -56.85    9    26.9    282
2154    13204    172.5    -56.85    9    26.8    283
2156    13215    172.2    -56.95    9    26.8    283
2158    13225    172    -57.05    9    26.8    283
2160    13232    171.8    -57.05    9    26.8    283
2162    13239    171.6    -57.15    9    26.9    282
2164    13250    171.3    -57.25    9    26.9    282
2166    13264    170.9    -57.25    9    27    282
2168    13275    170.6    -57.25    9    27    281
2170    13286    170.3    -57.35    9    27.1    281
2172    13296    170    -57.35    9    27.1    281
2174    13306    169.8    -57.35    9    27.2    280
2176    13316    169.5    -57.35    8    27.2    280
2178    13325    169.2    -57.45    8    27.3    280
2180    13335    169    -57.45    8    27.3    280
2182    13347    168.7    -57.55    8    27.4    280
2184    13358    168.4    -57.65    8    27.5    280
2186    13367    168.1    -57.65    8    27.6    280
2188    13376    167.9    -57.75    8    27.6    281
2190    13386    167.6    -57.75    8    27.7    281
2192    13396    167.3    -57.95    8    27.8    282
2194    13407    167.1    -58.05    9    27.8    282
2196    13416    166.8    -58.15    9    27.8    283
2198    13426    166.6    -58.15    9    27.7    283
2200    13435    166.3    -58.25    9    27.6    284
2202    13443    166.1    -58.25    9    27.5    284
2204    13452    165.9    -58.35    9    27.3    285
2206    13463    165.6    -58.35    8    27.1    286
2208    13474    165.3    -58.35    8    26.8    286
2210    13486    165    -58.25    8    26.5    286
2212    13497    164.7    -58.25    8    26.1    287
2214    13511    164.3    -58.15    8    25.8    287
2216    13524    164    -58.15    8    25.5    287
2218    13534    163.7    -58.15    8    25.2    287
2220    13544    163.5    -58.05    7    24.9    287
2222    13556    163.2    -58.05    7    24.6    287
2224    13572    162.7    -57.95    7    24.4    287
2226    13586    162.4    -57.95    7    24.2    287
2228    13596    162.1    -57.95    7    24.1    286
2230    13609    161.8    -57.85    7    23.9    286
2232    13622    161.5    -57.85    6    23.8    285
2234    13633    161.2    -57.85    6    23.8    285
2236    13642    160.9    -57.85    6    23.7    284
2238    13651    160.7    -57.85    6    23.7    284
2240    13662    160.4    -57.85    6    23.6    283
2242    13673    160.2    -57.85    6    23.6    283
2244    13683    159.9    -57.85    6    23.6    283
2246    13691    159.7    -57.85    6    23.6    282
2248    13700    159.5    -57.95    6    23.6    282
2250    13709    159.2    -58.05    6    23.6    282
2252    13721    158.9    -58.05    6    23.6    281
2254    13732    158.7    -58.15    6    23.6    281
2256    13742    158.4    -58.25    6    23.6    281
2258    13752    158.2    -58.35    6    23.6    281
2260    13762    157.9    -58.35    6    23.7    281
2262    13773    157.6    -58.35    5    23.7    281
2264    13784    157.3    -58.35    5    23.7    281
2266    13795    157.1    -58.25    5    23.7    281
2268    13806    156.8    -58.15    5    23.7    282
2270    13814    156.6    -58.15    5    23.8    282
2272    13822    156.4    -58.15    5    23.8    282
2274    13832    156.2    -58.25    5    23.8    282
2276    13841    155.9    -58.25    5    23.8    283
2278    13850    155.7    -58.25    5    23.8    283
2280    13858    155.5    -58.25    5    23.8    284
2282    13868    155.3    -58.35    5    23.8    284
2284    13879    155    -58.45    5    23.8    284
2286    13890    154.7    -58.45    5    23.9    285
2288    13898    154.5    -58.35    5    23.9    285
2290    13907    154.3    -58.35    5    23.9    285
2292    13917    154    -58.35    4    24    286
2294    13928    153.8    -58.45    4    24    286
2296    13936    153.6    -58.45    4    24    286
2298    13943    153.4    -58.45    4    24    286
2300    13952    153.2    -58.55    4    24    286
2302    13962    153    -58.55    4    24    287
2304    13970    152.8    -58.55    4    23.9    287
2306    13978    152.6    -58.65    4    23.9    287
2308    13988    152.3    -58.65    4    23.8    287
2310    13997    152.1    -58.65    4    23.7    287
2312    14008    151.9    -58.75    4    23.6    287
2314    14018    151.6    -58.75    4    23.5    287
2316    14029    151.3    -58.75    4    23.5    287
2318    14039    151.1    -58.65    4    23.4    287
2320    14048    150.9    -58.55    4    23.4    287
2322    14056    150.7    -58.55    4    23.3    287
2324    14065    150.5    -58.55    4    23.3    287
2326    14074    150.3    -58.65    4    23.2    287
2328    14082    150.1    -58.65    4    23.2    287
2330    14090    149.9    -58.65    3    23.1    287
2332    14101    149.6    -58.55    3    23.1    287
2334    14109    149.4    -58.55    3    23    287
2336    14116    149.2    -58.55    3    22.9    287
2338    14124    149.1    -58.55    3    22.8    286
2340    14134    148.8    -58.55    3    22.7    286
2342    14144    148.6    -58.55    3    22.6    286
2344    14153    148.4    -58.55    3    22.5    286
2346    14162    148.2    -58.45    3    22.3    285
2348    14174    147.9    -58.45    3    22.2    285
2350    14185    147.6    -58.45    3    22.1    284
2352    14196    147.4    -58.45    3    22    284
2354    14208    147.1    -58.45    3    21.9    283
2356    14218    146.8    -58.45    3    21.8    282
2358    14229    146.6    -58.45    3    21.8    282
2360    14243    146.3    -58.45    3    21.7    281
2362    14258    145.9    -58.35    2    21.8    281
2364    14271    145.6    -58.45    2    21.8    281
2366    14281    145.4    -58.45    2    21.8    281
2368    14291    145.1    -58.45    2    21.9    280
2370    14302    144.9    -58.45    3    22    281
2372    14312    144.7    -58.45    3    22.1    281
2374    14320    144.5    -58.45    3    22.2    281
2376    14328    144.3    -58.55    3    22.3    281
2378    14337    144.1    -58.55    3    22.4    282
2380    14343    144    -58.55    3    22.5    282
2382    14353    143.7    -58.55    3    22.5    282
2384    14364    143.5    -58.45    3    22.6    282
2386    14374    143.2    -58.35    2    22.6    283
2388    14383    143    -58.15    2    22.6    283
2390    14391    142.9    -58.05    2    22.5    283
2392    14401    142.6    -58.05    2    22.5    283
2394    14411    142.4    -58.05    2    22.5    283
2396    14420    142.2    -57.95    2    22.4    283
2398    14429    142    -57.85    2    22.3    283
2400    14438    141.8    -57.75    2    22.3    283
2402    14448    141.6    -57.85    2    22.2    283
2404    14454    141.4    -57.85    2    22.2    283
2406    14461    141.3    -57.75    2    22.2    283
2408    14469    141.1    -57.75    2    22.1    283
2410    14480    140.9    -57.75    2    22.1    283
2412    14489    140.6    -57.75    2    22.1    282
2414    14500    140.4    -57.65    2    22.1    282
2416    14509    140.2    -57.55    2    22.1    282
2418    14518    140    -57.55    2    22.1    281
2420    14528    139.8    -57.55    2    22.2    281
2422    14536    139.6    -57.55    2    22.2    281
2424    14544    139.4    -57.65    2    22.3    280
2426    14553    139.2    -57.65    2    22.3    280
2428    14563    139    -57.65    2    22.4    280
2430    14573    138.8    -57.75    2    22.5    279
2432    14582    138.6    -57.75    2    22.6    279
2434    14591    138.4    -57.75    2    22.6    279
2436    14599    138.2    -57.85    2    22.7    279
2438    14607    138.1    -57.85    2    22.8    279
2440    14616    137.9    -57.85    2    22.9    279
2442    14625    137.7    -57.95    2    22.9    279
2444    14635    137.4    -57.95    2    23    279
2446    14645    137.2    -58.05    2    23.1    279
2448    14652    137.1    -58.05    2    23.1    279
2450    14659    136.9    -58.15    2    23.2    279
2452    14667    136.7    -58.15    2    23.3    279
2454    14676    136.6    -58.15    2    23.4    280
2456    14684    136.4    -58.25    2    23.4    280
2458    14693    136.2    -58.25    2    23.5    281
2460    14703    136    -58.25    2    23.6    281
2462    14712    135.8    -58.35    2    23.7    281
2464    14722    135.5    -58.35    2    23.7    282
2466    14733    135.3    -58.35    2    23.8    282
2468    14743    135.1    -58.35    2    23.8    282
2470    14753    134.9    -58.35    2    23.9    283
2472    14764    134.7    -58.35    2    23.9    283
2474    14774    134.4    -58.25    2    24    283
2476    14785    134.2    -58.15    2    24    283
2478    14794    134    -58.15    2    24    283
2480    14803    133.8    -58.15    2    24    283
2482    14811    133.6    -58.15    2    24.1    282
2484    14819    133.5    -58.15    2    24    282
2486    14828    133.3    -58.25    2    24    282
2488    14839    133.1    -58.25    2    24    281
2490    14849    132.8    -58.25    2    23.9    280
2492    14859    132.6    -58.15    2    23.8    279
2494    14872    132.4    -58.25    2    23.7    279
2496    14883    132.1    -58.25    2    23.6    278
2498    14893    131.9    -58.05    2    23.5    277
2500    14906    131.7    -58.05    2    23.3    276
2502    14919    131.4    -58.05    2    23.2    276
2504    14929    131.2    -58.05    2    23    275
2506    14939    131    -58.05    2    22.8    275
2508    14947    130.8    -58.15    2    22.7    274
2510    14958    130.6    -58.15    2    22.5    274
2512    14968    130.4    -58.15    2    22.4    274
2514    14977    130.2    -58.25    2    22.3    274
2516    14986    130    -58.25    2    22.3    274
2518    14994    129.8    -58.35    2    22.3    274
2520    15002    129.7    -58.35    2    22.3    274
2522    15011    129.5    -58.35    2    22.4    274
2524    15019    129.3    -58.45    2    22.5    274
2526    15028    129.1    -58.45    2    22.6    274
2528    15036    129    -58.45    2    22.8    274
2530    15043    128.8    -58.25    2    23    274
2532    15052    128.6    -58.25    2    23.2    274
2534    15061    128.5    -58.25    2    23.5    274
2536    15069    128.3    -58.35    2    23.7    274
2538    15079    128.1    -58.35    2    23.9    274
2540    15091    127.8    -58.35    2    24.2    274
2542    15102    127.6    -58.35    2    24.4    273
2544    15112    127.4    -58.35    2    24.5    273
2546    15124    127.2    -58.35    2    24.7    273
2548    15134    127    -58.25    2    24.8    272
2550    15143    126.8    -58.25    2    24.9    272
2552    15153    126.6    -58.25    2    25    271
2554    15162    126.4    -58.25    2    25    271
2556    15172    126.2    -58.25    2    25    271
2558    15181    126    -58.35    2    25    270
2560    15189    125.9    -58.45    2    24.9    270
2562    15196    125.7    -58.45    2    24.9    269
2564    15205    125.5    -58.55    2    24.8    269
2566    15214    125.4    -58.65    2    24.8    269
2568    15223    125.2    -58.65    2    24.7    268
2570    15231    125    -58.75    2    24.7    268
2572    15240    124.8    -58.65    2    24.7    268
2574    15249    124.7    -58.55    2    24.7    268
2576    15256    124.5    -58.55    2    24.7    268
2578    15264    124.4    -58.55    2    24.7    268
2580    15274    124.2    -58.55    2    24.8    268
2582    15283    124    -58.65    2    24.9    268
2584    15292    123.8    -58.65    2    25    268
2586    15303    123.6    -58.65    2    25.2    268
2588    15314    123.4    -58.65    2    25.3    269
2590    15323    123.2    -58.55    2    25.5    269
2592    15330    123.1    -58.55    2    25.7    269
2594    15339    122.9    -58.55    2    25.8    269
2596    15349    122.7    -58.65    2    26    270
2598    15359    122.5    -58.65    2    26.1    270
2600    15370    122.3    -58.65    2    26.2    270
2602    15379    122.1    -58.55    2    26.3    270
2604    15386    122    -58.45    2    26.4    270
2606    15392    121.8    -58.25    2    26.5    270
2608    15399    121.7    -58.15    2    26.5    270
2610    15408    121.5    -58.15    2    26.5    271
2612    15418    121.3    -58.25    2    26.5    271
2614    15427    121.2    -58.25    2    26.6    271
2616    15436    121    -58.35    2    26.6    271
2618    15445    120.8    -58.45    2    26.7    271
2620    15454    120.6    -58.45    2    26.7    271
2622    15461    120.5    -58.55    2    26.8    271
2624    15468    120.4    -58.65    2    27    271
2626    15475    120.3    -58.65    2    27.1    271
2628    15484    120.1    -58.75    2    27.3    271
2630    15495    119.9    -58.85    2    27.5    271
2632    15504    119.7    -58.85    2    27.6    271
2634    15515    119.5    -59.05    2    27.8    270
2636    15526    119.3    -59.15    2    28    270
2638    15536    119.1    -59.25    2    28.1    270
2640    15546    118.9    -59.25    2    28.3    270
2642    15554    118.7    -59.35    2    28.3    270
2644    15562    118.6    -59.35    2    28.4    270
2646    15570    118.4    -59.45    2    28.3    270
2648    15578    118.3    -59.55    2    28.3    271
2650    15586    118.1    -59.55    2    28.2    271
2652    15595    118    -59.65    2    28.1    271
2654    15602    117.8    -59.65    2    27.9    272
2656    15608    117.7    -59.75    2    27.8    272
2658    15615    117.6    -59.75    2    27.6    272
2660    15624    117.4    -59.85    2    27.4    273
2662    15633    117.3    -59.85    2    27.3    273
2664    15641    117.1    -59.95    2    27.1    274
2666    15648    117    -59.95    2    27    274
2668    15654    116.9    -60.05    2    26.9    274
2670    15661    116.7    -60.05    2    26.7    275
2672    15672    116.5    -60.05    2    26.6    275
2674    15683    116.3    -59.95    2    26.4    275
2676    15692    116.2    -59.85    2    26.3    276
2678    15701    116    -59.85    2    26.1    276
2680    15710    115.8    -59.75    2    25.8    277
2682    15717    115.7    -59.75    2    25.6    277
2684    15725    115.5    -59.65    2    25.3    277
2686    15732    115.4    -59.65    2    25    278
2688    15741    115.3    -59.65    2    24.8    278
2690    15749    115.1    -59.65    2    24.5    279
2692    15759    114.9    -59.75    2    24.2    279
2694    15770    114.7    -59.75    2    24    280
2696    15777    114.6    -59.75    2    23.7    280
2698    15783    114.5    -59.85    2    23.5    281
2700    15790    114.3    -59.85    2    23.3    281
2702    15798    114.2    -59.95    2    23.1    281
2704    15808    114    -59.95    2    23    281
2706    15815    113.9    -59.95    2    22.8    281
2708    15823    113.7    -59.85    2    22.7    281
2710    15833    113.6    -59.75    2    22.6    281
2712    15841    113.4    -59.55    2    22.4    280
2714    15850    113.3    -59.35    2    22.3    280
2716    15860    113.1    -59.05    1    22.2    280
2718    15869    112.9    -59.05    1    22.1    279
2720    15879    112.7    -58.95    2    22    279
2722    15889    112.6    -58.95    2    21.9    279
2724    15896    112.4    -58.85    2    21.7    279
2726    15904    112.3    -58.85    2    21.6    278
2728    15912    112.1    -58.95    2    21.5    278
2730    15922    112    -58.95    2    21.3    278
2732    15929    111.8    -59.05    2    21.2    278
2734    15937    111.7    -59.05    2    21    278
2736    15947    111.5    -59.15    1    20.8    278
2738    15957    111.3    -59.25    1    20.7    278
2740    15967    111.2    -59.25    1    20.5    278
2742    15974    111    -59.25    1    20.4    278
2744    15982    110.9    -59.35    1    20.3    277
2746    15991    110.7    -59.35    1    20.2    277
2748    15999    110.6    -59.35    1    20.2    277
2750    16006    110.5    -59.35    1    20.2    277
2752    16016    110.3    -59.35    1    20.2    277
2754    16027    110.1    -59.35    1    20.3    277
2756    16036    109.9    -59.35    1    20.4    276
2758    16046    109.8    -59.35    1    20.6    276
2760    16055    109.6    -59.45    1    20.7    276
2762    16063    109.5    -59.45    1    20.9    276
2764    16072    109.3    -59.55    1    21.1    276
2766    16079    109.2    -59.55    1    21.3    276
2768    16087    109    -59.55    1    21.6    276
2770    16097    108.9    -59.55    1    21.8    276
2772    16108    108.7    -59.55    1    22.1    276
2774    16117    108.5    -59.45    1    22.3    277
2776    16125    108.4    -59.35    1    22.6    277
2778    16133    108.2    -59.35    1    22.9    277
2780    16142    108.1    -59.35    1    23.1    278
2782    16152    107.9    -59.35    1    23.3    279
2784    16163    107.7    -59.15    1    23.5    279
2786    16172    107.6    -58.95    1    23.7    280
2788    16181    107.4    -58.75    1    23.8    281
2790    16192    107.2    -58.65    1    23.9    281
2792    16204    107    -58.65    1    23.9    282
2794    16214    106.9    -58.65    1    23.8    283
2796    16222    106.7    -58.65    1    23.7    283
2798    16231    106.6    -58.75    1    23.6    284
2800    16240    106.4    -58.75    1    23.4    284
2802    16249    106.3    -58.75    1    23.2    284
2804    16260    106.1    -58.75    1    22.9    284
2806    16272    105.9    -58.85    1    22.7    284
2808    16280    105.7    -58.85    1    22.4    284
2810    16288    105.6    -58.85    1    22.2    283
2812    16298    105.4    -58.95    1    21.9    283
2814    16307    105.3    -58.95    1    21.7    282
2816    16314    105.2    -59.05    1    21.5    282
2818    16322    105    -59.05    1    21.4    281
2820    16329    104.9    -59.05    1    21.2    280
2822    16337    104.8    -58.95    1    21.1    279
2824    16346    104.6    -58.85    1    20.9    278
2826    16357    104.5    -58.75    1    20.8    277
2828    16368    104.3    -58.65    1    20.7    277
2830    16377    104.1    -58.55    1    20.5    276
2832    16387    104    -58.45    1    20.4    275
2834    16394    103.8    -58.35    1    20.2    275
2836    16403    103.7    -58.35    1    20.1    275
2838    16413    103.5    -58.35    1    20    274
2840    16424    103.3    -58.35    1    19.9    274
2842    16433    103.2    -58.25    1    19.8    274
2844    16441    103.1    -58.25    1    19.8    275
2846    16449    102.9    -58.25    1    19.8    275
2848    16459    102.8    -58.35    1    19.8    276
2850    16468    102.6    -58.35    1    19.9    276
2852    16478    102.5    -58.35    1    19.9    277
2854    16487    102.3    -58.35    1    20    278
2856    16494    102.2    -58.35    1    20    279
2858    16503    102.1    -58.35    1    20    280
2860    16514    101.9    -58.25    1    20    281
2862    16524    101.7    -58.15    1    20    281
2864    16533    101.6    -58.05    1    19.9    282
2866    16543    101.4    -58.05    1    19.8    283
2868    16552    101.3    -58.05    1    19.6    284
2870    16561    101.1    -58.05    1    19.4    285
2872    16571    101    -58.15    1    19.1    285
2874    16579    100.8    -58.15    1    18.8    286
2876    16587    100.7    -58.25    1    18.6    287
2878    16596    100.6    -58.25    1    18.3    287
2880    16604    100.4    -58.35    1    18    288
2882    16612    100.3    -58.35    1    17.8    289
2884    16621    100.2    -58.35    1    17.5    289
2886    16628    100    -58.35    1    17.4    289
2888    16639    99.9    -58.25    1    17.2    289
2890    16649    99.7    -58.15    1    17.1    289
2892    16659    99.5    -58.05    1    17    289
2894    16669    99.4    -57.95    1    16.9    288
2896    16679    99.2    -57.95    1    16.9    287
2898    16689    99.1    -57.85    1    16.8    286
2900    16700    98.9    -57.75    1    16.8    285
2902    16712    98.7    -57.85    1    16.7    284
2904    16725    98.5    -57.85    1    16.7    283
2906    16735    98.4    -57.85    1    16.6    282
2908    16745    98.2    -57.85    1    16.5    281
2910    16757    98    -57.85    1    16.5    280
2912    16769    97.8    -57.95    1    16.4    279
2914    16781    97.6    -58.05    1    16.3    278
2916    16792    97.5    -58.05    1    16.3    278
2918    16801    97.3    -58.05    1    16.2    278
2920    16811    97.2    -58.15    1    16.2    278
2922    16821    97    -58.15    1    16.2    278
2924    16830    96.9    -58.15    1    16.2    278
2926    16839    96.8    -58.25    1    16.2    278
2928    16847    96.6    -58.25    1    16.3    278
2930    16855    96.5    -58.35    1    16.3    278
2932    16862    96.4    -58.35    1    16.3    279
2934    16871    96.3    -58.45    1    16.3    279
2936    16881    96.1    -58.55    1    16.2    279
2938    16889    96    -58.65    1    16.1    279
2940    16897    95.9    -58.65    1    16    280
2942    16907    95.7    -58.75    1    15.9    280
2944    16915    95.6    -58.85    1    15.7    280
2946    16923    95.5    -58.85    1    15.4    281
2948    16932    95.3    -58.95    1    15.2    281
2950    16940    95.2    -59.05    1    14.9    281
2952    16949    95.1    -59.05    1    14.6    282
2954    16959    94.9    -59.15    1    14.3    282
2956    16967    94.8    -59.15    1    13.9    283
2958    16975    94.7    -59.15    1    13.6    283
2960    16983    94.6    -59.15    1    13.3    283
2962    16991    94.4    -59.05    1    13.1    284
2964    16999    94.3    -58.85    1    12.8    284
2966    17006    94.2    -58.65    1    12.6    284
2968    17013    94.1    -58.55    1    12.4    284
2970    17020    94    -58.45    1    12.3    284
2972    17029    93.9    -58.35    1    12.1    284
2974    17036    93.8    -58.35    1    12    285
2976    17044    93.6    -58.25    1    11.9    285
2978    17053    93.5    -58.15    1    11.7    285
2980    17061    93.4    -58.05    1    11.6    285
2982    17068    93.3    -57.95    1    11.4    285
2984    17076    93.2    -57.95    1    11.3    284
2986    17083    93.1    -57.95    1    11.1    284
2988    17092    92.9    -57.95    1    10.9    284
2990    17101    92.8    -57.95    1    10.7    284
2992    17109    92.7    -57.85    1    10.5    284
2994    17117    92.6    -57.75    1    10.3    283
2996    17127    92.4    -57.75    1    10.1    282
2998    17135    92.3    -57.75    1    10    282
3000    17143    92.2    -57.85    1    9.9    280
3002    17153    92    -57.75    1    9.8    279
3004    17164    91.9    -57.55    1    9.8    278
3006    17174    91.7    -57.45    1    9.9    276
3008    17183    91.6    -57.45    1    10    275
3010    17193    91.5    -57.45    1    10.1    273
3012    17202    91.3    -57.45    1    10.3    272
3014    17209    91.2    -57.55    1    10.5    271
3016    17217    91.1    -57.65    1    10.8    270
3018    17226    91    -57.65    1    11    269
3020    17235    90.8    -57.75    1    11.2    268
3022    17244    90.7    -57.85    1    11.4    268
3024    17252    90.6    -57.85    1    11.6    268
3026    17260    90.5    -57.85    1    11.7    268
3028    17269    90.4    -57.95    1    11.8    268
3030    17279    90.2    -58.05    1    11.9    268
3032    17289    90.1    -58.05    1    12    268
3034    17295    90    -58.05    1    12    268
3036    17301    89.9    -58.15    1    12    269
3038    17308    89.8    -58.15    1    11.9    269
3040    17316    89.7    -58.05    1    11.9    269
3042    17326    89.5    -58.05    1    11.8    270
3044    17336    89.4    -58.05    1    11.7    270
3046    17343    89.3    -58.05    1    11.7    270
3048    17349    89.2    -58.05    1    11.6    270
3050    17355    89.1    -58.05    1    11.5    271
3052    17360    89.1    -57.95    1    11.5    271
3054    17366    89    -57.95    1    11.5    271
3056    17373    88.9    -57.95    1    11.4    272
3058    17381    88.8    -57.85    1    11.4    272
3060    17390    88.6    -57.75    1    11.4    273
3062    17398    88.5    -57.65    1    11.4    273
3064    17403    88.5    -57.45    1    11.4    274
3066    17409    88.4    -57.45    1    11.3    274
3068    17417    88.3    -57.25    1    11.3    275
3070    17426    88.1    -57.15    1    11.2    276
3072    17433    88    -57.05    1    11.2    276
3074    17440    87.9    -57.05    1    11.1    277
3076    17449    87.8    -57.05    1    11    278
3078    17456    87.7    -57.05    1    10.8    279
3080    17462    87.6    -56.85    1    10.7    279
3082    17470    87.5    -56.85    1    10.5    280
3084    17479    87.4    -56.75    1    10.4    281
3086    17488    87.3    -56.75    1    10.2    282
3088    17500    87.1    -56.55    1    9.9    283
