EDT LEVEL OUTPUT
Time  Height     P     T     U    WS  WD 
3090    17508    87    -56.45    1    9.7    284
3092    17515    86.9    -56.35    1    9.4    285
3094    17522    86.8    -56.25    1    9.2    286
3096    17529    86.7    -56.15    1    8.9    287
3098    17536    86.6    -56.15    1    8.5    288
3100    17547    86.5    -56.15    1    8.2    288
3102    17558    86.3    -56.05    1    7.8    289
3104    17569    86.2    -55.85    1    7.4    289
3106    17578    86    -55.85    1    7    288
3108    17590    85.9    -55.85    1    6.6    287
3110    17602    85.7    -55.85    1    6.2    285
3112    17612    85.6    -55.95    1    5.8    283
3114    17622    85.5    -55.95    1    5.5    279
3116    17632    85.3    -55.95    1    5.2    275
3118    17639    85.2    -55.95    1    5.1    271
3120    17647    85.1    -55.95    1    4.9    267
3122    17655    85    -56.05    1    4.9    263
3124    17665    84.9    -55.95    1    4.9    259
3126    17673    84.8    -55.95    1    5    256
3128    17680    84.7    -55.95    1    5    254
3130    17686    84.6    -55.85    1    5.1    252
3132    17693    84.5    -55.85    1    5.2    251
3134    17701    84.4    -55.85    1    5.2    250
3136    17710    84.3    -55.85    1    5.3    249
3138    17719    84.2    -55.85    1    5.3    248
3140    17728    84    -55.95    1    5.3    248
3142    17737    83.9    -55.95    1    5.4    247
3144    17747    83.8    -56.05    1    5.4    246
3146    17757    83.7    -56.05    1    5.4    245
3148    17766    83.5    -56.15    1    5.4    243
3150    17772    83.5    -56.25    1    5.5    242
3152    17780    83.4    -56.25    1    5.5    240
3154    17788    83.3    -56.35    1    5.6    239
3156    17794    83.2    -56.35    1    5.6    238
3158    17802    83.1    -56.45    1    5.7    237
3160    17810    83    -56.45    1    5.8    236
3162    17819    82.8    -56.55    1    5.8    235
3164    17826    82.7    -56.55    1    5.9    235
3166    17834    82.6    -56.55    1    5.9    235
3168    17843    82.5    -56.55    1    6    235
3170    17853    82.4    -56.55    1    6.1    236
3172    17863    82.3    -56.55    1    6.1    236
3174    17873    82.1    -56.55    1    6.2    237
3176    17881    82    -56.55    1    6.3    237
3178    17889    81.9    -56.65    1    6.4    238
3180    17899    81.8    -56.65    1    6.5    238
3182    17909    81.7    -56.75    1    6.6    238
3184    17918    81.6    -56.75    1    6.8    238
3186    17927    81.4    -56.85    1    6.9    238
3188    17937    81.3    -56.85    1    7    238
3190    17947    81.2    -56.95    1    7.1    238
3192    17953    81.1    -57.05    1    7.3    238
3194    17960    81    -57.05    1    7.4    238
3196    17969    80.9    -57.15    1    7.5    238
3198    17978    80.8    -57.25    1    7.6    238
3200    17987    80.7    -57.25    1    7.7    238
3202    17999    80.5    -57.35    1    7.8    238
3204    18010    80.4    -57.35    1    7.9    239
3206    18019    80.3    -57.45    1    8    239
3208    18029    80.1    -57.55    1    8.1    240
3210    18039    80    -57.65    1    8.2    240
3212    18048    79.9    -57.65    1    8.3    241
3214    18056    79.8    -57.75    1    8.5    242
3216    18065    79.7    -57.75    1    8.6    243
3218    18074    79.6    -57.95    1    8.8    244
3220    18087    79.4    -58.05    1    8.9    246
3222    18097    79.3    -58.05    1    9.1    247
3224    18105    79.2    -58.15    1    9.3    248
3226    18115    79.1    -58.25    1    9.5    249
3228    18125    78.9    -58.25    1    9.7    249
3230    18136    78.8    -58.35    1    10    250
3232    18147    78.7    -58.45    1    10.2    251
3234    18155    78.5    -58.55    1    10.4    251
3236    18163    78.5    -58.55    1    10.6    252
3238    18171    78.4    -58.65    1    10.9    252
3240    18180    78.2    -58.65    1    11.1    253
3242    18189    78.1    -58.65    1    11.3    253
3244    18199    78    -58.75    1    11.6    254
3246    18209    77.9    -58.75    1    11.8    254
3248    18219    77.7    -58.85    1    12    255
3250    18229    77.6    -58.85    1    12.3    255
3252    18238    77.5    -58.95    1    12.5    256
3254    18247    77.4    -59.05    1    12.8    257
3256    18258    77.3    -59.15    1    13    257
3258    18265    77.2    -59.05    1    13.2    258
3260    18272    77.1    -59.05    1    13.4    259
3262    18282    77    -59.05    1    13.5    260
3264    18292    76.8    -59.05    1    13.7    260
3266    18302    76.7    -59.05    1    13.7    261
3268    18313    76.6    -59.15    1    13.8    262
3270    18325    76.4    -59.15    1    13.7    263
3272    18335    76.3    -59.25    1    13.7    264
3274    18342    76.2    -59.25    1    13.6    265
3276    18350    76.1    -59.25    1    13.4    266
3278    18361    76    -59.35    1    13.2    267
3280    18372    75.9    -59.35    1    13    268
3282    18382    75.8    -59.35    1    12.8    269
3284    18389    75.7    -59.45    1    12.5    270
3286    18399    75.6    -59.45    1    12.2    270
3288    18411    75.4    -59.45    1    12    270
3290    18422    75.3    -59.45    1    11.7    271
3292    18434    75.1    -59.35    1    11.4    271
3294    18444    75    -59.35    1    11.1    270
3296    18454    74.9    -59.25    1    10.7    270
3298    18465    74.8    -59.15    1    10.4    269
3300    18477    74.6    -59.15    1    10    269
3302    18488    74.5    -59.05    1    9.7    268
3304    18498    74.4    -59.05    1    9.3    267
3306    18507    74.3    -58.95    1    9    267
3308    18517    74.1    -58.95    1    8.6    266
3310    18525    74    -58.95    1    8.2    266
3312    18533    74    -58.95    1    7.9    265
3314    18543    73.8    -58.95    1    7.6    265
3316    18554    73.7    -59.05    1    7.3    265
3318    18565    73.6    -58.95    1    7    266
3320    18574    73.5    -58.95    1    6.8    267
3322    18584    73.4    -58.95    1    6.7    268
3324    18594    73.2    -58.95    1    6.6    269
3326    18602    73.1    -58.95    1    6.5    270
3328    18609    73.1    -58.95    1    6.5    272
3330    18617    73    -58.95    1    6.6    274
3332    18629    72.8    -59.05    1    6.7    275
3334    18641    72.7    -59.15    1    6.8    277
3336    18652    72.6    -59.15    1    7    279
3338    18662    72.4    -59.15    1    7.2    280
3340    18671    72.3    -59.15    1    7.5    281
3342    18681    72.2    -59.05    1    7.8    282
3344    18692    72.1    -59.15    1    8    283
3346    18702    72    -59.05    1    8.3    283
3348    18714    71.8    -58.85    1    8.6    283
3350    18724    71.7    -58.65    1    8.9    284
3352    18730    71.7    -58.65    1    9.1    284
3354    18738    71.6    -58.65    1    9.4    284
3356    18749    71.4    -58.65    1    9.6    283
3358    18757    71.4    -58.65    1    9.7    283
3360    18762    71.3    -58.65    1    9.9    283
3362    18768    71.2    -58.55    1    10    283
3364    18777    71.1    -58.55    1    10.1    283
3366    18785    71    -58.35    1    10.2    284
3368    18792    71    -58.25    1    10.2    284
3370    18802    70.8    -58.25    1    10.2    284
3372    18811    70.7    -58.25    1    10.2    285
3374    18819    70.7    -58.15    1    10.3    285
3376    18826    70.6    -57.95    1    10.3    286
3378    18833    70.5    -57.75    1    10.4    286
3380    18841    70.4    -57.75    1    10.4    287
3382    18850    70.3    -57.65    1    10.5    287
3384    18857    70.2    -57.55    1    10.6    288
3386    18865    70.1    -57.45    1    10.7    288
3388    18873    70.1    -57.35    1    10.9    289
3390    18881    70    -57.35    1    11    290
3392    18890    69.9    -57.25    1    11.1    290
3394    18898    69.8    -57.15    1    11.2    291
3396    18908    69.7    -57.05    1    11.3    292
3398    18917    69.6    -56.95    1    11.3    292
3400    18924    69.5    -56.85    1    11.3    293
3402    18931    69.4    -56.85    1    11.3    293
3404    18941    69.3    -56.85    1    11.2    294
3406    18954    69.2    -56.85    1    11.1    295
3408    18961    69.1    -56.95    1    11    295
3410    18968    69    -56.95    1    10.9    296
3412    18977    68.9    -56.85    1    10.7    297
3414    18985    68.8    -56.85    1    10.5    297
3416    18991    68.8    -56.85    1    10.3    298
3418    19000    68.7    -56.85    1    10.1    298
3420    19010    68.6    -56.85    1    9.9    299
3422    19021    68.4    -56.95    1    9.8    300
3424    19030    68.3    -56.85    1    9.6    300
3426    19038    68.3    -56.75    1    9.4    301
3428    19045    68.2    -56.45    1    9.2    302
3430    19052    68.1    -56.35    1    9    303
3432    19061    68    -56.25    1    8.8    304
3434    19072    67.9    -56.15    1    8.5    305
3436    19083    67.8    -55.85    1    8.3    306
3438    19093    67.7    -55.65    1    8    308
3440    19100    67.6    -55.65    1    7.7    309
3442    19111    67.5    -55.75    1    7.4    310
3444    19124    67.3    -55.65    1    7.1    312
3446    19131    67.3    -55.65    1    6.7    313
3448    19138    67.2    -55.65    1    6.4    315
3450    19147    67.1    -55.75    1    6    317
3452    19155    67    -55.75    1    5.6    318
3454    19162    66.9    -55.75    1    5.2    320
3456    19171    66.8    -55.75    1    4.8    322
3458    19182    66.7    -55.85    1    4.4    324
3460    19191    66.6    -55.85    1    4    326
3462    19201    66.5    -55.65    1    3.6    329
3464    19215    66.4    -55.25    1    3.3    332
3466    19228    66.2    -54.95    1    2.9    336
3468    19239    66.1    -54.85    1    2.6    341
3470    19253    66    -54.95    1    2.3    348
3472    19267    65.8    -54.95    1    2.1    355
3474    19281    65.7    -54.95    1    2    3
3476    19291    65.6    -54.95    1    2    10
3478    19298    65.5    -54.95    1    2    17
3480    19307    65.4    -55.05    1    2    23
3482    19318    65.3    -55.15    1    2.1    28
3484    19329    65.2    -55.15    1    2.2    31
3486    19343    65.1    -55.25    1    2.2    34
3488    19358    64.9    -55.35    1    2.3    36
3490    19368    64.8    -55.45    1    2.3    37
3492    19377    64.7    -55.55    1    2.2    39
3494    19387    64.6    -55.65    1    2.2    40
3496    19397    64.5    -55.75    1    2.1    42
3498    19408    64.4    -55.85    1    2    45
3500    19417    64.3    -55.85    1    1.9    48
3502    19427    64.2    -55.95    1    1.7    53
3504    19437    64.1    -56.15    1    1.6    59
3506    19448    64    -56.25    1    1.4    67
3508    19459    63.9    -56.25    1    1.3    77
3510    19469    63.8    -56.35    1    1.2    89
3512    19478    63.7    -56.45    1    1.2    103
3514    19485    63.6    -56.55    1    1.2    118
3516    19494    63.5    -56.65    1    1.3    131
3518    19504    63.4    -56.75    1    1.5    143
3520    19515    63.3    -56.65    1    1.7    153
3522    19525    63.2    -56.65    1    1.9    161
3524    19533    63.1    -56.65    1    2.1    168
3526    19544    63    -56.75    1    2.4    174
3528    19555    62.9    -56.85    1    2.6    179
3530    19563    62.8    -56.85    1    2.8    183
3532    19572    62.8    -56.95    1    3.1    187
3534    19581    62.7    -56.95    1    3.3    190
3536    19589    62.6    -57.05    1    3.5    192
3538    19598    62.5    -57.05    1    3.7    194
3540    19606    62.4    -57.15    1    3.8    196
3542    19612    62.4    -57.15    1    3.9    198
3544    19622    62.3    -57.15    1    4    199
3546    19630    62.2    -57.05    1    4.1    199
3548    19639    62.1    -56.95    1    4.1    200
3550    19651    62    -56.85    1    4.1    200
3552    19659    61.9    -56.85    1    4.1    200
3554    19664    61.8    -56.85    1    4.1    200
3556    19673    61.8    -56.85    1    4    200
3558    19684    61.7    -56.85    1    3.9    199
3560    19694    61.6    -56.85    1    3.7    199
3562    19706    61.4    -56.95    1    3.6    199
3564    19715    61.4    -57.05    1    3.4    198
3566    19723    61.3    -57.05    1    3.3    197
3568    19732    61.2    -57.15    1    3.1    196
3570    19744    61.1    -57.05    1    3    195
3572    19753    61    -56.85    1    2.9    194
3574    19761    60.9    -56.45    1    2.8    192
3576    19774    60.8    -56.25    1    2.7    190
3578    19787    60.7    -56.25    1    2.7    188
3580    19795    60.6    -56.25    1    2.7    186
3582    19801    60.5    -56.35    1    2.7    184
3584    19811    60.4    -56.45    1    2.8    182
3586    19821    60.3    -56.55    1    2.8    181
3588    19831    60.2    -56.55    1    3    180
3590    19840    60.2    -56.65    1    3.1    179
3592    19850    60.1    -56.75    1    3.2    179
3594    19861    60    -56.65    1    3.4    179
3596    19869    59.9    -56.35    1    3.5    179
3598    19877    59.8    -56.05    1    3.6    180
3600    19886    59.7    -55.95    1    3.7    180
3602    19899    59.6    -55.85    1    3.8    181
3604    19913    59.5    -55.85    1    3.9    182
3606    19924    59.4    -55.95    1    3.9    183
3608    19932    59.3    -55.95    1    4    184
3610    19938    59.2    -56.05    1    4    185
3612    19947    59.2    -56.05    1    4.1    185
3614    19955    59.1    -56.15    1    4.1    186
3616    19962    59    -56.25    1    4.2    187
3618    19971    58.9    -56.25    1    4.2    189
3620    19984    58.8    -56.35    1    4.3    190
3622    19998    58.7    -56.45    1    4.3    191
3624    20007    58.6    -56.55    1    4.4    192
3626    20014    58.5    -56.55    1    4.5    193
3628    20020    58.5    -56.65    1    4.6    195
3630    20028    58.4    -56.65    1    4.6    196
3632    20039    58.3    -56.75    1    4.7    197
3634    20049    58.2    -56.85    1    4.8    198
3636    20057    58.1    -56.95    1    4.8    199
3638    20066    58.1    -57.05    1    4.9    201
3640    20075    58    -57.05    1    4.9    202
3642    20086    57.9    -57.15    1    5    202
3644    20096    57.8    -57.25    1    5    203
3646    20106    57.7    -57.35    1    5    204
3648    20116    57.6    -57.35    1    5    205
3650    20126    57.5    -57.35    1    4.9    205
3652    20134    57.4    -57.35    1    4.9    205
3654    20140    57.4    -57.35    1    4.8    205
3656    20147    57.3    -57.35    1    4.8    205
3658    20160    57.2    -57.45    1    4.7    205
3660    20171    57.1    -57.45    1    4.6    204
3662    20177    57    -57.45    1    4.5    204
3664    20182    57    -57.35    1    4.4    203
3666    20190    56.9    -57.05    1    4.4    202
3668    20202    56.8    -56.55    1    4.3    200
3670    20214    56.7    -56.35    1    4.2    199
3672    20222    56.6    -56.35    1    4.1    197
3674    20228    56.6    -56.25    1    4    196
3676    20236    56.5    -56.15    1    3.9    194
3678    20243    56.5    -55.95    1    3.8    192
3680    20250    56.4    -55.85    1    3.7    191
3682    20258    56.3    -55.75    1    3.6    189
3684    20269    56.2    -55.75    1    3.5    188
3686    20280    56.1    -55.85    1    3.4    186
3688    20290    56    -55.85    1    3.3    185
3690    20300    56    -55.85    1    3.3    184
3692    20307    55.9    -55.85    1    3.2    183
3694    20313    55.8    -55.85    1    3.1    182
3696    20321    55.8    -55.85    1    3.1    181
3698    20329    55.7    -55.95    1    3.1    181
3700    20336    55.6    -56.05    1    3.1    180
3702    20342    55.6    -56.05    1    3.2    180
3704    20349    55.5    -55.95    1    3.3    180
3706    20359    55.4    -55.75    1    3.4    179
3708    20368    55.4    -55.45    1    3.5    179
3710    20374    55.3    -55.05    1    3.6    179
3712    20380    55.2    -54.85    1    3.8    179
3714    20385    55.2    -54.75    1    3.9    179
3716    20394    55.1    -54.75    1    4.1    178
3718    20405    55    -54.65    1    4.2    178
3720    20413    55    -54.65    1    4.3    178
3722    20422    54.9    -54.65    1    4.5    178
3724    20432    54.8    -54.75    1    4.6    178
3726    20437    54.8    -54.75    1    4.6    178
3728    20441    54.7    -54.85    1    4.7    179
3730    20451    54.6    -54.95    1    4.7    179
3732    20462    54.5    -54.95    1    4.8    181
3734    20471    54.5    -55.05    1    4.8    182
3736    20477    54.4    -55.15    1    4.8    184
3738    20483    54.4    -55.15    1    4.8    186
3740    20490    54.3    -55.25    1    4.8    188
3742    20499    54.2    -55.25    1    4.8    191
3744    20511    54.1    -55.35    1    4.8    193
3746    20520    54    -55.35    1    4.9    196
3748    20529    54    -55.45    1    5    199
3750    20541    53.9    -55.55    1    5.1    201
3752    20550    53.8    -55.65    1    5.3    203
3754    20558    53.7    -55.65    1    5.5    205
3756    20570    53.6    -55.75    1    5.6    206
3758    20580    53.5    -55.75    1    5.8    207
3760    20588    53.5    -55.85    1    6    208
3762    20596    53.4    -55.85    1    6.2    209
3764    20603    53.3    -55.85    1    6.3    209
3766    20611    53.3    -55.95    1    6.5    209
3768    20618    53.2    -56.05    1    6.6    209
3770    20626    53.2    -56.05    1    6.7    209
3772    20637    53.1    -56.05    1    6.7    209
3774    20648    53    -55.95    1    6.7    209
3776    20659    52.9    -55.85    1    6.7    210
3778    20667    52.8    -55.85    1    6.6    210
3780    20678    52.7    -55.75    1    6.5    211
3782    20687    52.6    -55.75    1    6.4    212
3784    20697    52.6    -55.75    1    6.2    213
3786    20707    52.5    -55.65    1    6    215
3788    20718    52.4    -55.65    1    5.8    217
3790    20724    52.3    -55.65    1    5.6    219
3792    20730    52.3    -55.55    1    5.4    221
3794    20738    52.2    -55.65    1    5.1    223
3796    20747    52.2    -55.65    1    4.9    226
3798    20757    52.1    -55.75    1    4.6    228
3800    20768    52    -55.75    1    4.4    230
3802    20778    51.9    -55.75    1    4.1    232
3804    20786    51.8    -55.75    1    3.8    234
3806    20795    51.8    -55.75    1    3.6    235
3808    20804    51.7    -55.75    1    3.3    236
3810    20812    51.6    -55.85    1    3    237
3812    20821    51.6    -55.85    1    2.7    237
3814    20831    51.5    -55.85    1    2.4    237
3816    20841    51.4    -55.85    1    2.1    236
3818    20848    51.3    -55.75    1    1.8    235
3820    20857    51.3    -55.75    1    1.6    233
3822    20868    51.2    -55.75    1    1.4    230
3824    20877    51.1    -55.75    1    1.2    227
3826    20887    51    -55.75    1    1    223
3828    20899    50.9    -55.85    1    0.9    217
3830    20909    50.8    -55.85    1    0.8    210
3832    20916    50.8    -55.75    1    0.7    202
3834    20923    50.7    -55.55    1    0.7    194
3836    20930    50.7    -55.35    1    0.7    187
3838    20940    50.6    -55.25    1    0.7    181
3840    20951    50.5    -55.15    1    0.7    177
3842    20960    50.4    -55.05    1    0.8    175
3844    20969    50.4    -55.05    1    0.8    173
3846    20979    50.3    -55.05    1    0.9    172
3848    20991    50.2    -54.95    1    1    172
3850    21001    50.1    -54.95    1    1    171
3852    21012    50    -55.05    1    1.1    170
3854    21020    50    -55.05    1    1.2    169
3856    21026    49.9    -55.15    1    1.2    168
3858    21037    49.8    -55.15    1    1.3    167
3860    21050    49.7    -55.25    1    1.4    166
3862    21058    49.7    -55.15    1    1.6    164
3864    21065    49.6    -55.15    1    1.7    163
3866    21076    49.5    -55.25    1    1.9    161
3868    21087    49.4    -55.25    1    2    160
3870    21097    49.4    -55.25    1    2.2    159
3872    21107    49.3    -55.15    1    2.4    158
3874    21115    49.2    -55.15    1    2.6    158
3876    21122    49.2    -55.15    1    2.8    157
3878    21130    49.1    -55.15    1    3    157
3880    21138    49    -55.15    1    3.2    156
3882    21147    49    -55.25    1    3.4    156
3884    21156    48.9    -55.25    1    3.6    155
3886    21166    48.8    -55.25    1    3.7    155
3888    21176    48.8    -55.35    1    3.9    155
3890    21187    48.7    -55.35    1    4    154
3892    21197    48.6    -55.45    1    4.1    154
3894    21206    48.5    -55.45    1    4.2    154
3896    21213    48.5    -55.55    1    4.3    153
3898    21222    48.4    -55.55    1    4.4    153
3900    21232    48.3    -55.65    1    4.5    152
3902    21242    48.3    -55.75    1    4.5    152
3904    21253    48.2    -55.75    1    4.6    152
3906    21264    48.1    -55.85    1    4.6    151
3908    21275    48    -55.95    1    4.7    151
3910    21285    47.9    -55.95    1    4.7    151
3912    21294    47.9    -56.05    1    4.7    151
3914    21305    47.8    -55.95    1    4.8    151
3916    21314    47.7    -55.85    1    4.8    152
3918    21323    47.7    -55.75    1    4.9    152
3920    21333    47.6    -55.85    1    4.9    153
3922    21343    47.5    -55.75    1    4.9    154
3924    21352    47.4    -55.75    1    4.9    156
3926    21360    47.4    -55.85    1    4.9    157
3928    21367    47.3    -55.85    1    4.9    159
3930    21375    47.3    -55.95    1    4.9    161
3932    21384    47.2    -55.95    1    4.9    163
3934    21396    47.1    -56.05    1    4.9    164
3936    21406    47    -56.05    1    4.8    166
3938    21414    47    -56.05    1    4.7    167
3940    21421    46.9    -56.05    1    4.6    168
3942    21430    46.9    -56.05    1    4.5    169
3944    21438    46.8    -56.05    1    4.3    170
3946    21446    46.7    -56.15    1    4.2    170
3948    21459    46.6    -56.15    1    4    170
3950    21472    46.5    -56.25    1    3.8    171
3952    21483    46.5    -56.25    1    3.6    171
3954    21490    46.4    -56.15    1    3.4    171
3956    21498    46.4    -56.05    1    3.2    171
3958    21507    46.3    -56.05    1    2.9    171
3960    21516    46.2    -56.05    1    2.7    172
3962    21526    46.1    -55.95    1    2.5    172
3964    21536    46.1    -55.95    1    2.3    173
3966    21544    46    -55.95    1    2.1    175
3968    21551    46    -55.95    1    1.9    177
3970    21558    45.9    -56.05    1    1.7    180
3972    21566    45.9    -56.05    1    1.5    184
3974    21574    45.8    -55.95    1    1.3    190
3976    21583    45.7    -55.85    1    1.1    196
3978    21594    45.7    -55.85    1    0.9    206
3980    21606    45.6    -55.85    1    0.7    217
3982    21617    45.5    -55.85    1    0.6    230
3984    21626    45.4    -55.75    1    0.6    244
3986    21633    45.4    -55.65    1    0.5    360
3988    21639    45.3    -55.65    1    0    0
3990    21647    45.3    -55.65    1    0    0
3992    21656    45.2    -55.65    1    0    0
3994    21664    45.2    -55.55    1    0    0
3996    21672    45.1    -55.65    1    0    0
3998    21680    45    -55.65    1    0    0
4000    21689    45    -55.75    1    0.7    130
4002    21699    44.9    -55.75    1    0.9    131
4004    21707    44.9    -55.75    1    1.2    133
4006    21717    44.8    -55.75    1    1.5    135
4008    21728    44.7    -55.75    1    1.7    136
4010    21738    44.6    -55.75    1    1.9    138
4012    21745    44.6    -55.65    1    2    139
4014    21753    44.5    -55.65    1    2.1    140
4016    21761    44.5    -55.55    1    2.2    141
4018    21772    44.4    -55.55    1    2.1    142
4020    21781    44.3    -55.55    1    2    143
4022    21789    44.3    -55.55    1    1.9    143
4024    21796    44.2    -55.55    1    1.7    144
4026    21806    44.2    -55.65    1    1.5    145
4028    21817    44.1    -55.65    1    1.3    145
4030    21826    44    -55.65    1    1.1    146
4032    21835    44    -55.65    1    0.9    146
4034    21844    43.9    -55.55    1    0.8    147
4036    21850    43.9    -55.45    1    0.6    149
4038    21857    43.8    -55.35    1    0.6    151
4040    21864    43.8    -55.35    1    0.5    152
4042    21871    43.7    -55.25    1    0.6    153
4044    21882    43.6    -55.25    1    0.6    153
4046    21895    43.6    -55.25    1    0.8    153
4048    21905    43.5    -55.15    1    1    152
4050    21916    43.4    -55.05    1    1.2    151
4052    21930    43.3    -54.95    1    1.4    150
4054    21940    43.2    -54.85    1    1.7    150
4056    21947    43.2    -54.85    1    2    149
4058    21954    43.1    -54.75    1    2.2    149
4060    21961    43.1    -54.75    1    2.4    148
4062    21968    43.1    -54.75    1    2.6    148
4064    21976    43    -54.65    1    2.8    149
4066    21985    42.9    -54.65    1    2.9    149
4068    21991    42.9    -54.55    1    3    150
4070    21998    42.9    -54.55    1    3    151
4072    22008    42.8    -54.55    1    3    152
4074    22018    42.7    -54.55    1    3    154
4076    22029    42.6    -54.55    1    3    155
4078    22041    42.6    -54.55    1    2.9    157
4080    22050    42.5    -54.55    1    2.8    159
4082    22058    42.5    -54.55    1    2.7    161
4084    22066    42.4    -54.55    1    2.6    163
4086    22075    42.3    -54.65    1    2.5    165
4088    22084    42.3    -54.65    1    2.4    167
4090    22093    42.2    -54.65    1    2.3    168
4092    22103    42.2    -54.55    1    2.1    169
4094    22111    42.1    -54.45    1    2    170
4096    22122    42    -54.35    1    1.9    170
4098    22134    42    -54.35    1    1.8    169
4100    22143    41.9    -54.25    1    1.7    168
4102    22152    41.8    -54.35    1    1.6    165
4104    22162    41.8    -54.35    1    1.5    162
4106    22171    41.7    -54.45    1    1.5    157
4108    22180    41.7    -54.45    1    1.4    151
4110    22190    41.6    -54.45    1    1.4    144
4112    22201    41.5    -54.55    1    1.5    137
4114    22210    41.5    -54.55    1    1.6    130
4116    22218    41.4    -54.65    1    1.8    124
4118    22229    41.3    -54.65    1    2    120
4120    22242    41.3    -54.75    1    2.3    117
4122    22250    41.2    -54.75    1    2.5    115
4124    22258    41.1    -54.75    1    2.8    113
4126    22267    41.1    -54.75    1    3.1    112
4128    22277    41    -54.65    1    3.3    112
4130    22287    41    -54.65    1    3.4    111
4132    22298    40.9    -54.65    1    3.6    111
4134    22307    40.8    -54.55    1    3.6    111
4136    22315    40.8    -54.55    1    3.6    112
4138    22323    40.7    -54.55    1    3.6    112
4140    22332    40.7    -54.55    1    3.4    112
4142    22342    40.6    -54.65    1    3.3    112
4144    22353    40.5    -54.65    1    3.1    111
4146    22361    40.5    -54.65    1    2.8    111
4148    22370    40.4    -54.65    1    2.6    109
4150    22379    40.4    -54.65    1    2.3    108
4152    22390    40.3    -54.55    1    2.1    105
4154    22402    40.2    -54.35    1    1.9    100
4156    22413    40.2    -54.25    1    1.7    95
4158    22422    40.1    -54.25    1    1.6    87
4160    22429    40.1    -54.25    1    1.5    78
4162    22437    40    -54.25    1    1.5    69
4164    22447    40    -54.15    1    1.5    59
4166    22458    39.9    -54.15    1    1.6    51
4168    22470    39.8    -54.15    1    1.8    44
4170    22483    39.7    -54.15    1    2    39
4172    22493    39.7    -54.15    1    2.1    35
4174    22502    39.6    -54.15    1    2.3    32
4176    22510    39.6    -54.15    1    2.5    29
4178    22519    39.5    -54.05    1    2.7    28
4180    22527    39.5    -54.05    1    2.8    27
4182    22538    39.4    -54.05    1    2.9    27
4184    22551    39.3    -54.05    1    3    27
4186    22562    39.2    -54.05    1    3.1    29
4188    22569    39.2    -54.05    1    3.2    31
4190    22577    39.1    -54.05    1    3.3    34
4192    22590    39.1    -54.05    1    3.4    37
4194    22599    39    -54.05    1    3.5    41
4196    22607    39    -53.95    1    3.6    46
4198    22617    38.9    -53.85    1    3.8    51
4200    22626    38.9    -53.85    1    4    55
4202    22636    38.8    -53.95    1    4.2    60
4204    22648    38.7    -53.95    1    4.5    64
4206    22658    38.7    -53.85    1    4.8    68
4208    22669    38.6    -53.75    1    5.1    71
4210    22681    38.5    -53.75    1    5.4    74
4212    22689    38.5    -53.75    1    5.6    77
4214    22694    38.4    -53.65    1    5.9    79
4216    22703    38.4    -53.65    1    6.1    82
4218    22714    38.3    -53.65    1    6.3    84
4220    22725    38.3    -53.65    1    6.4    86
4222    22735    38.2    -53.65    1    6.5    88
4224    22746    38.1    -53.65    1    6.6    90
4226    22758    38.1    -53.65    1    6.6    92
4228    22765    38    -53.75    1    6.6    94
4230    22771    38    -53.75    1    6.5    96
4232    22781    37.9    -53.75    1    6.4    97
4234    22791    37.9    -53.75    1    6.2    98
4236    22802    37.8    -53.85    1    6    100
4238    22815    37.7    -53.75    1    5.7    101
4240    22825    37.7    -53.75    1    5.4    102
4242    22832    37.6    -53.75    1    5.1    103
4244    22841    37.6    -53.75    1    4.8    104
4246    22852    37.5    -53.85    1    4.5    104
4248    22860    37.5    -53.85    1    4.1    105
4250    22867    37.4    -53.85    1    3.9    106
4252    22875    37.4    -53.75    1    3.7    107
4254    22885    37.3    -53.65    1    3.5    107
4256    22894    37.3    -53.65    1    3.4    108
4258    22902    37.2    -53.55    1    3.4    109
4260    22909    37.2    -53.35    1    3.5    110
4262    22917    37.1    -53.15    1    3.6    110
4264    22924    37.1    -53.05    1    3.8    110
4266    22935    37    -52.85    1    4    111
4268    22947    37    -52.75    1    4.3    111
4270    22957    36.9    -52.75    1    4.6    111
4272    22968    36.8    -52.75    1    4.8    111
4274    22977    36.8    -52.75    1    5.1    111
4276    22983    36.8    -52.65    1    5.4    111
4278    22991    36.7    -52.55    1    5.6    112
4280    23000    36.7    -52.45    1    5.7    112
4282    23010    36.6    -52.35    1    5.9    112
4284    23020    36.5    -52.35    1    6    112
4286    23029    36.5    -52.25    1    6    113
4288    23037    36.4    -52.25    1    6    113
4290    23045    36.4    -52.15    1    6    114
4292    23055    36.3    -52.15    1    5.9    115
4294    23065    36.3    -52.15    1    5.9    115
4296    23072    36.3    -52.15    1    5.8    116
4298    23080    36.2    -52.15    1    5.8    117
4300    23090    36.1    -52.15    1    5.7    117
4302    23101    36.1    -52.15    1    5.7    118
4304    23110    36    -52.05    1    5.7    119
4306    23117    36    -52.05    1    5.7    119
4308    23123    36    -52.05    1    5.7    120
4310    23130    35.9    -52.05    1    5.7    121
4312    23140    35.9    -52.05    1    5.8    122
4314    23151    35.8    -52.05    1    5.9    123
4316    23161    35.8    -52.05    1    6    124
4318    23168    35.7    -52.15    1    6.1    125
4320    23173    35.7    -52.15    1    6.1    126
4322    23181    35.6    -52.15    1    6.2    127
4324    23190    35.6    -52.15    1    6.3    128
4326    23199    35.5    -52.15    1    6.3    128
4328    23208    35.5    -52.15    1    6.3    129
