Elapsed time;TimeUTC;GpsHeightMSL;P;Temp;RH;Dewp;Dir;Speed;CompAz;CompRng;Lat;Lon;KeyFlags;O3Current;O3;BoxTemperature;O3Voltage;O3PumpCurrent
s;hh:mm:ss;m;hPa;�C;%;�C;�;m/s;�;m;�;�;;�A;mPa;�C;V;mA
0.00;22:57:51;491.0;956.70;1.60;95.4;0.95;206;0.90;0;0;46.813;6.943;TUdfv             ;/////////;///;//////////////;/////////;/////////////
0.70;22:57:52;495.0;955.92;1.86;100.0;1.86;213;1.09;177;30;46.813;6.943;                  ;/////////;///;//////////////;/////////;/////////////
1.70;22:57:53;499.0;955.70;2.15;99.6;2.09;216;1.26;174;41;46.813;6.943;                  ;/////////;///;//////////////;/////////;/////////////
2.70;22:57:54;503.3;955.32;2.67;98.7;2.48;216;1.38;170;43;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
3.70;22:57:55;509.0;954.61;3.26;96.5;2.76;217;1.48;163;40;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
4.70;22:57:56;515.7;953.72;3.59;94.0;2.72;217;1.56;155;36;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
5.70;22:57:57;522.3;953.01;3.80;92.1;2.64;217;1.63;146;32;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
6.70;22:57:58;528.7;952.24;4.03;90.6;2.64;217;1.69;136;30;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
7.70;22:57:59;534.8;951.54;4.20;89.4;2.62;217;1.74;128;29;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
8.70;22:58:00;540.5;950.88;4.40;88.4;2.65;218;1.78;121;29;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
9.70;22:58:01;546.3;950.23;4.61;86.9;2.62;218;1.81;116;29;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
10.70;22:58:02;552.5;949.51;4.88;84.8;2.55;218;1.83;113;29;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
11.70;22:58:03;559.2;948.69;5.08;83.3;2.49;219;1.84;113;28;46.813;6.944;T                 ;/////////;///;//////////////;/////////;/////////////
12.70;22:58:04;565.9;947.94;5.17;82.6;2.46;219;1.84;115;29;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
13.70;22:58:05;572.5;947.16;5.18;82.4;2.44;220;1.84;117;29;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
14.70;22:58:06;578.9;946.43;5.15;82.5;2.43;221;1.82;118;30;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
15.70;22:58:07;584.8;945.78;5.13;82.9;2.47;222;1.80;117;30;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
16.70;22:58:08;590.3;945.17;5.11;83.2;2.50;222;1.78;114;29;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
17.70;22:58:09;595.1;944.56;5.08;83.2;2.47;224;1.76;111;29;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
18.70;22:58:10;598.5;944.02;5.07;82.9;2.41;225;1.73;109;30;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
20.70;22:58:12;601.6;943.87;5.06;82.2;2.29;227;1.67;104;32;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
21.70;22:58:13;604.5;943.47;5.06;82.1;2.25;229;1.64;102;34;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
22.70;22:58:14;608.5;942.97;5.03;82.0;2.22;231;1.62;99;36;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
23.70;22:58:15;613.2;942.42;5.03;82.0;2.21;232;1.60;95;38;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
24.70;22:58:16;618.3;941.84;5.07;81.8;2.22;234;1.59;92;39;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
25.70;22:58:17;623.8;941.21;5.11;81.5;2.22;236;1.58;88;41;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
26.70;22:58:18;629.6;940.62;5.21;81.3;2.27;238;1.58;84;43;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
27.70;22:58:19;635.9;939.85;5.26;81.1;2.29;239;1.58;81;44;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
28.70;22:58:20;642.0;939.11;5.27;81.0;2.29;241;1.60;79;45;46.813;6.944;T                 ;/////////;///;//////////////;/////////;/////////////
29.70;22:58:21;647.4;938.49;5.27;81.1;2.29;243;1.62;78;46;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
30.70;22:58:22;652.0;937.98;5.26;81.2;2.31;244;1.64;79;47;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
31.70;22:58:23;656.2;937.56;5.26;81.3;2.33;245;1.67;81;48;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
32.70;22:58:24;661.0;936.99;5.23;81.5;2.32;247;1.71;82;49;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
33.70;22:58:25;666.4;936.31;5.18;81.6;2.30;248;1.75;84;50;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
34.70;22:58:26;671.8;935.72;5.15;81.8;2.30;249;1.80;86;52;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
35.70;22:58:27;677.1;935.12;5.14;81.9;2.32;249;1.85;88;53;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
36.70;22:58:28;682.3;934.51;5.12;82.1;2.33;250;1.91;88;54;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
37.70;22:58:29;687.5;933.92;5.11;82.4;2.37;250;1.98;88;55;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
38.70;22:58:30;692.5;933.35;5.12;82.5;2.39;250;2.05;87;56;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
39.70;22:58:31;697.8;932.76;5.12;82.4;2.37;250;2.13;85;58;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
40.70;22:58:32;703.4;932.10;5.12;82.2;2.34;250;2.22;83;60;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
41.70;22:58:33;709.4;931.43;5.09;82.1;2.30;250;2.31;82;63;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
42.70;22:58:34;716.1;930.69;5.05;82.1;2.26;250;2.40;81;66;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
43.70;22:58:35;722.8;929.88;5.04;82.1;2.24;249;2.51;81;70;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
44.70;22:58:36;729.3;929.15;5.02;82.1;2.23;249;2.62;81;73;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
45.70;22:58:37;735.2;928.46;4.96;82.3;2.21;248;2.73;81;77;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
46.70;22:58:38;740.4;927.93;4.91;82.5;2.20;248;2.85;82;80;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
47.70;22:58:39;745.7;927.36;4.86;82.8;2.19;247;2.98;83;83;46.813;6.944;                  ;/////////;///;//////////////;/////////;/////////////
48.70;22:58:40;751.5;926.60;4.82;83.0;2.18;246;3.12;83;85;46.813;6.945;                  ;/////////;///;//////////////;/////////;/////////////
49.70;22:58:41;756.9;925.99;4.78;83.3;2.20;245;3.25;83;87;46.813;6.945;                  ;/////////;///;//////////////;/////////;/////////////
50.70;22:58:42;762.2;925.44;4.74;83.7;2.22;245;3.40;83;88;46.813;6.945;                  ;/////////;///;//////////////;/////////;/////////////
51.70;22:58:43;767.6;924.82;4.69;84.1;2.24;244;3.55;82;89;46.813;6.945;                  ;/////////;///;//////////////;/////////;/////////////
52.70;22:58:44;773.2;924.19;4.64;84.4;2.24;243;3.70;81;90;46.813;6.945;                  ;/////////;///;//////////////;/////////;/////////////
53.70;22:58:45;778.9;923.53;4.59;84.4;2.19;242;3.86;79;92;46.813;6.945;                  ;/////////;///;//////////////;/////////;/////////////
54.70;22:58:46;784.4;922.90;4.58;84.2;2.15;241;4.02;77;95;46.813;6.945;                  ;/////////;///;//////////////;/////////;/////////////
55.70;22:58:47;789.5;922.31;4.57;84.2;2.13;240;4.19;76;99;46.813;6.945;                  ;/////////;///;//////////////;/////////;/////////////
56.70;22:58:48;794.2;921.78;4.55;84.3;2.14;240;4.36;74;103;46.814;6.945;                  ;/////////;///;//////////////;/////////;/////////////
57.70;22:58:49;798.8;921.30;4.56;84.6;2.20;239;4.52;74;109;46.814;6.945;T                 ;/////////;///;//////////////;/////////;/////////////
58.70;22:58:50;804.3;920.68;4.55;85.0;2.25;238;4.69;73;115;46.814;6.945;                  ;/////////;///;//////////////;/////////;/////////////
59.70;22:58:51;810.5;919.96;4.51;85.2;2.25;237;4.86;74;121;46.814;6.945;                  ;/////////;///;//////////////;/////////;/////////////
60.70;22:58:52;817.2;919.18;4.46;85.5;2.26;237;5.03;74;127;46.814;6.945;  d v             ;/////////;///;//////////////;/////////;/////////////
61.70;22:58:53;823.9;918.44;4.40;85.8;2.24;236;5.20;74;133;46.814;6.945;                  ;/////////;///;//////////////;/////////;/////////////
62.70;22:58:54;830.1;917.74;4.34;86.0;2.21;235;5.37;75;139;46.814;6.945;                  ;/////////;///;//////////////;/////////;/////////////
63.70;22:58:55;835.6;917.14;4.32;86.0;2.20;235;5.53;75;145;46.814;6.945;                  ;/////////;///;//////////////;/////////;/////////////
64.70;22:58:56;840.7;916.56;4.30;85.9;2.16;234;5.70;74;150;46.814;6.945;                  ;/////////;///;//////////////;/////////;/////////////
65.70;22:58:57;845.6;916.01;4.27;85.9;2.12;234;5.86;74;156;46.814;6.945;                  ;/////////;///;//////////////;/////////;/////////////
66.70;22:58:58;850.5;915.45;4.23;86.2;2.13;233;6.02;73;162;46.814;6.945;                  ;/////////;///;//////////////;/////////;/////////////
67.70;22:58:59;855.3;914.90;4.18;86.8;2.18;233;6.18;71;168;46.814;6.945;                  ;/////////;///;//////////////;/////////;/////////////
68.70;22:59:00;860.4;914.34;4.12;87.5;2.24;233;6.34;70;174;46.814;6.946;                  ;/////////;///;//////////////;/////////;/////////////
69.70;22:59:01;865.8;913.73;4.06;88.0;2.25;232;6.50;68;181;46.814;6.946;                  ;/////////;///;//////////////;/////////;/////////////
70.70;22:59:02;871.7;913.08;4.00;88.3;2.24;232;6.65;67;188;46.814;6.946;                  ;/////////;///;//////////////;/////////;/////////////
71.70;22:59:03;878.0;912.38;3.93;88.4;2.19;232;6.81;66;196;46.814;6.946;                  ;/////////;///;//////////////;/////////;/////////////
72.70;22:59:04;884.3;911.66;3.87;88.3;2.12;231;6.96;65;203;46.814;6.946;                  ;/////////;///;//////////////;/////////;/////////////
73.70;22:59:05;890.3;910.96;3.81;88.4;2.08;231;7.12;65;211;46.814;6.946;                  ;/////////;///;//////////////;/////////;/////////////
74.70;22:59:06;895.6;910.34;3.76;88.5;2.04;231;7.28;65;218;46.814;6.946;                  ;/////////;///;//////////////;/////////;/////////////
75.70;22:59:07;900.1;909.94;3.72;88.7;2.03;230;7.43;64;225;46.814;6.946;                  ;/////////;///;//////////////;/////////;/////////////
76.70;22:59:08;905.3;909.33;3.69;88.8;2.01;230;7.59;64;231;46.814;6.946;                  ;/////////;///;//////////////;/////////;/////////////
77.70;22:59:09;911.1;908.64;3.65;89.0;2.00;230;7.75;64;236;46.814;6.946;                  ;/////////;///;//////////////;/////////;/////////////
78.70;22:59:10;917.0;908.03;3.60;89.2;1.99;230;7.92;63;241;46.814;6.946;                  ;/////////;///;//////////////;/////////;/////////////
79.70;22:59:11;923.2;907.31;3.58;89.3;1.98;229;8.08;63;247;46.814;6.946;                  ;/////////;///;//////////////;/////////;/////////////
80.70;22:59:12;928.9;906.60;3.53;89.5;1.97;229;8.25;62;253;46.814;6.946;                  ;/////////;///;//////////////;/////////;/////////////
81.70;22:59:13;933.4;906.14;3.50;89.7;1.97;229;8.42;61;260;46.814;6.946;                  ;/////////;///;//////////////;/////////;/////////////
82.70;22:59:14;937.5;905.76;3.47;89.9;1.96;229;8.59;61;268;46.814;6.946;                  ;/////////;///;//////////////;/////////;/////////////
83.70;22:59:15;942.1;905.24;3.43;90.1;1.97;228;8.77;60;277;46.814;6.947;                  ;/////////;///;//////////////;/////////;/////////////
84.70;22:59:16;947.5;904.57;3.40;90.3;1.97;228;8.95;60;286;46.815;6.947;                  ;/////////;///;//////////////;/////////;/////////////
85.70;22:59:17;953.2;903.92;3.37;90.4;1.95;228;9.13;60;296;46.815;6.947;                  ;/////////;///;//////////////;/////////;/////////////
86.70;22:59:18;958.8;903.34;3.35;90.4;1.93;228;9.31;60;306;46.815;6.947;                  ;/////////;///;//////////////;/////////;/////////////
87.70;22:59:19;964.2;902.72;3.32;90.4;1.91;227;9.49;60;316;46.815;6.947;                  ;/////////;///;//////////////;/////////;/////////////
88.70;22:59:20;969.5;902.12;3.28;90.6;1.90;227;9.68;60;327;46.815;6.947;                  ;/////////;///;//////////////;/////////;/////////////
89.70;22:59:21;974.7;901.61;3.23;90.9;1.88;227;9.86;60;338;46.815;6.947;                  ;/////////;///;//////////////;/////////;/////////////
90.70;22:59:22;980.5;900.96;3.18;91.0;1.85;227;10.05;60;349;46.815;6.947;                  ;/////////;///;//////////////;/////////;/////////////
91.70;22:59:23;986.4;900.23;3.14;90.9;1.80;227;10.24;60;360;46.815;6.948;                  ;/////////;///;//////////////;/////////;/////////////
92.70;22:59:24;992.0;899.60;3.10;90.8;1.75;226;10.42;60;371;46.815;6.948;                  ;/////////;///;//////////////;/////////;/////////////
93.70;22:59:25;997.1;899.09;3.06;90.9;1.72;226;10.60;59;382;46.815;6.948;                  ;/////////;///;//////////////;/////////;/////////////
94.70;22:59:26;1002.3;898.54;3.02;90.9;1.68;226;10.78;59;393;46.815;6.948;                  ;/////////;///;//////////////;/////////;/////////////
95.70;22:59:27;1007.8;897.91;2.97;90.7;1.61;226;10.96;58;403;46.815;6.948;                  ;/////////;///;//////////////;/////////;/////////////
96.70;22:59:28;1013.6;897.24;2.98;90.3;1.55;226;11.13;58;413;46.815;6.948;                  ;/////////;///;//////////////;/////////;/////////////
97.70;22:59:29;1019.3;896.63;3.01;89.8;1.50;226;11.29;57;424;46.815;6.948;                  ;/////////;///;//////////////;/////////;/////////////
98.70;22:59:30;1024.5;896.06;3.00;89.6;1.45;226;11.45;56;434;46.815;6.948;                  ;/////////;///;//////////////;/////////;/////////////
99.70;22:59:31;1029.3;895.50;2.96;89.6;1.42;226;11.59;56;444;46.816;6.948;                  ;/////////;///;//////////////;/////////;/////////////
100.70;22:59:32;1033.6;895.04;2.93;89.8;1.42;226;11.74;55;455;46.816;6.948;                  ;/////////;///;//////////////;/////////;/////////////
101.70;22:59:33;1037.8;894.59;2.88;90.1;1.43;226;11.87;55;467;46.816;6.948;                  ;/////////;///;//////////////;/////////;/////////////
102.70;22:59:34;1042.3;894.11;2.85;90.5;1.46;226;11.99;54;479;46.816;6.948;                  ;/////////;///;//////////////;/////////;/////////////
103.70;22:59:35;1047.5;893.52;2.83;90.7;1.47;226;12.11;54;491;46.816;6.949;                  ;/////////;///;//////////////;/////////;/////////////
104.70;22:59:36;1053.1;892.90;2.80;90.5;1.40;226;12.22;53;504;46.816;6.949;                  ;/////////;///;//////////////;/////////;/////////////
105.70;22:59:37;1058.8;892.25;2.77;90.0;1.29;227;12.32;53;517;46.816;6.949;                  ;/////////;///;//////////////;/////////;/////////////
106.70;22:59:38;1064.2;891.66;2.76;89.3;1.18;227;12.41;53;530;46.816;6.949;                  ;/////////;///;//////////////;/////////;/////////////
107.70;22:59:39;1068.9;891.15;2.75;88.8;1.09;227;12.49;53;543;46.816;6.949;                  ;/////////;///;//////////////;/////////;/////////////
108.70;22:59:40;1073.1;890.67;2.74;88.4;1.03;227;12.57;53;557;46.816;6.949;                  ;/////////;///;//////////////;/////////;/////////////
109.70;22:59:41;1077.4;890.22;2.72;88.3;0.98;227;12.63;53;570;46.816;6.949;                  ;/////////;///;//////////////;/////////;/////////////
110.70;22:59:42;1081.9;889.74;2.71;88.1;0.94;227;12.69;53;584;46.816;6.950;                  ;/////////;///;//////////////;/////////;/////////////
111.70;22:59:43;1087.2;889.16;2.73;87.8;0.91;227;12.74;53;597;46.816;6.950;  dfv             ;/////////;///;//////////////;/////////;/////////////
112.70;22:59:44;1093.1;888.47;2.71;87.5;0.84;228;12.79;53;611;46.817;6.950;                  ;/////////;///;//////////////;/////////;/////////////
113.70;22:59:45;1099.2;887.80;2.70;87.2;0.79;228;12.83;54;625;46.817;6.950;                  ;/////////;///;//////////////;/////////;/////////////
114.70;22:59:46;1105.1;887.20;2.67;87.1;0.74;228;12.86;54;638;46.817;6.950;                  ;/////////;///;//////////////;/////////;/////////////
115.70;22:59:47;1111.0;886.55;2.61;87.1;0.68;228;12.89;54;652;46.817;6.950;                  ;/////////;///;//////////////;/////////;/////////////
116.70;22:59:48;1116.6;885.91;2.56;87.1;0.64;228;12.92;54;666;46.817;6.950;                  ;/////////;///;//////////////;/////////;/////////////
117.70;22:59:49;1121.8;885.34;2.53;86.9;0.57;228;12.95;54;680;46.817;6.951;                  ;/////////;///;//////////////;/////////;/////////////
118.70;22:59:50;1126.4;884.83;2.53;86.5;0.51;228;12.98;54;694;46.817;6.951;                  ;/////////;///;//////////////;/////////;/////////////
119.70;22:59:51;1130.9;884.35;2.53;86.3;0.48;228;13.00;53;707;46.817;6.951;                  ;/////////;///;//////////////;/////////;/////////////
120.70;22:59:52;1135.7;883.85;2.52;86.3;0.48;228;13.03;53;721;46.817;6.951;                  ;/////////;///;//////////////;/////////;/////////////
121.70;22:59:53;1141.0;883.26;2.50;86.5;0.48;228;13.06;53;734;46.817;6.951;                  ;/////////;///;//////////////;/////////;/////////////
122.70;22:59:54;1146.8;882.62;2.47;86.5;0.45;228;13.09;53;746;46.817;6.951;                  ;/////////;///;//////////////;/////////;/////////////
123.70;22:59:55;1152.5;881.97;2.45;86.2;0.39;228;13.12;53;757;46.817;6.951;                  ;/////////;///;//////////////;/////////;/////////////
124.70;22:59:56;1157.7;881.40;2.45;85.8;0.32;228;13.16;52;768;46.817;6.951;                  ;/////////;///;//////////////;/////////;/////////////
125.70;22:59:57;1162.4;880.93;2.42;85.5;0.25;228;13.20;52;779;46.818;6.951;                  ;/////////;///;//////////////;/////////;/////////////
126.70;22:59:58;1167.0;880.44;2.39;85.5;0.21;229;13.24;52;790;46.818;6.952;                  ;/////////;///;//////////////;/////////;/////////////
127.70;22:59:59;1171.7;879.90;2.35;85.8;0.22;229;13.28;52;801;46.818;6.952;                  ;/////////;///;//////////////;/////////;/////////////
128.70;23:00:00;1176.6;879.35;2.31;86.2;0.24;229;13.32;52;812;46.818;6.952;                  ;/////////;///;//////////////;/////////;/////////////
129.70;23:00:01;1181.3;878.86;2.27;86.5;0.25;229;13.37;51;824;46.818;6.952;                  ;/////////;///;//////////////;/////////;/////////////
130.70;23:00:02;1186.1;878.35;2.22;86.6;0.21;229;13.42;51;836;46.818;6.952;                  ;/////////;///;//////////////;/////////;/////////////
131.70;23:00:03;1190.9;877.80;2.18;86.5;0.17;229;13.47;51;850;46.818;6.952;                  ;/////////;///;//////////////;/////////;/////////////
132.70;23:00:04;1195.4;877.32;2.14;86.5;0.13;229;13.51;51;865;46.818;6.952;                  ;/////////;///;//////////////;/////////;/////////////
133.70;23:00:05;1199.9;876.85;2.10;86.7;0.12;230;13.56;51;880;46.818;6.952;                  ;/////////;///;//////////////;/////////;/////////////
134.70;23:00:06;1204.4;876.37;2.07;86.9;0.12;230;13.60;51;896;46.818;6.953;                  ;/////////;///;//////////////;/////////;/////////////
135.70;23:00:07;1208.9;875.86;2.03;87.1;0.11;230;13.64;51;913;46.818;6.953;                  ;/////////;///;//////////////;/////////;/////////////
136.70;23:00:08;1213.5;875.33;1.99;87.2;0.09;230;13.67;51;929;46.818;6.953;                  ;/////////;///;//////////////;/////////;/////////////
137.70;23:00:09;1217.8;874.86;1.95;87.2;0.04;230;13.69;51;944;46.819;6.953;                  ;/////////;///;//////////////;/////////;/////////////
138.70;23:00:10;1222.0;874.48;1.93;87.0;0.01;230;13.71;52;959;46.819;6.953;                  ;/////////;///;//////////////;/////////;/////////////
139.70;23:00:11;1227.2;873.90;1.91;87.0;-0.03;230;13.71;52;973;46.819;6.953;                  ;/////////;///;//////////////;/////////;/////////////
140.70;23:00:12;1233.2;873.22;1.86;86.9;-0.08;230;13.71;52;986;46.819;6.954;                  ;/////////;///;//////////////;/////////;/////////////
141.70;23:00:13;1239.5;872.54;1.82;86.4;-0.21;230;13.70;52;999;46.819;6.954;                  ;/////////;///;//////////////;/////////;/////////////
142.70;23:00:14;1245.8;871.85;1.81;85.0;-0.44;230;13.67;52;1012;46.819;6.954;                  ;/////////;///;//////////////;/////////;/////////////
143.70;23:00:15;1251.4;871.25;1.85;83.1;-0.71;230;13.63;52;1025;46.819;6.954;                  ;/////////;///;//////////////;/////////;/////////////
144.70;23:00:16;1256.4;870.74;1.88;81.8;-0.90;230;13.59;52;1038;46.819;6.954;  d v             ;/////////;///;//////////////;/////////;/////////////
145.70;23:00:17;1261.2;870.22;1.87;81.5;-0.95;229;13.53;52;1052;46.819;6.954;                  ;/////////;///;//////////////;/////////;/////////////
146.70;23:00:18;1266.0;869.71;1.84;82.0;-0.90;229;13.46;52;1067;46.819;6.954;                  ;/////////;///;//////////////;/////////;/////////////
147.70;23:00:19;1270.8;869.19;1.78;82.8;-0.84;229;13.38;52;1083;46.819;6.955;                  ;/////////;///;//////////////;/////////;/////////////
148.70;23:00:20;1275.6;868.63;1.71;83.3;-0.81;228;13.29;52;1099;46.819;6.955;                  ;/////////;///;//////////////;/////////;/////////////
149.70;23:00:21;1280.1;868.14;1.68;82.8;-0.93;228;13.19;52;1115;46.820;6.955;                  ;/////////;///;//////////////;/////////;/////////////
150.70;23:00:22;1284.2;867.72;1.67;81.1;-1.21;227;13.09;52;1132;46.820;6.955;                  ;/////////;///;//////////////;/////////;/////////////
151.70;23:00:23;1288.6;867.28;1.68;78.2;-1.70;227;12.98;52;1147;46.820;6.955;                  ;/////////;///;//////////////;/////////;/////////////
152.70;23:00:24;1293.5;866.74;1.95;74.1;-2.17;226;12.87;52;1161;46.820;6.955;                  ;/////////;///;//////////////;/////////;/////////////
153.70;23:00:25;1299.0;866.13;2.14;71.7;-2.43;226;12.75;51;1174;46.820;6.955;                  ;/////////;///;//////////////;/////////;/////////////
154.70;23:00:26;1304.8;865.50;2.15;71.4;-2.48;225;12.64;51;1186;46.820;6.956;                  ;/////////;///;//////////////;/////////;/////////////
155.70;23:00:27;1310.5;864.89;2.10;71.5;-2.50;224;12.52;51;1197;46.820;6.956;                  ;/////////;///;//////////////;/////////;/////////////
156.70;23:00:28;1315.9;864.33;2.06;71.7;-2.52;224;12.41;51;1207;46.820;6.956;                  ;/////////;///;//////////////;/////////;/////////////
157.70;23:00:29;1321.2;863.78;2.01;71.8;-2.54;223;12.30;51;1217;46.820;6.956;                  ;/////////;///;//////////////;/////////;/////////////
158.70;23:00:30;1326.7;863.17;1.96;72.0;-2.54;222;12.20;51;1227;46.820;6.956;                  ;/////////;///;//////////////;/////////;/////////////
159.70;23:00:31;1332.0;862.59;1.90;72.3;-2.56;221;12.10;51;1237;46.820;6.956;                  ;/////////;///;//////////////;/////////;/////////////
160.70;23:00:32;1337.2;862.04;1.87;72.2;-2.60;221;12.00;51;1247;46.820;6.956;                  ;/////////;///;//////////////;/////////;/////////////
161.70;23:00:33;1342.4;861.49;1.84;71.9;-2.69;220;11.91;51;1257;46.820;6.956;                  ;/////////;///;//////////////;/////////;/////////////
162.70;23:00:34;1347.9;860.91;1.83;71.5;-2.77;219;11.82;51;1268;46.820;6.956;                  ;/////////;///;//////////////;/////////;/////////////
163.70;23:00:35;1353.9;860.26;1.82;71.3;-2.82;219;11.74;50;1278;46.821;6.956;                  ;/////////;///;//////////////;/////////;/////////////
164.70;23:00:36;1360.4;859.57;1.77;71.2;-2.88;218;11.66;50;1289;46.821;6.956;                  ;/////////;///;//////////////;/////////;/////////////
165.70;23:00:37;1367.0;858.88;1.73;71.1;-2.93;217;11.58;50;1300;46.821;6.956;                  ;/////////;///;//////////////;/////////;/////////////
166.70;23:00:38;1373.7;858.16;1.70;71.2;-2.94;217;11.50;50;1311;46.821;6.957;                  ;/////////;///;//////////////;/////////;/////////////
167.70;23:00:39;1380.0;857.47;1.62;71.9;-2.90;216;11.43;50;1322;46.821;6.957;                  ;/////////;///;//////////////;/////////;/////////////
168.70;23:00:40;1385.6;856.89;1.49;72.5;-2.91;215;11.36;50;1332;46.821;6.957;                  ;/////////;///;//////////////;/////////;/////////////
169.70;23:00:41;1390.8;856.36;1.43;72.2;-3.01;215;11.29;50;1343;46.821;6.957;                  ;/////////;///;//////////////;/////////;/////////////
170.70;23:00:42;1396.0;855.78;1.43;71.6;-3.14;214;11.22;49;1355;46.821;6.957;                  ;/////////;///;//////////////;/////////;/////////////
171.70;23:00:43;1401.2;855.23;1.42;71.5;-3.17;214;11.14;49;1367;46.821;6.957;                  ;/////////;///;//////////////;/////////;/////////////
172.70;23:00:44;1406.6;854.65;1.39;71.8;-3.14;214;11.06;49;1380;46.821;6.957;                  ;/////////;///;//////////////;/////////;/////////////
173.70;23:00:45;1412.3;854.05;1.34;71.8;-3.18;213;10.98;49;1393;46.821;6.957;                  ;/////////;///;//////////////;/////////;/////////////
174.70;23:00:46;1418.3;853.44;1.33;71.2;-3.30;213;10.89;49;1406;46.822;6.957;                  ;/////////;///;//////////////;/////////;/////////////
175.70;23:00:47;1424.7;852.74;1.32;70.6;-3.43;213;10.79;49;1420;46.822;6.957;                  ;/////////;///;//////////////;/////////;/////////////
176.70;23:00:48;1431.3;852.02;1.29;70.5;-3.49;212;10.69;49;1432;46.822;6.958;                  ;/////////;///;//////////////;/////////;/////////////
177.70;23:00:49;1437.7;851.37;1.24;70.5;-3.52;212;10.58;49;1444;46.822;6.958;                  ;/////////;///;//////////////;/////////;/////////////
178.70;23:00:50;1443.7;850.74;1.19;70.6;-3.54;212;10.46;48;1454;46.822;6.958;                  ;/////////;///;//////////////;/////////;/////////////
179.70;23:00:51;1449.5;850.12;1.15;70.9;-3.53;212;10.33;48;1463;46.822;6.958;                  ;/////////;///;//////////////;/////////;/////////////
180.70;23:00:52;1454.8;849.57;1.10;71.3;-3.52;212;10.20;48;1471;46.822;6.958;                  ;/////////;///;//////////////;/////////;/////////////
181.70;23:00:53;1460.0;849.00;1.05;71.5;-3.52;212;10.06;48;1478;46.822;6.958;                  ;/////////;///;//////////////;/////////;/////////////
182.70;23:00:54;1464.8;848.50;1.00;71.6;-3.55;211;9.92;48;1485;46.822;6.958;                  ;/////////;///;//////////////;/////////;/////////////
183.70;23:00:55;1469.2;848.06;0.98;71.6;-3.56;211;9.77;48;1492;46.822;6.958;                  ;/////////;///;//////////////;/////////;/////////////
184.70;23:00:56;1473.6;847.56;0.95;71.7;-3.58;211;9.61;48;1500;46.822;6.958;                  ;/////////;///;//////////////;/////////;/////////////
185.70;23:00:57;1477.9;847.09;0.90;71.8;-3.61;211;9.46;47;1508;46.822;6.958;                  ;/////////;///;//////////////;/////////;/////////////
186.70;23:00:58;1482.6;846.64;0.87;71.5;-3.70;211;9.30;47;1518;46.823;6.958;                  ;/////////;///;//////////////;/////////;/////////////
187.70;23:00:59;1487.9;846.10;0.85;70.8;-3.84;211;9.14;47;1527;46.823;6.958;                  ;/////////;///;//////////////;/////////;/////////////
188.70;23:01:00;1494.1;845.42;0.87;69.8;-4.01;211;8.99;47;1538;46.823;6.958;                  ;/////////;///;//////////////;/////////;/////////////
