Station Position;Payerne_Start
Longitude (?);6.94368
Latitude (?);46.813018
Altitude (m);491.0

Software Version
Software; X-ASMS Brass V1.7.2
Config; SRS-C34-74, 14.08.2013

Barometric Parameter
Barometric Pressure (hPa);
Barometer Height (m);491.0

Surface Weather
Pressure (hPa);958.8
Temperature (?C);16.6
Humidity (%);88.4
Dewpoint (?C);14.7
Wind Velocity (m/s);0.2
Wind Direction (?);309
Clouds;
Ozone (nb);

Sounding;2017071200
Start Date;11.07.17
Start Time;22:50:42
Remark;

Sonde;SRS_C34
Serial Number;6001
Sonde Identifier;74
DTH;0.0

ECC Cells
Background Current Ib1 (uA);
Background Current Ib2 (uA);
Pump Performance (s/100ml);
Serial Number ECC;

IWV (mm);-9999.990

Pressure Level (hPa);1000.0
Altitude (m);133.13

Sounding Data
Rel. Time;Altitude (gpm);Wind Direction (?);Wind Velocity (m/s);Pressure (hPa);Temperature (?C);Humidity (%);Dewpoint (?C);Ozone (nbar);Ozone normalized (nbar);Pump Temperature (K);I ECC cells (uA);Level Flag;LAT (?);LON (?);Channel Temperature (?C)
0;491.02;309;0.2;958.8;16.6;88.4;14.7;;;;;1;46.81343;6.943993;18.23
1;499.42;270.71;0.31;;17.6;;;;;;;0;46.81343;6.943995;18.13
2;503.72;0.0;0.29;;17.92;;;;;;;0;46.813433;6.943997;18.03
3;508.72;0.0;0.28;;18.24;;;;;;;0;46.813437;6.944;18.13
4;514.12;337.23;0.34;;18.22;;;;;;;0;46.813438;6.944007;18.23
5;519.32;358.02;0.44;;18.21;;;;;;;0;46.81344;6.944017;18.33
6;524.12;12.74;0.54;;18.19;;;;;;;0;46.81344;6.944023;18.39
7;528.52;24.58;0.63;;18.25;;;;;;;0;46.813435;6.944027;18.45
8;533.52;35.32;0.69;;18.3;;;;;;;0;46.813428;6.944032;18.5
9;538.22;46.34;0.7;;18.3;;;;;;;0;46.813415;6.94403;18.55
10;543.12;59.5;0.65;;18.29;;;;;;;0;46.813397;6.944018;18.61
11;548.12;78.32;0.56;;18.29;;;;;;;0;46.813378;6.944002;18.59
12;553.02;108.62;0.49;;18.25;;;;;;;0;46.813365;6.94398;18.57
13;558.12;147.05;0.56;;18.2;;;;;;;0;46.813357;6.943955;18.56
14;563.62;175.0;0.82;;18.16;;;;;;;0;46.81336;6.943928;18.5
15;568.92;190.89;1.19;;18.16;;;;;;;0;46.813365;6.943907;18.44
16;574.42;200.41;1.62;;18.16;;;;;;;0;46.813382;6.943893;18.47
17;579.51;206.66;2.07;;18.22;;;;;;;0;46.813407;6.943893;18.51
18;584.11;211.04;2.51;;18.28;;;;;;;0;46.81344;6.943908;18.55
19;588.51;214.21;2.9;;18.33;;;;;;;0;46.813473;6.943933;18.57
20;593.61;216.51;3.23;;18.27;;;;;;;0;46.813508;6.943973;18.58
21;598.51;218.16;3.49;;18.21;;;;;;;0;46.813538;6.944025;18.59
22;603.61;219.27;3.68;;18.15;;;;;;;0;46.813567;6.944083;18.55
23;609.31;219.95;3.78;;18.22;;;;;;;0;46.813595;6.94414;18.51
24;614.21;220.28;3.81;;18.28;;;;;;;0;46.813622;6.944193;18.46
25;619.21;220.35;3.79;;18.35;;;;;;;0;46.813647;6.944242;18.48
26;624.01;220.26;3.72;;18.3;;;;;;;0;46.81367;6.944282;18.5
27;628.71;220.13;3.63;;18.26;;;;;;;0;46.813697;6.944317;18.48
28;633.61;220.05;3.53;;18.23;;;;;;;0;46.813725;6.944343;18.46
29;638.71;220.16;3.43;;18.2;;;;;;;0;46.813752;6.944363;18.43
30;643.61;220.54;3.35;;18.17;;;;;;;0;46.81378;6.944373;18.39
31;648.71;221.29;3.28;;18.11;;;;;;;0;46.813805;6.944377;18.36
32;653.51;222.44;3.22;;18.06;;;;;;;0;46.813827;6.944383;18.32
33;658.51;223.99;3.18;;18.0;;;;;;;0;46.813845;6.944395;18.34
34;663.81;225.92;3.16;;18.31;;;;;;;0;46.813858;6.944413;18.35
35;668.71;228.13;3.16;;18.62;;;;;;;0;46.813872;6.944443;18.49
36;673.31;230.53;3.18;;18.85;;;;;;;0;46.813887;6.944485;18.63
37;677.31;232.99;3.2;;19.09;;;;;;;0;46.813905;6.944533;18.76
38;681.61;235.39;3.24;;19.32;;;;;;;0;46.813927;6.944583;18.92
39;686.11;237.64;3.29;;19.42;;;;;;;0;46.81395;6.944628;19.07
40;690.91;239.66;3.34;;19.52;;;;;;;0;46.813972;6.94467;19.23
41;695.81;241.4;3.39;;19.62;;;;;;;0;46.813992;6.944705;19.36
42;700.4;242.84;3.45;;19.75;;;;;;;0;46.814008;6.944735;19.49
43;705.5;243.96;3.5;;19.88;;;;;;;0;46.814017;6.944768;19.63
44;710.1;244.8;3.54;;20.0;;;;;;;0;46.81402;6.944802;19.78
45;714.6;245.35;3.59;;20.0;;;;;;;0;46.81402;6.944843;19.93
46;719.1;245.67;3.63;;20.01;;;;;;;0;46.814022;6.944892;19.95
47;724.0;245.77;3.67;;19.96;;;;;;;0;46.814027;6.944947;19.96
48;729.0;245.7;3.71;;19.92;;;;;;;0;46.814037;6.945005;19.97
49;733.8;245.52;3.75;;19.87;;;;;;;0;46.814053;6.945063;19.91
50;738.4;245.27;3.79;;19.84;;;;;;;0;46.814075;6.945115;19.85
51;743.1;245.0;3.83;;19.81;;;;;;;0;46.814098;6.945163;19.79
52;747.8;244.77;3.87;;19.78;;;;;;;0;46.814118;6.945202;19.75
53;752.9;244.63;3.91;;19.74;;;;;;;0;46.814138;6.945237;19.7
54;758.3;244.6;3.96;;19.7;;;;;;;0;46.814155;6.94527;19.71
55;763.4;244.72;4.01;;19.65;;;;;;;0;46.814168;6.945303;19.71
56;768.4;245.0;4.06;;19.59;;;;;;;0;46.814177;6.945345;19.71
57;773.3;245.45;4.11;;19.54;;;;;;;0;46.814187;6.945392;19.67
58;778.2;246.05;4.17;;19.55;;;;;;;0;46.8142;6.945445;19.63
59;782.9;246.78;4.22;;19.57;;;;;;;0;46.81422;6.945502;19.58
60;787.89;247.63;4.28;;19.59;;;;;;;0;46.814245;6.94556;19.58
61;792.89;248.56;4.34;;19.56;;;;;;;0;46.814268;6.945615;19.58
62;797.99;249.55;4.39;;19.52;;;;;;;0;46.814293;6.945667;19.58
63;803.19;250.56;4.44;;19.49;;;;;;;0;46.814313;6.945715;19.54
64;808.09;251.58;4.48;;19.4;;;;;;;0;46.814327;6.94576;19.51
65;812.59;252.58;4.51;;19.31;;;;;;;0;46.814333;6.945812;19.47
66;816.69;253.55;4.54;;19.28;;;;;;;0;46.814338;6.945868;19.43
67;820.99;254.46;4.56;;19.25;;;;;;;0;46.81434;6.945932;19.39
68;825.59;255.31;4.56;;19.21;;;;;;;0;46.814345;6.946005;19.36
69;830.39;256.09;4.56;;19.18;;;;;;;0;46.814353;6.946082;19.34
70;834.99;256.8;4.55;;19.14;;;;;;;0;46.814365;6.946157;19.31
71;839.29;257.44;4.53;;19.1;;;;;;;0;46.81438;6.946228;19.23
72;843.49;258.0;4.51;;19.05;;;;;;;0;46.814395;6.946293;19.14
73;848.19;258.49;4.49;;19.01;;;;;;;0;46.814407;6.946352;19.12
74;853.09;258.91;4.46;;18.96;;;;;;;0;46.814413;6.946402;19.11
75;858.28;259.27;4.43;;18.91;;;;;;;0;46.814415;6.946448;19.09
76;863.38;259.57;4.41;;18.86;;;;;;;0;46.814415;6.946497;19.07
77;867.98;259.8;4.39;;18.85;;;;;;;0;46.814413;6.946547;19.04
78;872.18;259.97;4.38;;18.83;;;;;;;0;46.814413;6.946602;19.02
79;876.58;260.08;4.37;;18.82;;;;;;;0;46.81442;6.946658;19.0
80;881.08;260.12;4.37;;18.78;;;;;;;0;46.814428;6.946717;18.97
81;885.78;260.08;4.37;;18.74;;;;;;;0;46.814438;6.946772;18.94
82;890.68;259.96;4.38;;18.7;;;;;;;0;46.814448;6.946822;18.88
83;895.78;259.76;4.39;;18.64;;;;;;;0;46.814465;6.94687;18.83
84;900.38;259.46;4.41;;18.59;;;;;;;0;46.814477;6.946915;18.83
85;904.78;259.08;4.43;;18.59;;;;;;;0;46.814482;6.946962;18.84
86;909.48;258.61;4.45;;18.59;;;;;;;0;46.814482;6.947015;18.85
87;914.08;258.05;4.48;;18.59;;;;;;;0;46.814478;6.947077;18.81
88;918.97;257.41;4.5;;18.56;;;;;;;0;46.814473;6.947147;18.77
89;923.77;256.7;4.53;;18.53;;;;;;;0;46.814472;6.947223;18.72
90;928.47;255.93;4.56;;18.5;;;;;;;0;46.814477;6.9473;18.68
91;932.87;255.1;4.59;;18.46;;;;;;;0;46.814487;6.947373;18.63
92;936.97;254.25;4.62;;18.42;;;;;;;0;46.814502;6.94744;18.61
93;941.67;253.38;4.65;;18.4;;;;;;;0;46.814522;6.947493;18.59
94;946.47;252.5;4.68;;18.38;;;;;;;0;46.814543;6.947542;18.56
95;951.27;251.64;4.72;;18.36;;;;;;;0;46.81456;6.947582;18.55
96;955.77;250.8;4.76;;18.36;;;;;;;0;46.814575;6.947622;18.53
97;960.77;250.01;4.8;;18.35;;;;;;;0;46.814585;6.947667;18.51
98;965.87;249.26;4.85;;18.34;;;;;;;0;46.814593;6.947718;18.5
99;971.07;248.57;4.9;;18.29;;;;;;;0;46.814607;6.947778;18.48
100;976.06;247.95;4.95;;18.23;;;;;;;0;46.81462;6.947848;18.46
101;981.06;247.37;5.01;;18.17;;;;;;;0;46.814638;6.94792;18.4
102;985.76;246.85;5.06;;18.13;;;;;;;0;46.814663;6.947992;18.34
103;990.16;246.4;5.12;;18.08;;;;;;;0;46.81469;6.948058;18.31
104;994.56;246.0;5.18;;18.07;;;;;;;0;46.814715;6.948118;18.29
105;999.06;245.66;5.24;;18.06;;;;;;;0;46.814738;6.948175;18.26
106;1003.46;245.37;5.3;;18.04;;;;;;;0;46.814763;6.94823;18.24
107;1008.56;245.12;5.36;;18.0;;;;;;;0;46.814773;6.948282;18.22
108;1012.96;244.91;5.42;;17.95;;;;;;;0;46.814787;6.94834;18.2
109;1017.36;244.73;5.48;;17.9;;;;;;;0;46.814805;6.948407;18.13
110;1021.76;244.57;5.54;;17.84;;;;;;;0;46.814825;6.948478;18.06
111;1026.25;244.44;5.6;;17.78;;;;;;;0;46.814848;6.948552;18.04
112;1031.15;244.31;5.66;;17.74;;;;;;;0;46.814877;6.94862;18.02
113;1036.05;244.2;5.72;;17.69;;;;;;;0;46.814903;6.948688;18.0
114;1040.65;244.08;5.77;;17.64;;;;;;;0;46.814932;6.948752;17.96
115;1045.25;243.97;5.83;;17.61;;;;;;;0;46.814958;6.948813;17.92
116;1050.25;243.87;5.89;;17.59;;;;;;;0;46.814978;6.948878;17.89
117;1055.55;243.76;5.94;;17.56;;;;;;;0;46.814997;6.948947;17.88
118;1060.85;243.65;5.99;;17.54;;;;;;;0;46.815012;6.949023;17.87
119;1065.85;243.54;6.05;;17.53;;;;;;;0;46.815028;6.949105;17.86
120;1070.35;243.44;6.1;;17.51;;;;;;;0;46.815048;6.94919;17.79
121;1074.34;243.34;6.15;;17.45;;;;;;;0;46.815072;6.949272;17.72
122;1078.34;243.25;6.21;;17.39;;;;;;;0;46.815103;6.949347;17.7
123;1083.14;243.17;6.26;;17.37;;;;;;;0;46.815138;6.94942;17.67
124;1088.24;243.1;6.32;;17.35;;;;;;;0;46.815173;6.949485;17.65
125;1093.34;243.04;6.38;;17.34;;;;;;;0;46.815203;6.949547;17.62
126;1098.24;242.98;6.44;;17.3;;;;;;;0;46.815233;6.949602;17.6
127;1102.94;242.93;6.51;;17.26;;;;;;;0;46.815257;6.949662;17.58
128;1107.54;242.89;6.57;;17.22;;;;;;;0;46.815277;6.949728;17.51
129;1112.24;242.85;6.64;;17.17;;;;;;;0;46.815295;6.949805;17.45
130;1117.03;242.8;6.72;;17.11;;;;;;;0;46.815315;6.949892;17.42
131;1121.83;242.75;6.8;;17.08;;;;;;;0;46.81534;6.949985;17.39
132;1126.53;242.69;6.88;;17.05;;;;;;;0;46.81537;6.950078;17.36
133;1130.83;242.62;6.97;;17.02;;;;;;;0;46.815402;6.950173;17.35
134;1135.43;242.53;7.06;;16.98;;;;;;;0;46.815437;6.950262;17.33
135;1140.03;242.43;7.16;;16.94;;;;;;;0;46.815472;6.950342;17.31
136;1144.93;242.31;7.26;;16.89;;;;;;;0;46.815505;6.950412;17.26
137;1150.13;242.18;7.36;;16.86;;;;;;;0;46.815532;6.950482;17.2
138;1155.53;242.03;7.47;;16.82;;;;;;;0;46.815555;6.950553;17.14
139;1160.82;241.86;7.59;;16.79;;;;;;;0;46.815577;6.950628;17.09
140;1166.02;241.69;7.7;;16.74;;;;;;;0;46.8156;6.950712;17.04
141;1170.92;241.5;7.82;;16.68;;;;;;;0;46.815625;6.950802;17.02
142;1175.62;241.31;7.95;;16.65;;;;;;;0;46.815655;6.950902;17.0
143;1180.02;241.11;8.07;;16.62;;;;;;;0;46.815692;6.951007;16.98
144;1184.72;240.91;8.19;;16.59;;;;;;;0;46.815735;6.951107;16.96
145;1189.52;240.71;8.31;;16.57;;;;;;;0;46.815782;6.951203;16.94
146;1194.22;240.51;8.43;;16.55;;;;;;;0;46.815827;6.951298;16.92
147;1199.01;240.31;8.54;;16.53;;;;;;;0;46.81587;6.95139;16.87
148;1204.01;240.11;8.65;;16.47;;;;;;;0;46.81591;6.951485;16.81
149;1209.61;239.91;8.76;;16.41;;;;;;;0;46.815947;6.951583;16.76
150;1215.11;239.72;8.86;;16.37;;;;;;;0;46.81598;6.951688;16.71
151;1220.31;239.53;8.95;;16.34;;;;;;;0;46.816013;6.951798;16.66
152;1225.01;239.34;9.04;;16.3;;;;;;;0;46.816048;6.951913;16.65
153;1229.31;239.16;9.13;;16.27;;;;;;;0;46.81609;6.952025;16.65
154;1233.71;238.98;9.21;;16.24;;;;;;;0;46.816137;6.952135;16.65
155;1238.7;238.81;9.28;;16.21;;;;;;;0;46.816187;6.952242;16.61
156;1243.9;238.64;9.35;;16.18;;;;;;;0;46.81624;6.952342;16.57
157;1248.9;238.48;9.41;;16.14;;;;;;;0;46.816293;6.952437;16.53
158;1253.8;238.34;9.47;;16.11;;;;;;;0;46.81634;6.952532;16.49
159;1258.9;238.2;9.53;;16.05;;;;;;;0;46.816385;6.95263;16.46
160;1264.3;238.07;9.58;;15.99;;;;;;;0;46.816423;6.952733;16.39
161;1269.8;237.97;9.62;;16.0;;;;;;;0;46.81646;6.952845;16.33
162;1274.99;237.88;9.66;;16.01;;;;;;;0;46.816498;6.952962;16.26
163;1279.79;237.82;9.7;;16.02;;;;;;;0;46.816538;6.953083;16.28
164;1284.39;237.79;9.74;;16.01;;;;;;;0;46.816585;6.953205;16.29
165;1289.19;237.78;9.77;;15.99;;;;;;;0;46.816635;6.953323;16.31
166;1294.39;237.8;9.8;;15.97;;;;;;;0;46.816693;6.953437;16.29
167;1299.49;237.86;9.83;;15.93;;;;;;;0;46.816755;6.95354;16.27
168;1304.29;237.94;9.85;;15.89;;;;;;;0;46.816817;6.953638;16.26
169;1308.88;238.05;9.88;;15.86;;;;;;;0;46.816875;6.953735;16.24
170;1313.58;238.19;9.91;;15.83;;;;;;;0;46.816927;6.95383;16.23
171;1318.38;238.35;9.94;;15.79;;;;;;;0;46.816972;6.953928;16.18
172;1323.68;238.52;9.97;;15.76;;;;;;;0;46.817012;6.954035;16.14
173;1328.88;238.71;10.01;;15.72;;;;;;;0;46.817048;6.954148;16.09
174;1334.18;238.89;10.04;;15.69;;;;;;;0;46.817085;6.954272;16.08
175;1338.97;239.08;10.09;;15.65;;;;;;;0;46.817125;6.954395;16.06
176;1343.77;239.26;10.13;;15.61;;;;;;;0;46.81717;6.954518;16.05
177;1348.57;239.43;10.18;;15.57;;;;;;;0;46.817217;6.954635;15.99
178;1353.57;239.57;10.23;;15.54;;;;;;;0;46.817265;6.954745;15.94
179;1358.67;239.7;10.28;;15.51;;;;;;;0;46.817313;6.954852;15.91
180;1363.87;239.8;10.33;;15.48;;;;;;;0;46.81736;6.954957;15.89
181;1368.77;239.88;10.39;;15.44;;;;;;;0;46.817405;6.955063;15.86
182;1373.36;239.93;10.44;;15.41;;;;;;;0;46.817447;6.955175;15.83
183;1378.06;239.95;10.49;;15.36;;;;;;;0;46.817488;6.955295;15.79
184;1383.46;239.95;10.54;;15.32;;;;;;;0;46.817532;6.955425;15.76
185;1388.96;239.92;10.58;;15.27;;;;;;;0;46.81758;6.955563;15.74
186;1394.46;239.86;10.62;;15.23;;;;;;;0;46.817628;6.955705;15.72
187;1399.66;239.78;10.66;;15.19;;;;;;;0;46.817683;6.955845;15.7
188;1404.45;239.67;10.7;;15.15;;;;;;;0;46.81774;6.955978;15.63
189;1409.15;239.53;10.74;;15.1;;;;;;;0;46.817795;6.956103;15.55
190;1414.15;239.36;10.77;;15.05;;;;;;;0;46.817848;6.95622;15.51
191;1419.45;239.16;10.81;;15.01;;;;;;;0;46.817895;6.95633;15.47
192;1424.85;238.93;10.84;;14.97;;;;;;;0;46.817938;6.956437;15.43
193;1430.25;238.67;10.88;;14.94;;;;;;;0;46.81798;6.956548;15.38
194;1435.74;238.38;10.92;;14.91;;;;;;;0;46.818022;6.956665;15.34
195;1441.24;238.06;10.97;;14.88;;;;;;;0;46.818068;6.956788;15.3
196;1446.44;237.72;11.02;;14.85;;;;;;;0;46.818122;6.956913;15.24
197;1451.14;237.35;11.07;;14.79;;;;;;;0;46.81818;6.957037;15.19
198;1459.74;236.97;11.13;;14.73;;;;;;;0;46.818215;6.957175;15.15
199;1465.83;236.59;11.2;;14.68;;;;;;;0;46.818268;6.957297;15.12
200;1471.63;236.2;11.26;;14.64;;;;;;;0;46.818323;6.957415;15.09
201;1477.23;235.83;11.33;;14.59;;;;;;;0;46.818378;6.957528;15.03
202;1482.53;235.47;11.4;;14.55;;;;;;;0;46.818435;6.957647;14.96
203;1487.53;235.15;11.47;;14.51;;;;;;;0;46.81849;6.95777;14.9
204;1492.12;234.86;11.53;;14.47;;;;;;;0;46.818547;6.957898;14.87
205;1496.72;234.62;11.6;;14.44;;;;;;;0;46.818607;6.95803;14.85
206;1501.62;234.43;11.65;;14.42;;;;;;;0;46.818673;6.95816;14.82
207;1506.72;234.3;11.7;;14.39;;;;;;;0;46.818748;6.958287;14.81
208;1512.12;234.22;11.75;;14.38;;;;;;;0;46.818827;6.958412;14.8
209;1517.62;234.21;11.78;;14.37;;;;;;;0;46.818907;6.958533;14.77
210;1523.41;234.25;11.81;;14.35;;;;;;;0;46.818985;6.958653;14.74
211;1528.91;234.33;11.83;;14.33;;;;;;;0;46.819062;6.95877;14.71
212;1534.41;234.46;11.84;;14.31;;;;;;;0;46.819132;6.958887;14.67
213;1539.41;234.61;11.85;;14.25;;;;;;;0;46.819197;6.959003;14.64
214;1544.01;234.79;11.85;;14.2;;;;;;;0;46.819255;6.959123;14.61
215;1548.7;234.97;11.85;;14.15;;;;;;;0;46.819308;6.959252;14.6
216;1553.4;235.15;11.83;;14.11;;;;;;;0;46.819358;6.959388;14.59
217;1558.0;235.32;11.82;;14.08;;;;;;;0;46.819412;6.959532;14.58
218;1564.4;235.46;11.8;;14.05;;;;;;;0;46.819457;6.959685;14.53
219;1570.5;235.58;11.78;;13.98;;;;;;;0;46.819512;6.959832;14.48
220;1575.99;235.65;11.76;;13.91;;;;;;;0;46.819572;6.959968;14.41
221;1580.79;235.69;11.73;;13.87;;;;;;;0;46.819635;6.960093;14.33
222;1585.59;235.68;11.71;;13.83;;;;;;;0;46.819697;6.960213;14.26
223;1590.29;235.64;11.69;;13.79;;;;;;;0;46.819757;6.960332;14.25
224;1595.09;235.55;11.67;;13.74;;;;;;;0;46.819815;6.96045;14.24
225;1600.78;235.43;11.65;;13.7;;;;;;;0;46.819865;6.960578;14.23
226;1607.18;235.28;11.63;;13.65;;;;;;;0;46.819913;6.960713;14.15
227;1613.28;235.11;11.62;;13.62;;;;;;;0;46.819968;6.960848;14.07
228;1619.28;234.92;11.61;;13.6;;;;;;;0;46.82003;6.960977;13.99
229;1624.98;234.72;11.6;;13.57;;;;;;;0;46.820097;6.9611;13.98
230;1630.37;234.51;11.6;;13.52;;;;;;;0;46.820165;6.961215;13.97
231;1635.87;234.3;11.61;;13.47;;;;;;;0;46.820233;6.961328;13.94
232;1641.07;234.1;11.61;;13.41;;;;;;;0;46.820297;6.961438;13.9
233;1645.77;233.9;11.63;;13.36;;;;;;;0;46.820357;6.961547;13.86
234;1650.46;233.72;11.64;;13.3;;;;;;;0;46.82041;6.96166;13.8
235;1655.16;233.55;11.66;;13.24;;;;;;;0;46.820462;6.961782;13.74
236;1660.26;233.4;11.68;;13.18;;;;;;;0;46.820513;6.961913;13.68
237;1664.96;233.27;11.71;;13.12;;;;;;;0;46.82057;6.962053;13.65
238;1668.76;233.17;11.74;;13.1;;;;;;;0;46.820635;6.962187;13.62
239;1672.16;233.1;11.76;;13.08;;;;;;;0;46.820707;6.962318;13.6
240;1675.75;233.06;11.79;;13.04;;;;;;;0;46.820782;6.962447;13.59
241;1679.65;233.05;11.82;;13.0;;;;;;;0;46.820857;6.96257;13.58
242;1683.95;233.07;11.85;;12.96;;;;;;;0;46.820932;6.962685;13.53
243;1688.65;233.12;11.89;;12.93;;;;;;;0;46.821002;6.962795;13.47
244;1693.35;233.21;11.92;;12.91;;;;;;;0;46.821065;6.962905;13.42
245;1697.55;233.32;11.95;;12.88;;;;;;;0;46.821125;6.963017;13.38
246;1702.04;233.47;11.99;;12.82;;;;;;;0;46.821183;6.963137;13.35
247;1706.64;233.63;12.03;;12.77;;;;;;;0;46.821243;6.963263;13.31
248;1711.44;233.82;12.06;;12.72;;;;;;;0;46.821307;6.963395;13.24
249;1716.64;234.02;12.1;;12.65;;;;;;;0;46.821375;6.963528;13.17
250;1721.74;234.22;12.14;;12.59;;;;;;;0;46.821445;6.963663;13.13
251;1727.03;234.43;12.18;;12.55;;;;;;;0;46.821513;6.96379;13.09
252;1732.13;234.64;12.22;;12.51;;;;;;;0;46.821578;6.963917;13.05
253;1737.33;234.85;12.26;;12.47;;;;;;;0;46.821637;6.964045;12.99
254;1742.33;235.05;12.3;;12.44;;;;;;;0;46.821693;6.964177;12.94
255;1747.12;235.23;12.34;;12.41;;;;;;;0;46.821748;6.964313;12.88
256;1751.82;235.41;12.38;;12.38;;;;;;;0;46.821807;6.964455;12.84
257;1756.72;235.57;12.41;;12.33;;;;;;;0;46.821868;6.964602;12.81
258;1761.62;235.72;12.45;;12.28;;;;;;;0;46.821935;6.964748;12.77
259;1766.62;235.86;12.48;;12.23;;;;;;;0;46.822003;6.964892;12.72
260;1771.51;235.99;12.52;;12.15;;;;;;;0;46.822073;6.965028;12.66
261;1776.01;236.1;12.55;;12.08;;;;;;;0;46.82214;6.965157;12.62
262;1780.81;236.21;12.59;;12.04;;;;;;;0;46.822205;6.965283;12.58
263;1785.91;236.3;12.62;;12.01;;;;;;;0;46.822263;6.965413;12.53
264;1791.01;236.37;12.66;;11.98;;;;;;;0;46.82232;6.965547;12.49
265;1796.3;236.44;12.7;;11.94;;;;;;;0;46.822382;6.965682;12.45
266;1801.5;236.48;12.74;;11.9;;;;;;;0;46.82244;6.965822;12.41
267;1806.7;236.51;12.79;;11.86;;;;;;;0;46.822505;6.965965;12.35
268;1812.1;236.51;12.83;;11.8;;;;;;;0;46.822575;6.96611;12.3
269;1817.59;236.5;12.88;;11.75;;;;;;;0;46.822645;6.96625;12.24
270;1824.99;236.46;12.94;;11.7;;;;;;;0;46.8227;6.966397;12.19
271;1831.49;236.39;12.99;;11.65;;;;;;;0;46.822758;6.966535;12.13
272;1837.78;236.31;13.05;;11.6;;;;;;;0;46.822815;6.966675;12.1
273;1843.18;236.2;13.12;;11.55;;;;;;;0;46.822872;6.966818;12.06
274;1847.98;236.07;13.18;;11.51;;;;;;;0;46.82293;6.966963;12.03
275;1852.78;235.92;13.25;;11.46;;;;;;;0;46.822993;6.967112;12.02
276;1856.28;235.75;13.32;;11.43;;;;;;;0;46.823058;6.967263;12.0
277;1860.27;235.58;13.4;;11.39;;;;;;;0;46.823128;6.967417;11.99
278;1864.27;235.4;13.47;;11.36;;;;;;;0;46.823202;6.967565;11.94
279;1868.77;235.22;13.54;;11.35;;;;;;;0;46.823278;6.96771;11.89
280;1873.07;235.04;13.62;;11.33;;;;;;;0;46.823352;6.967848;11.84
281;1877.87;234.87;13.69;;11.32;;;;;;;0;46.823423;6.967982;11.8
282;1882.76;234.7;13.77;;11.27;;;;;;;0;46.823495;6.96812;11.75
283;1887.06;234.55;13.84;;11.22;;;;;;;0;46.823562;6.968262;11.72
284;1891.66;234.41;13.92;;11.17;;;;;;;0;46.82363;6.968412;11.69
285;1896.46;234.28;13.99;;11.12;;;;;;;0;46.8237;6.968568;11.65
286;1900.95;234.16;14.06;;11.07;;;;;;;0;46.823775;6.968727;11.62
287;1905.55;234.06;14.13;;11.03;;;;;;;0;46.823858;6.968887;11.59
288;1910.35;233.97;14.2;;10.98;;;;;;;0;46.823945;6.96904;11.56
289;1915.35;233.88;14.26;;10.94;;;;;;;0;46.824032;6.969188;11.53
290;1920.64;233.8;14.33;;10.91;;;;;;;0;46.824113;6.969332;11.5
291;1925.94;233.73;14.39;;10.89;;;;;;;0;46.82419;6.969473;11.45
292;1931.54;233.67;14.44;;10.87;;;;;;;0;46.824257;6.96962;11.4
293;1937.24;233.61;14.5;;10.81;;;;;;;0;46.824322;6.969772;11.35
294;1942.33;233.55;14.55;;10.75;;;;;;;0;46.824388;6.96993;11.32
295;1947.33;233.5;14.6;;10.71;;;;;;;0;46.824458;6.970093;11.3
296;1951.83;233.46;14.64;;10.66;;;;;;;0;46.824533;6.97026;11.27
297;1956.13;233.42;14.68;;10.61;;;;;;;0;46.824612;6.970428;11.24
298;1960.73;233.4;14.72;;10.58;;;;;;;0;46.8247;6.970592;11.21
299;1965.82;233.38;14.75;;10.54;;;;;;;0;46.824792;6.970747;11.18
300;1971.12;233.37;14.77;;10.5;;;;;;;0;46.824883;6.970895;11.14
301;1976.42;233.38;14.79;;10.49;;;;;;;0;46.824975;6.971042;11.09
302;1981.31;233.39;14.81;;10.48;;;;;;;0;46.82506;6.971187;11.04
303;1986.11;233.42;14.82;;10.48;;;;;;;0;46.82514;6.971335;11.01
304;1990.91;233.45;14.83;;10.39;;;;;;;0;46.825215;6.971487;10.98
305;1995.71;233.5;14.84;;10.31;;;;;;;0;46.82529;6.971647;10.94
306;2000.51;233.55;14.84;;10.29;;;;;;;0;46.825365;6.971815;10.9
307;2005.4;233.61;14.84;;10.28;;;;;;;0;46.825443;6.971982;10.85
308;2010.2;233.68;14.83;;10.26;;;;;;;0;46.825525;6.972148;10.82
309;2015.0;233.75;14.83;;10.21;;;;;;;0;46.825607;6.97231;10.79
310;2019.7;233.82;14.82;;10.17;;;;;;;0;46.825687;6.972468;10.75
311;2024.59;233.91;14.81;;10.12;;;;;;;0;46.825762;6.97262;10.71
312;2029.69;233.99;14.8;;10.08;;;;;;;0;46.825838;6.972768;10.67
313;2034.99;234.09;14.79;;10.04;;;;;;;0;46.82591;6.972922;10.63
314;2040.18;234.19;14.78;;10.0;;;;;;;0;46.825982;6.973078;10.57
315;2044.98;234.3;14.77;;9.96;;;;;;;0;46.826055;6.973238;10.51
316;2049.88;234.42;14.77;;9.91;;;;;;;0;46.826135;6.973403;10.47
317;2055.48;234.54;14.77;;9.89;;;;;;;0;46.826218;6.973568;10.44
318;2060.77;234.66;14.77;;9.86;;;;;;;0;46.826307;6.973732;10.4
319;2066.07;234.78;14.78;;9.83;;;;;;;0;46.826397;6.973887;10.39
320;2071.27;234.88;14.8;;9.81;;;;;;;0;46.826485;6.974037;10.37
321;2076.37;234.97;14.81;;9.79;;;;;;;0;46.82657;6.97418;10.35
