Station Position;Payerne
Longitude (?);6.94
Latitude (?);46.81
Altitude (m);491.0

Software Version
Software; UMSS Meteo Routine 1.5
Config; SRS-C50-100, 10.02.2017

Surface Weather
Pressure (hPa);969.5
Temperature (?C);12.0
Humidity (%);66.3
Dewpoint (?C);5.91
Wind Velocity (m/s);1.0
Wind Direction (deg);084
Clouds;11502
Ozone (nb);

Sounding;20171024.12
Start Date;24.10.17
Start Time;11:06:09
Remark;

Sonde;SRS_C50
Serial Number;1083
Sonde Identifier;100

ECC Cells
Background Current Ib1 (uA);
Background Current Ib2 (uA);
Pump Performance (s/100ml);
Serial Number ECC;

IWV (mm);18.296

Pressure Level (hPa);1000.0
Altitude (m);232.22

Sounding Data
Rel. Time;Altitude (gpm);Wind Direction (?);Wind Velocity (m/s);Pressure (hPa);Temperature (?C);Humidity (%);Dewpoint (?C);Ozone (nbar);Ozone normalized (nbar);Pump Temperature (K);I ECC cells (uA);Level Flag;LAT (?);LON (?);Channel Temperature (?C)
0;491.02;084;1.0;969.5;12.0;66.3;5.91;;;;;1;46.812939;6.943474;12.29
1;501.53;76.22;0.75;968.28;11.41;67.35;5.57;;;;;0;46.812939;6.943468;12.23
2;507.09;70.01;0.78;967.64;11.31;67.93;5.6;;;;;0;46.812936;6.943458;12.14
3;512.92;58.34;0.79;966.96;11.24;68.26;5.6;;;;;0;46.812934;6.943451;12.06
4;518.44;44.8;0.82;966.32;11.17;68.43;5.58;;;;;0;46.812935;6.943444;11.97
5;522.93;32.34;0.89;965.8;11.14;68.61;5.58;;;;;0;46.812938;6.943436;12.04
6;527.05;24.12;1.0;965.33;11.1;68.84;5.59;;;;;0;46.812939;6.943425;12.12
7;531.42;17.66;1.13;964.82;11.06;69.11;5.61;;;;;0;46.812933;6.943415;12.17
8;535.79;13.67;1.27;964.32;11.03;69.37;5.64;;;;;0;46.812915;6.943404;12.05
9;540.56;11.7;1.41;963.77;11.02;69.61;5.66;;;;;0;46.812893;6.9434;11.99
10;545.72;10.54;1.53;963.17;10.94;69.79;5.62;;;;;0;46.812874;6.943407;11.93
11;553.48;9.96;1.64;962.27;10.8;69.96;5.55;;;;;4;46.81285;6.943424;11.8
12;557.76;10.45;1.66;961.78;10.84;70.04;5.59;;;;;0;46.812838;6.943426;11.76
13;563.84;12.59;1.65;961.08;10.94;70.16;5.67;;;;;0;46.812821;6.94343;11.79
14;569.93;15.49;1.62;960.38;10.84;70.33;5.65;;;;;0;46.812804;6.943421;11.65
15;576.19;19.95;1.57;959.66;10.72;70.57;5.58;;;;;0;46.812785;6.943407;11.55
16;582.5;26.01;1.53;958.93;10.56;70.82;5.51;;;;;0;46.812768;6.943396;11.38
17;588.19;32.9;1.5;958.28;10.52;71.08;5.5;;;;;0;46.812751;6.943389;11.38
18;593.34;40.01;1.49;957.69;10.51;71.32;5.5;;;;;0;46.812737;6.943383;11.46
19;598.46;46.79;1.51;957.1;10.43;71.56;5.49;;;;;0;46.812731;6.943378;11.43
20;604.07;52.85;1.55;956.45;10.34;71.77;5.47;;;;;0;46.812726;6.943372;11.21
21;610.03;57.86;1.61;955.77;10.3;71.98;5.46;;;;;0;46.812725;6.943351;11.07
22;615.73;61.66;1.69;955.11;10.25;72.2;5.46;;;;;0;46.812726;6.943317;11.0
23;622.98;64.88;1.82;954.28;10.2;72.49;5.47;;;;;4;46.812723;6.943276;11.09
24;626.45;65.54;1.9;953.89;10.16;72.64;5.47;;;;;0;46.81272;6.943258;11.07
25;630.83;65.86;2.0;953.38;10.15;72.86;5.5;;;;;0;46.812714;6.943234;11.13
26;635.15;65.39;2.11;952.89;10.15;73.06;5.52;;;;;0;46.812706;6.943214;10.97
27;639.74;64.41;2.21;952.36;10.1;73.25;5.52;;;;;0;46.812701;6.943194;11.03
28;644.6;63.18;2.31;951.81;10.01;73.43;5.49;;;;;0;46.812698;6.943174;11.18
29;649.51;61.9;2.39;951.25;9.93;73.62;5.46;;;;;0;46.812693;6.943145;11.12
30;654.3;60.76;2.46;950.7;9.88;73.81;5.43;;;;;0;46.812684;6.943111;11.23
31;658.86;59.87;2.51;950.18;9.87;74.0;5.44;;;;;0;46.812672;6.943072;10.7
32;663.96;59.42;2.53;949.59;9.83;74.2;5.43;;;;;0;46.812656;6.943036;10.57
33;669.79;59.16;2.54;948.93;9.73;74.42;5.41;;;;;0;46.812636;6.943003;10.54
34;675.8;59.3;2.53;948.24;9.68;74.64;5.39;;;;;0;46.812614;6.942971;10.55
35;681.8;59.91;2.5;947.56;9.62;74.87;5.38;;;;;0;46.812592;6.942941;10.53
36;687.77;60.86;2.45;946.88;9.57;75.08;5.37;;;;;0;46.812571;6.942916;10.54
37;693.75;62.32;2.39;946.19;9.51;75.27;5.36;;;;;0;46.812552;6.942892;10.67
38;699.46;64.14;2.32;945.54;9.44;75.45;5.36;;;;;0;46.81254;6.942864;10.58
39;704.53;66.28;2.24;944.97;9.46;75.62;5.37;;;;;0;46.812531;6.942834;10.27
40;709.29;68.77;2.16;944.43;9.47;75.79;5.39;;;;;0;46.812527;6.942805;10.65
41;713.86;71.38;2.09;943.91;9.4;75.99;5.39;;;;;0;46.812529;6.942778;10.17
42;719.11;74.15;2.02;943.31;9.37;76.2;5.39;;;;;0;46.81253;6.942758;10.09
43;724.97;76.99;1.95;942.64;9.34;76.41;5.39;;;;;0;46.812531;6.942737;10.04
44;731.21;79.79;1.9;941.93;9.29;76.62;5.39;;;;;0;46.812529;6.942715;10.17
45;737.77;82.57;1.85;941.19;9.27;76.81;5.41;;;;;0;46.812526;6.942688;10.23
46;744.3;85.35;1.8;940.45;9.26;76.98;5.43;;;;;0;46.812524;6.942658;10.06
47;750.87;88.0;1.77;939.71;9.24;77.18;5.45;;;;;0;46.812523;6.942627;9.93
48;757.03;90.41;1.75;939.01;9.23;77.39;5.47;;;;;0;46.812524;6.942601;9.86
49;762.78;92.73;1.74;938.36;9.18;77.66;5.46;;;;;0;46.812527;6.942578;9.87
50;768.39;95.05;1.73;937.72;9.06;77.97;5.44;;;;;0;46.81253;6.942559;9.79
51;773.96;97.17;1.74;937.09;9.04;78.33;5.46;;;;;0;46.812532;6.942548;9.7
52;779.53;99.0;1.76;936.46;8.99;78.7;5.47;;;;;0;46.812532;6.942539;9.68
53;785.1;100.74;1.78;935.83;8.9;79.09;5.47;;;;;0;46.812531;6.942526;9.6
54;790.95;102.29;1.81;935.17;8.8;79.45;5.46;;;;;0;46.812533;6.942504;9.51
55;796.71;103.63;1.84;934.52;8.74;79.81;5.45;;;;;0;46.812537;6.942479;9.46
56;802.39;104.78;1.88;933.88;8.68;80.09;5.44;;;;;0;46.812541;6.942452;9.55
57;808.09;105.75;1.92;933.24;8.75;80.27;5.5;;;;;0;46.812549;6.942426;9.53
58;813.76;106.54;1.95;932.6;8.66;80.38;5.49;;;;;0;46.812558;6.942401;9.52
59;821.66;107.37;2.0;931.71;8.61;80.46;5.43;;;;;4;46.812569;6.942368;9.7
60;825.7;107.65;2.02;931.26;8.56;80.5;5.41;;;;;0;46.812574;6.942351;9.39
61;831.99;107.96;2.04;930.55;8.55;80.57;5.38;;;;;0;46.812579;6.942322;9.55
62;838.31;108.07;2.06;929.84;8.53;80.69;5.36;;;;;0;46.812584;6.942291;9.88
63;844.57;108.1;2.08;929.14;8.4;80.83;5.28;;;;;0;46.81259;6.942255;9.66
64;851.47;107.87;2.09;928.36;8.2;80.92;5.14;;;;;2;46.812597;6.942218;9.16
65;856.4;107.56;2.1;927.81;8.16;80.86;5.09;;;;;0;46.812605;6.942193;8.96
66;862.52;107.05;2.1;927.12;8.39;80.66;5.22;;;;;0;46.812614;6.942169;8.98
67;868.62;106.41;2.11;926.44;8.43;80.31;5.24;;;;;0;46.81262;6.94215;9.31
68;874.62;105.65;2.11;925.76;8.5;79.91;5.21;;;;;0;46.812626;6.942133;9.66
69;881.46;104.73;2.11;925.0;8.49;79.5;5.15;;;;;10;46.812632;6.942109;9.37
70;886.88;103.94;2.11;924.39;8.51;79.26;5.11;;;;;0;46.812638;6.942087;9.16
71;892.85;103.11;2.1;923.73;8.49;79.08;5.06;;;;;0;46.812647;6.94206;9.1
72;898.59;102.31;2.09;923.09;8.38;79.05;4.99;;;;;0;46.812656;6.942032;9.21
73;903.94;101.5;2.08;922.49;8.32;79.05;4.93;;;;;0;46.812663;6.942005;9.33
74;909.53;100.81;2.07;921.87;8.36;79.15;4.95;;;;;0;46.812666;6.94198;9.22
75;915.55;100.27;2.04;921.2;8.33;79.32;4.94;;;;;0;46.812664;6.941954;9.13
76;921.6;99.89;2.0;920.52;8.24;79.53;4.91;;;;;0;46.812659;6.941926;9.13
77;927.72;99.58;1.96;919.84;8.18;79.74;4.88;;;;;0;46.812655;6.941891;9.04
78;934.04;99.27;1.92;919.14;8.13;79.85;4.86;;;;;0;46.812651;6.941854;8.96
79;940.17;99.04;1.86;918.45;8.09;79.94;4.83;;;;;0;46.812647;6.941816;9.06
80;949.39;98.66;1.76;917.43;8.05;79.68;4.76;;;;;2;46.812649;6.941756;9.09
81;951.63;98.51;1.73;917.18;8.06;79.53;4.72;;;;;0;46.812651;6.941739;9.03
82;959.01;97.79;1.62;916.36;8.02;78.75;4.54;;;;;4;46.812662;6.941697;8.82
83;962.92;97.21;1.57;915.93;7.99;78.25;4.43;;;;;0;46.812667;6.941686;8.75
84;969.31;96.02;1.49;915.22;8.08;77.37;4.36;;;;;0;46.812675;6.941675;8.69
85;976.04;93.78;1.42;914.48;8.19;76.43;4.25;;;;;0;46.812681;6.94167;8.64
86;982.76;91.06;1.35;913.73;8.11;75.51;4.04;;;;;0;46.812687;6.941665;8.77
87;989.68;88.35;1.28;912.97;8.04;74.65;3.83;;;;;0;46.812692;6.941658;8.62
88;995.99;84.54;1.22;912.27;7.99;73.87;3.63;;;;;0;46.812695;6.941647;8.69
89;1001.48;79.54;1.18;911.66;7.98;73.17;3.48;;;;;0;46.812699;6.941633;8.69
90;1006.41;73.79;1.16;911.12;7.98;72.48;3.33;;;;;0;46.812703;6.941619;8.68
91;1013.82;65.42;1.16;910.3;7.92;71.59;3.12;;;;;4;46.812704;6.941603;8.67
92;1018.0;61.53;1.21;909.84;7.95;71.13;3.05;;;;;0;46.812704;6.941598;8.55
93;1024.11;55.76;1.27;909.17;8.03;70.44;2.95;;;;;0;46.812704;6.941591;8.47
94;1030.11;50.0;1.34;908.51;7.93;69.73;2.77;;;;;0;46.8127;6.941583;8.51
95;1035.61;44.23;1.41;907.9;7.97;69.04;2.64;;;;;0;46.81269;6.94157;8.58
96;1041.04;38.47;1.48;907.3;7.96;68.48;2.6;;;;;0;46.812675;6.941553;8.84
97;1046.46;33.7;1.58;906.71;8.12;67.95;2.61;;;;;0;46.81266;6.941534;9.07
98;1052.14;29.73;1.69;906.09;8.31;67.61;2.63;;;;;0;46.812648;6.941512;9.01
99;1058.12;26.19;1.81;905.43;8.31;67.42;2.66;;;;;0;46.812635;6.941496;8.94
100;1064.09;22.81;1.93;904.78;8.44;67.35;2.74;;;;;0;46.812623;6.941483;8.99
101;1069.85;19.68;2.05;904.15;8.51;67.36;2.81;;;;;0;46.812607;6.941475;9.05
102;1076.83;15.8;2.22;903.38;8.52;67.42;2.83;;;;;4;46.812582;6.941467;8.98
103;1080.29;13.99;2.31;903.01;8.51;67.47;2.83;;;;;0;46.812566;6.941461;8.96
104;1085.72;11.26;2.44;902.41;8.47;67.56;2.82;;;;;0;46.812539;6.941451;9.06
105;1091.62;8.62;2.57;901.77;8.45;67.65;2.81;;;;;0;46.81251;6.941436;9.17
106;1098.85;5.49;2.74;900.98;8.42;67.78;2.8;;;;;2;46.812474;6.941415;9.19
107;1103.8;3.48;2.85;900.44;8.39;67.88;2.79;;;;;0;46.812454;6.941402;9.19
108;1110.44;1.03;3.0;899.72;8.35;68.01;2.78;;;;;0;46.812429;6.941391;9.19
109;1117.12;243.93;3.16;898.99;8.27;68.16;2.76;;;;;0;46.812405;6.941383;9.19
110;1123.91;356.46;3.33;898.25;8.15;68.37;2.74;;;;;0;46.812381;6.941379;9.13
111;1130.96;354.38;3.51;897.49;8.15;68.61;2.74;;;;;0;46.812355;6.941382;9.0
112;1138.01;352.48;3.69;896.72;8.15;68.93;2.79;;;;;0;46.812329;6.941391;8.92
113;1144.64;350.82;3.89;896.0;8.14;69.38;2.86;;;;;0;46.812301;6.941403;9.01
114;1150.84;349.26;4.1;895.33;8.08;69.91;2.93;;;;;0;46.812268;6.941416;8.88
115;1156.55;347.91;4.31;894.71;8.04;70.51;3.01;;;;;0;46.812233;6.941428;8.94
116;1161.77;346.79;4.52;894.15;8.04;71.11;3.13;;;;;0;46.812197;6.941441;8.97
117;1167.03;345.87;4.74;893.58;8.05;71.68;3.24;;;;;0;46.812159;6.941458;8.94
118;1172.49;345.13;4.96;892.99;8.02;72.2;3.3;;;;;0;46.812122;6.941477;8.87
119;1178.63;344.57;5.17;892.32;7.9;72.67;3.3;;;;;0;46.812083;6.941502;8.73
120;1184.27;344.17;5.37;891.71;7.87;73.11;3.34;;;;;0;46.812043;6.941529;8.71
121;1189.48;343.91;5.55;891.15;7.82;73.55;3.39;;;;;0;46.811998;6.941557;8.74
122;1196.55;343.76;5.78;890.39;7.75;74.21;3.46;;;;;4;46.811929;6.941598;8.6
123;1200.1;343.78;5.87;890.0;7.74;74.55;3.51;;;;;0;46.811891;6.941618;8.54
124;1205.66;343.88;6.0;889.4;7.74;75.14;3.59;;;;;0;46.811829;6.94165;8.51
125;1211.2;344.08;6.1;888.81;7.67;75.73;3.68;;;;;0;46.811762;6.941683;8.46
126;1216.87;344.42;6.15;888.2;7.68;76.36;3.79;;;;;0;46.81169;6.941715;8.46
127;1221.77;344.81;6.18;887.67;7.71;77.05;3.93;;;;;0;46.811617;6.941745;8.53
128;1227.4;345.34;6.22;887.06;7.73;78.08;4.15;;;;;4;46.811526;6.941785;8.55
129;1230.26;345.7;6.21;886.76;7.78;78.65;4.29;;;;;0;46.811481;6.941808;8.54
130;1235.68;346.33;6.14;886.17;7.8;79.53;4.46;;;;;0;46.811416;6.941837;8.56
131;1241.96;347.0;6.07;885.5;7.75;80.38;4.57;;;;;0;46.811349;6.941861;8.58
132;1248.25;347.66;5.99;884.83;7.71;81.1;4.68;;;;;0;46.811287;6.941881;8.62
133;1254.53;348.41;5.88;884.15;7.75;81.53;4.82;;;;;0;46.811227;6.941896;8.53
134;1261.82;349.43;5.7;883.37;7.9;81.98;4.96;;;;;2;46.811154;6.941914;8.58
135;1266.03;350.1;5.58;882.92;7.99;81.94;5.02;;;;;0;46.811113;6.941926;8.81
136;1271.46;350.96;5.43;882.34;8.1;81.68;5.09;;;;;0;46.811065;6.941942;8.88
137;1277.12;351.84;5.26;881.74;8.11;81.2;5.08;;;;;0;46.811024;6.941959;8.82
138;1282.74;352.72;5.08;881.14;8.24;80.59;5.07;;;;;0;46.810988;6.941969;9.01
139;1288.28;353.58;4.9;880.55;8.21;79.99;4.93;;;;;0;46.810956;6.941973;8.96
140;1293.81;354.41;4.72;879.96;8.15;79.45;4.79;;;;;0;46.810922;6.941971;8.98
141;1299.49;355.18;4.53;879.35;8.04;79.03;4.65;;;;;0;46.810886;6.941963;9.11
142;1305.66;355.84;4.35;878.7;8.04;78.69;4.56;;;;;0;46.810847;6.941954;8.76
143;1312.63;356.45;4.17;877.96;8.04;78.39;4.5;;;;;0;46.810802;6.941944;8.91
144;1319.52;356.95;4.0;877.22;8.02;78.09;4.42;;;;;0;46.810755;6.941936;8.7
145;1326.31;357.11;3.85;876.5;7.99;77.75;4.32;;;;;0;46.810707;6.941926;8.9
146;1332.99;357.15;3.7;875.79;7.9;77.35;4.19;;;;;0;46.810659;6.941918;9.01
147;1339.28;357.2;3.56;875.13;7.95;76.86;4.14;;;;;0;46.810616;6.941911;8.89
148;1345.49;357.24;3.41;874.47;8.07;76.3;4.09;;;;;0;46.810587;6.941907;8.97
149;1351.7;357.28;3.27;873.81;8.08;75.72;4.02;;;;;0;46.810561;6.941906;9.45
150;1357.96;357.33;3.12;873.15;8.04;75.18;3.92;;;;;0;46.810545;6.941907;8.76
151;1363.75;357.18;3.01;872.54;8.03;74.75;3.84;;;;;0;46.810538;6.941909;8.98
152;1368.98;356.94;2.92;871.99;8.07;74.48;3.79;;;;;0;46.810533;6.941917;8.78
153;1374.04;356.7;2.84;871.45;8.04;74.37;3.77;;;;;0;46.810526;6.941932;9.0
154;1378.94;356.53;2.78;870.94;8.08;74.34;3.77;;;;;0;46.810514;6.941948;9.03
155;1383.92;356.39;2.73;870.41;8.02;74.26;3.72;;;;;0;46.810499;6.94196;8.84
156;1389.38;356.38;2.7;869.84;8.03;74.0;3.66;;;;;0;46.810479;6.941968;8.76
157;1395.81;356.44;2.67;869.16;8.07;73.47;3.59;;;;;0;46.810454;6.941975;8.79
158;1402.55;356.66;2.67;868.45;8.03;72.68;3.41;;;;;0;46.810427;6.941977;9.07
159;1409.19;356.96;2.66;867.75;7.99;71.69;3.21;;;;;0;46.810399;6.941973;8.82
160;1415.95;357.37;2.67;867.04;8.06;70.6;3.06;;;;;0;46.810369;6.941969;8.94
161;1422.29;357.91;2.69;866.38;8.21;69.52;2.95;;;;;0;46.810338;6.941963;9.06
162;1427.95;358.57;2.71;865.78;8.28;68.51;2.82;;;;;0;46.810308;6.941963;8.94
163;1433.32;359.27;2.73;865.22;8.23;67.72;2.68;;;;;0;46.810278;6.941968;9.1
164;1439.07;124.3;2.76;864.62;8.35;66.99;2.55;;;;;0;46.810255;6.941973;9.06
165;1445.26;0.88;2.79;863.97;8.36;66.25;2.43;;;;;0;46.810236;6.941981;8.96
166;1451.52;1.75;2.82;863.32;8.35;65.79;2.31;;;;;0;46.810218;6.941986;8.91
167;1456.83;2.64;2.84;862.76;8.25;65.56;2.2;;;;;0;46.810204;6.941983;9.26
168;1462.14;3.53;2.87;862.21;8.21;65.5;2.13;;;;;0;46.810184;6.941978;8.9
169;1471.6;4.93;2.9;861.22;8.04;65.65;2.06;;;;;2;46.810147;6.941978;8.82
170;1474.46;5.28;2.9;860.92;8.08;65.72;2.07;;;;;0;46.810135;6.941978;8.8
171;1481.37;6.12;2.91;860.2;8.09;65.92;2.09;;;;;0;46.810104;6.94198;8.75
172;1487.78;6.91;2.9;859.54;8.03;66.13;2.1;;;;;0;46.810071;6.941982;8.86
173;1493.5;7.57;2.88;858.94;7.98;66.34;2.12;;;;;0;46.810035;6.941982;8.88
174;1501.32;8.43;2.83;858.13;7.99;66.64;2.16;;;;;20;46.809982;6.941974;8.84
175;1504.52;8.77;2.81;857.79;8.0;66.73;2.17;;;;;0;46.809961;6.941965;8.8
176;1510.29;9.37;2.78;857.2;7.93;66.85;2.12;;;;;0;46.809927;6.941942;8.64
177;1515.99;9.81;2.72;856.6;7.76;66.9;2.04;;;;;0;46.809896;6.941916;8.65
178;1521.6;10.17;2.65;856.02;7.76;66.85;2.0;;;;;0;46.809869;6.941891;8.94
179;1526.8;10.47;2.56;855.48;7.77;66.71;1.96;;;;;0;46.809846;6.941878;8.68
180;1531.71;10.69;2.47;854.97;7.78;66.53;1.92;;;;;0;46.809824;6.941871;8.5
181;1536.85;10.87;2.36;854.44;7.75;66.33;1.86;;;;;0;46.809802;6.941864;8.47
182;1542.61;11.03;2.26;853.84;7.65;66.17;1.74;;;;;0;46.809779;6.941857;8.42
183;1548.55;11.2;2.14;853.23;7.57;66.09;1.67;;;;;0;46.809756;6.941858;8.45
184;1554.31;11.43;2.02;852.63;7.64;66.11;1.69;;;;;0;46.809733;6.94186;8.68
185;1560.13;11.77;1.9;852.03;7.53;66.26;1.66;;;;;0;46.809713;6.941858;8.53
186;1565.97;12.29;1.78;851.43;7.45;66.55;1.65;;;;;0;46.809697;6.941852;8.13
187;1571.49;13.06;1.66;850.86;7.41;66.89;1.68;;;;;0;46.809688;6.941845;8.05
188;1579.79;15.18;1.47;850.0;7.35;67.47;1.73;;;;;14;46.809678;6.94184;8.45
189;1581.58;15.75;1.43;849.82;7.35;67.6;1.74;;;;;0;46.809677;6.941842;8.36
190;1586.99;17.9;1.32;849.26;7.32;68.0;1.79;;;;;0;46.809674;6.941849;8.23
191;1592.9;21.06;1.22;848.65;7.27;68.3;1.83;;;;;0;46.809667;6.941857;8.29
192;1599.31;24.58;1.13;847.99;7.24;68.57;1.85;;;;;0;46.809658;6.941867;8.24
193;1605.39;28.98;1.04;847.36;7.25;68.66;1.85;;;;;0;46.809647;6.941874;8.11
194;1610.77;34.88;0.98;846.81;7.24;68.55;1.82;;;;;0;46.809633;6.941875;8.05
195;1615.94;41.26;0.92;846.28;7.17;68.22;1.7;;;;;0;46.809619;6.941869;8.01
196;1623.37;51.01;0.87;845.51;7.11;67.57;1.51;;;;;4;46.809605;6.941848;8.1
197;1627.32;56.4;0.86;845.11;7.09;67.22;1.41;;;;;0;46.809603;6.941836;8.14
198;1633.24;64.49;0.86;844.5;7.04;66.69;1.27;;;;;0;46.8096;6.94182;8.15
199;1639.63;72.31;0.87;843.84;6.98;66.26;1.14;;;;;0;46.809599;6.941804;8.06
200;1646.45;79.57;0.9;843.14;6.97;65.91;1.04;;;;;0;46.8096;6.941788;7.92
201;1653.03;86.0;0.94;842.47;6.97;65.55;0.96;;;;;0;46.8096;6.941774;7.74
202;1659.44;91.23;0.99;841.81;6.97;65.07;0.86;;;;;0;46.809599;6.941761;7.64
203;1665.48;95.99;1.05;841.2;6.98;64.38;0.71;;;;;0;46.809597;6.941746;7.6
204;1671.22;99.9;1.1;840.61;6.97;63.46;0.52;;;;;0;46.809595;6.941726;8.08
205;1676.23;102.83;1.16;840.1;6.99;62.35;0.27;;;;;0;46.809595;6.941704;8.11
206;1680.99;105.04;1.22;839.61;6.94;61.2;-0.01;;;;;0;46.8096;6.94168;8.11
207;1686.0;106.57;1.27;839.1;6.9;60.16;-0.27;;;;;0;46.809611;6.941659;8.07
208;1691.22;107.48;1.32;838.57;6.95;59.44;-0.46;;;;;0;46.809626;6.941642;8.07
209;1698.42;107.96;1.38;837.83;6.86;58.65;-0.65;;;;;4;46.809647;6.941631;8.02
210;1702.3;107.81;1.41;837.44;6.91;58.49;-0.65;;;;;0;46.809659;6.941629;8.23
211;1709.16;107.12;1.46;836.74;6.95;58.4;-0.66;;;;;2;46.809676;6.941623;8.34
212;1713.65;106.56;1.49;836.28;6.87;58.49;-0.68;;;;;0;46.809684;6.941616;8.23
213;1720.19;105.63;1.53;835.62;6.83;58.6;-0.71;;;;;0;46.809694;6.941601;8.03
214;1727.09;104.55;1.58;834.91;6.74;58.73;-0.73;;;;;0;46.809701;6.94158;7.83
215;1733.77;103.43;1.62;834.23;6.72;58.87;-0.74;;;;;0;46.809706;6.941555;7.56
216;1739.82;102.43;1.66;833.62;6.7;58.96;-0.75;;;;;0;46.809709;6.94153;7.44
217;1745.2;101.48;1.7;833.07;6.68;59.02;-0.77;;;;;0;46.809706;6.941504;7.62
218;1750.41;100.87;1.74;832.55;6.6;59.07;-0.81;;;;;0;46.809702;6.94148;7.56
219;1755.84;100.42;1.78;832.0;6.67;59.13;-0.75;;;;;0;46.809693;6.941456;7.48
220;1761.62;99.98;1.83;831.41;6.66;59.23;-0.72;;;;;0;46.80968;6.941432;7.52
221;1767.88;99.83;1.87;830.78;6.65;59.39;-0.69;;;;;0;46.809667;6.941406;7.49
222;1774.0;99.97;1.91;830.16;6.6;59.65;-0.67;;;;;0;46.809659;6.941376;7.42
223;1779.24;100.28;1.94;829.63;6.55;59.93;-0.64;;;;;0;46.809654;6.941343;7.43
224;1784.19;100.71;1.98;829.13;6.57;60.29;-0.58;;;;;0;46.809657;6.941308;7.59
225;1789.19;101.21;2.01;828.62;6.51;60.68;-0.54;;;;;0;46.809664;6.941277;7.34
226;1794.48;101.73;2.04;828.09;6.45;61.07;-0.51;;;;;0;46.809675;6.941248;7.19
227;1800.49;102.2;2.07;827.48;6.4;61.45;-0.48;;;;;0;46.809689;6.941225;7.18
228;1806.9;102.58;2.1;826.84;6.34;61.78;-0.45;;;;;0;46.809701;6.941208;6.99
229;1813.25;102.69;2.12;826.2;6.26;62.05;-0.46;;;;;0;46.80971;6.94119;7.04
230;1818.95;102.67;2.14;825.62;6.19;62.3;-0.46;;;;;0;46.809716;6.94117;7.31
231;1824.23;102.66;2.16;825.09;6.12;62.53;-0.46;;;;;0;46.809723;6.941145;7.03
232;1829.3;102.37;2.17;824.58;6.11;62.76;-0.44;;;;;0;46.80973;6.941114;7.17
233;1834.65;101.78;2.18;824.04;6.13;63.0;-0.39;;;;;0;46.809741;6.94108;6.82
234;1840.36;100.97;2.19;823.47;6.07;63.28;-0.38;;;;;0;46.809754;6.941048;6.77
235;1846.13;99.97;2.19;822.89;5.99;63.59;-0.38;;;;;0;46.809765;6.941017;6.77
236;1853.7;98.36;2.2;822.13;5.96;64.03;-0.31;;;;;4;46.809777;6.940981;6.84
237;1857.02;97.39;2.2;821.8;5.98;64.25;-0.26;;;;;0;46.809783;6.940964;6.84
238;1861.91;95.94;2.2;821.31;5.99;64.58;-0.19;;;;;0;46.809786;6.940937;6.82
239;1867.07;94.37;2.19;820.79;5.89;64.91;-0.21;;;;;0;46.809782;6.940903;6.8
240;1872.88;92.73;2.19;820.21;5.75;65.23;-0.23;;;;;0;46.809776;6.940867;6.7
241;1878.85;91.09;2.19;819.61;5.74;65.54;-0.22;;;;;0;46.809771;6.940829;6.61
242;1884.39;89.44;2.19;819.05;5.72;65.84;-0.18;;;;;0;46.809767;6.94079;6.55
243;1889.46;87.78;2.19;818.55;5.65;66.14;-0.17;;;;;0;46.809766;6.940758;6.63
244;1894.77;86.17;2.19;818.02;5.57;66.43;-0.17;;;;;0;46.809765;6.940729;6.63
245;1900.54;84.63;2.2;817.44;5.54;66.68;-0.16;;;;;0;46.809762;6.940707;6.42
246;1906.2;83.11;2.2;816.87;5.52;66.9;-0.15;;;;;0;46.809757;6.940691;6.33
247;1911.67;81.66;2.21;816.33;5.49;67.08;-0.14;;;;;0;46.809751;6.940674;6.36
248;1917.01;80.31;2.22;815.8;5.45;67.25;-0.14;;;;;0;46.809745;6.940653;6.4
249;1922.25;78.99;2.23;815.27;5.36;67.42;-0.17;;;;;0;46.809741;6.940625;6.4
250;1927.82;77.68;2.24;814.72;5.34;67.6;-0.17;;;;;0;46.80974;6.940593;6.33
251;1933.64;76.4;2.25;814.14;5.3;67.8;-0.15;;;;;0;46.809742;6.940561;6.13
252;1939.5;75.13;2.25;813.55;5.27;68.05;-0.13;;;;;0;46.809745;6.940531;6.43
253;1945.12;73.79;2.26;812.99;5.24;68.33;-0.1;;;;;0;46.809746;6.940505;6.52
254;1950.76;72.4;2.26;812.43;5.22;68.68;-0.06;;;;;0;46.809743;6.940481;6.31
255;1956.79;71.02;2.26;811.83;5.19;69.05;-0.01;;;;;0;46.809734;6.940455;6.12
256;1962.69;69.64;2.26;811.25;5.18;69.42;0.04;;;;;0;46.80972;6.940425;6.18
257;1968.35;67.95;2.26;810.69;5.13;69.83;0.07;;;;;0;46.809703;6.94039;6.19
258;1973.5;66.1;2.25;810.18;5.03;70.28;0.12;;;;;0;46.809686;6.94035;6.18
259;1978.04;64.25;2.24;809.73;5.04;70.73;0.18;;;;;0;46.809672;6.940306;6.26
260;1982.99;62.12;2.23;809.24;5.04;71.19;0.22;;;;;0;46.809663;6.940263;6.32
261;1988.67;59.7;2.21;808.67;4.95;71.64;0.23;;;;;0;46.809659;6.940221;6.34
262;1994.74;57.04;2.2;808.07;4.82;72.06;0.22;;;;;0;46.809659;6.940185;6.22
263;2001.01;54.11;2.2;807.45;4.75;72.43;0.24;;;;;0;46.80966;6.940161;5.92
264;2007.36;51.07;2.19;806.82;4.88;72.76;0.37;;;;;0;46.809657;6.940144;5.66
