Station Position;Payerne_Start
Longitude (°);6.94368
Latitude (°);46.813018
Altitude (m);491.0

Software Version
Software; X-ASMS Brass V1.7.2
Config; SRS-C34-57, 14.08.2013

Barometric Parameter
Barometric Pressure (hPa);
Barometer Height (m);491.0

Surface Weather
Pressure (hPa);969.5
Temperature (°C);12.0
Humidity (%);66.3
Dewpoint (°C);5.91
Wind Velocity (m/s);1.1
Wind Direction (°);088
Clouds;
Ozone (nb);

Sounding;2017102412
Start Date;24.10.17
Start Time;11:06:06
Remark;

Sonde;SRS_C34
Serial Number;4677
Sonde Identifier;57
DTH;0.0

ECC Cells
Background Current Ib1 (uA);
Background Current Ib2 (uA);
Pump Performance (s/100ml);
Serial Number ECC;

IWV (mm);17.772

Pressure Level (hPa);1000.0
Altitude (m);232.22

Sounding Data
Rel. Time;Altitude (gpm);Wind Direction (°);Wind Velocity (m/s);Pressure (hPa);Temperature (°C);Humidity (%);Dewpoint (°C);Ozone (nbar);Ozone normalized (nbar);Pump Temperature (K);I ECC cells (uA);Level Flag;LAT (°);LON (°);Channel Temperature (°C)
2926;18136.62;317.43;10.26;74.45;-63.33;;;;;;;0;46.296522;7.153372;-59.37
2927;18140.89;317.14;10.14;74.4;-63.39;;;;;;;0;46.296443;7.15344;-59.36
2928;18144.97;316.84;10.01;74.35;-63.44;;;;;;;0;46.296372;7.153503;-59.35
2929;18149.05;316.53;9.89;74.3;-63.5;;;;;;;0;46.296307;7.153568;-59.37
2930;18153.82;316.24;9.77;74.24;-63.46;;;;;;;0;46.29625;7.15364;-59.4
2931;18159.19;315.96;9.66;74.17;-63.42;;;;;;;0;46.296198;7.153723;-59.43
2932;18164.06;315.7;9.56;74.12;-63.45;;;;;;;0;46.296153;7.153815;-59.46
2933;18167.54;315.49;9.47;74.07;-63.49;;;;;;;0;46.296112;7.15392;-59.34
2934;18170.63;315.31;9.4;74.04;-63.45;;;;;;;0;46.296072;7.154025;-59.21
2935;18174.61;315.17;9.33;73.99;-63.41;;;;;;;0;46.29603;7.15413;-59.18
2936;18179.78;315.07;9.28;73.93;-63.41;;;;;;;0;46.295985;7.154228;-59.16
2937;18185.15;314.99;9.24;73.86;-63.41;;;;;;;0;46.295935;7.154318;-59.11
2938;18189.72;314.94;9.22;73.81;-63.45;;;;;;;0;46.295878;7.154398;-59.07
2939;18194.2;314.88;9.21;73.75;-63.49;;;;;;;0;46.295817;7.154473;-59.23
2940;18199.27;314.81;9.21;73.69;-63.54;;;;;;;0;46.295752;7.154547;-59.38
2941;18204.44;314.71;9.22;73.63;-63.57;;;;;;;0;46.295685;7.154622;-59.5
2942;18209.01;314.57;9.24;73.58;-63.55;;;;;;;0;46.295617;7.154698;-59.61
2943;18213.69;314.39;9.26;73.52;-63.52;;;;;;;0;46.29555;7.154775;-59.66
2944;18218.36;314.14;9.3;73.46;-63.5;;;;;;;0;46.295487;7.15485;-59.71
2945;18223.23;313.84;9.34;73.4;-63.48;;;;;;;0;46.295423;7.154922;-59.7
2946;18227.61;313.49;9.4;73.35;-63.46;;;;;;;0;46.29536;7.15499;-59.7
2947;18231.39;313.09;9.45;73.31;-63.42;;;;;;;0;46.2953;7.15506;-59.64
2948;18235.06;312.66;9.51;73.26;-63.38;;;;;;;0;46.29524;7.155133;-59.59
2949;18239.24;312.2;9.58;73.21;-63.5;;;;;;;0;46.295182;7.155215;-59.62
2950;18244.11;311.74;9.66;73.16;-63.58;;;;;;;0;46.295125;7.155308;-59.64
2951;18248.69;311.28;9.73;73.1;-63.65;;;;;;;0;46.295067;7.155417;-59.55
2952;18252.37;310.84;9.82;73.06;-63.56;;;;;;;0;46.29501;7.155533;-59.45
2953;18255.85;310.43;9.9;73.02;-63.47;;;;;;;0;46.294955;7.155655;-59.27
2954;18260.22;310.06;10.0;72.96;-63.42;;;;;;;0;46.294905;7.155777;-59.09
2955;18265.69;309.72;10.09;72.9;-63.37;;;;;;;0;46.294858;7.155893;-59.13
2956;18270.96;309.41;10.19;72.84;-63.32;;;;;;;0;46.294815;7.155998;-59.17
2957;18275.34;309.14;10.3;72.78;-63.27;;;;;;;0;46.29477;7.156097;-59.09
2958;18279.32;308.9;10.41;72.74;-63.23;;;;;;;0;46.294723;7.156188;-59.01
2959;18283.79;308.68;10.52;72.68;-63.25;;;;;;;0;46.294668;7.156282;-59.06
2960;18289.16;308.47;10.63;72.62;-63.28;;;;;;;0;46.294607;7.156378;-59.12
2961;18294.03;308.27;10.75;72.56;-63.27;;;;;;;0;46.294538;7.15648;-59.09
2962;18298.31;308.07;10.87;72.51;-63.26;;;;;;;0;46.294467;7.156588;-59.06
2963;18302.88;307.86;10.99;72.46;-63.28;;;;;;;0;46.294393;7.156698;-59.08
2964;18307.75;307.64;11.1;72.4;-63.3;;;;;;;0;46.294322;7.156808;-59.1
2965;18312.23;307.42;11.22;72.35;-63.29;;;;;;;0;46.294253;7.156915;-59.11
2966;18316.11;307.19;11.33;72.3;-63.28;;;;;;;0;46.29419;7.157022;-59.11
2967;18319.89;306.95;11.44;72.26;-63.34;;;;;;;0;46.294128;7.157133;-59.13
2968;18323.96;306.71;11.54;72.21;-63.39;;;;;;;0;46.294068;7.157243;-59.15
2969;18328.14;306.48;11.64;72.16;-63.44;;;;;;;0;46.294008;7.157367;-59.1
2970;18332.71;306.26;11.73;72.11;-63.49;;;;;;;0;46.293952;7.157502;-59.06
2971;18337.19;306.04;11.81;72.06;-63.52;;;;;;;0;46.293892;7.157645;-58.93
2972;18341.26;305.85;11.88;72.01;-63.55;;;;;;;0;46.293832;7.157797;-58.81
2973;18344.75;305.67;11.95;71.97;-63.55;;;;;;;0;46.29377;7.157953;-58.61
2974;18348.42;305.51;12.0;71.92;-63.56;;;;;;;0;46.293707;7.158103;-58.4
2975;18352.8;305.37;12.05;71.87;-63.53;;;;;;;0;46.293643;7.158247;-58.46
2976;18357.67;305.25;12.1;71.81;-63.5;;;;;;;0;46.293578;7.158377;-58.52
2977;18361.75;305.15;12.14;71.77;-63.5;;;;;;;0;46.293513;7.158493;-58.61
2978;18365.43;305.07;12.17;71.72;-63.5;;;;;;;0;46.293448;7.158603;-58.69
2979;18369.5;305.0;12.19;71.68;-63.49;;;;;;;0;46.293383;7.158713;-58.92
2980;18374.68;304.96;12.21;71.62;-63.48;;;;;;;0;46.29332;7.158828;-59.15
2981;18380.34;304.93;12.23;71.55;-63.46;;;;;;;0;46.293252;7.158947;-59.17
2982;18384.72;304.92;12.23;71.5;-63.45;;;;;;;0;46.293188;7.159073;-59.2
2983;18388.8;304.93;12.22;71.45;-63.44;;;;;;;0;46.293128;7.159205;-59.25
2985;18398.74;305.0;12.16;71.34;-63.43;;;;;;;0;46.293013;7.15948;-59.34
2986;18403.61;305.06;12.1;71.28;-63.43;;;;;;;0;46.292957;7.159617;-59.39
2987;18407.99;305.13;12.03;71.23;-63.51;;;;;;;0;46.292898;7.159753;-59.44
2988;18412.26;305.22;11.93;71.18;-63.59;;;;;;;0;46.292837;7.159893;-59.41
2989;18416.74;305.31;11.81;71.13;-63.62;;;;;;;0;46.292773;7.16004;-59.38
2990;18421.91;305.41;11.68;71.07;-63.65;;;;;;;0;46.292705;7.160193;-59.42
2991;18427.38;305.5;11.52;71.0;-63.71;;;;;;;0;46.292635;7.160353;-59.46
2992;18432.84;305.59;11.35;70.94;-63.76;;;;;;;0;46.292562;7.160513;-59.41
2993;18438.11;305.68;11.17;70.88;-63.77;;;;;;;0;46.292488;7.160668;-59.37
2994;18444.68;305.76;10.98;70.8;-63.78;;;;;;;0;46.292413;7.160808;-59.55
2995;18452.23;305.84;10.79;70.72;-63.65;;;;;;;0;46.292337;7.160918;-59.74
2996;18459.29;305.92;10.61;70.64;-63.51;;;;;;;0;46.29226;7.161027;-59.8
2997;18465.46;306.01;10.44;70.56;-63.56;;;;;;;0;46.292192;7.161112;-59.86
2998;18471.82;306.13;10.28;70.49;-63.61;;;;;;;0;46.292133;7.16118;-59.83
2999;18478.98;306.28;10.15;70.41;-63.6;;;;;;;0;46.29209;7.161235;-59.8
3000;18486.54;306.48;10.03;70.32;-63.59;;;;;;;0;46.292058;7.161283;-59.75
3001;18493.2;306.75;9.93;70.25;-63.47;;;;;;;0;46.292038;7.161335;-59.69
3002;18498.87;307.08;9.86;70.18;-63.34;;;;;;;0;46.29202;7.161397;-59.18
3003;18503.74;307.49;9.8;70.13;-63.27;;;;;;;0;46.292007;7.161473;-58.67
3004;18514.73;308.39;9.74;70.0;-63.15;;;;;;;10;46.291971;7.161668;-58.83
3005;18516.27;308.52;9.73;69.98;-63.14;;;;;;;0;46.291965;7.161697;-58.85
3006;18523.63;309.13;9.71;69.9;-63.08;;;;;;;0;46.291928;7.161842;-59.13
3007;18529.89;309.75;9.69;69.83;-63.15;;;;;;;0;46.291877;7.162;-59.42
3008;18534.76;310.4;9.66;69.77;-63.22;;;;;;;2;46.291813;7.162167;-59.35
3009;18539.53;311.04;9.63;69.72;-63.26;;;;;;;0;46.291738;7.162318;-59.29
3010;18545.6;311.66;9.58;69.65;-63.29;;;;;;;0;46.291648;7.162453;-59.3
3011;18552.16;312.24;9.52;69.57;-63.37;;;;;;;0;46.291553;7.162558;-59.31
3012;18557.93;312.76;9.45;69.51;-63.44;;;;;;;0;46.291457;7.162632;-59.25
3013;18562.4;313.21;9.36;69.46;-63.46;;;;;;;0;46.291362;7.16269;-59.18
3014;18566.28;313.6;9.27;69.42;-63.48;;;;;;;0;46.291277;7.162733;-58.95
3015;18571.05;313.93;9.16;69.36;-63.44;;;;;;;0;46.291197;7.162768;-58.72
3016;18576.52;314.21;9.04;69.3;-63.4;;;;;;;0;46.291123;7.162808;-58.78
3017;18581.99;314.46;8.93;69.24;-63.43;;;;;;;0;46.291062;7.162857;-58.84
3018;18586.76;314.71;8.81;69.18;-63.47;;;;;;;0;46.291013;7.162915;-58.97
3019;18591.54;314.99;8.7;69.13;-63.5;;;;;;;0;46.290975;7.16299;-59.1
3020;18596.61;315.32;8.59;69.07;-63.53;;;;;;;0;46.29095;7.163078;-59.29
3021;18601.48;315.73;8.49;69.02;-63.62;;;;;;;0;46.290933;7.16318;-59.48
3022;18605.75;316.25;8.4;68.97;-63.72;;;;;;;0;46.29092;7.163287;-59.08
3023;18610.13;316.88;8.32;68.92;-63.68;;;;;;;0;46.290907;7.163397;-58.68
3024;18615.5;317.62;8.25;68.86;-63.65;;;;;;;0;46.290882;7.163507;-58.85
3025;18621.56;318.46;8.2;68.79;-63.74;;;;;;;0;46.290845;7.163608;-59.02
3026;18627.43;319.39;8.15;68.73;-63.83;;;;;;;0;46.290793;7.16371;-59.18
3027;18632.2;320.37;8.11;68.67;-63.86;;;;;;;0;46.290725;7.163793;-59.35
3028;18636.18;321.37;8.08;68.63;-63.89;;;;;;;0;46.290647;7.163865;-59.28
3029;18640.26;322.35;8.06;68.58;-63.92;;;;;;;0;46.290563;7.163923;-59.21
3030;18644.93;323.28;8.04;68.53;-63.94;;;;;;;0;46.290478;7.163965;-59.33
3031;18650.4;324.11;8.03;68.47;-64.02;;;;;;;0;46.290398;7.163998;-59.46
3032;18655.77;324.83;8.01;68.41;-64.09;;;;;;;0;46.290323;7.164022;-59.37
3033;18660.14;325.42;8.01;68.36;-64.22;;;;;;;0;46.290255;7.164044;-59.28
3034;18664.52;325.87;8.0;68.31;-64.35;;;;;;;0;46.290192;7.164067;-59.27
3035;18669.19;326.19;8.0;68.26;-64.27;;;;;;;0;46.290133;7.164093;-59.25
3036;18674.76;326.37;7.99;68.2;-64.18;;;;;;;0;46.290073;7.164127;-59.27
3037;18680.03;326.45;7.99;68.14;-64.2;;;;;;;0;46.290015;7.164168;-59.3
3038;18684.5;326.45;8.0;68.09;-64.21;;;;;;;0;46.289958;7.164225;-59.28
3039;18689.17;326.39;8.01;68.04;-64.25;;;;;;;0;46.2899;7.164282;-59.25
3040;18694.34;326.3;8.02;67.98;-64.3;;;;;;;0;46.289845;7.164355;-59.45
3041;18699.71;326.22;8.04;67.92;-64.45;;;;;;;0;46.289795;7.164437;-59.64
3042;18704.19;326.15;8.06;67.87;-64.6;;;;;;;0;46.289747;7.16452;-59.61
3043;18708.96;326.12;8.09;67.82;-64.57;;;;;;;0;46.289702;7.164612;-59.57
3044;18714.43;326.14;8.11;67.76;-64.54;;;;;;;0;46.289653;7.164695;-59.71
3045;18719.9;326.21;8.15;67.7;-64.49;;;;;;;0;46.289598;7.164773;-59.84
3046;18724.87;326.33;8.18;67.64;-64.44;;;;;;;0;46.289535;7.164843;-59.85
3047;18729.34;326.52;8.21;67.59;-64.64;;;;;;;0;46.28947;7.164903;-59.86
3048;18733.72;326.7;8.25;67.54;-64.83;;;;;;;0;46.289403;7.16495;-59.93
3049;18738.99;326.89;8.28;67.48;-64.74;;;;;;;0;46.289335;7.16499;-60.0
3050;18744.16;327.08;8.31;67.43;-64.65;;;;;;;0;46.289272;7.165027;-59.89
3051;18748.83;327.27;8.33;67.38;-64.68;;;;;;;0;46.28921;7.165065;-59.78
3052;18753.3;327.46;8.35;67.33;-64.72;;;;;;;0;46.289148;7.165103;-59.77
3055;18769.01;327.97;8.37;67.15;-64.77;;;;;;;0;46.288937;7.165257;-59.75
3056;18773.19;328.12;8.35;67.11;-64.79;;;;;;;2;46.288867;7.165328;-59.75
3057;18776.96;328.28;8.33;67.07;-64.74;;;;;;;0;46.288792;7.165399;-59.74
3059;18787.4;328.69;8.24;66.95;-64.64;;;;;;;0;46.288643;7.165542;-59.73
3060;18792.67;328.93;8.19;66.89;-64.6;;;;;;;0;46.28858;7.165613;-59.51
3061;18797.05;329.25;8.13;66.84;-64.53;;;;;;;0;46.288522;7.165682;-59.3
3062;18801.52;329.63;8.06;66.8;-64.46;;;;;;;0;46.288465;7.165748;-59.36
3063;18806.49;330.09;7.99;66.74;-64.45;;;;;;;0;46.28841;7.165812;-59.42
3064;18811.66;330.61;7.92;66.69;-64.44;;;;;;;0;46.288352;7.165873;-59.56
3065;18816.63;331.21;7.86;66.63;-64.43;;;;;;;0;46.288292;7.165933;-59.69
3066;18821.51;331.86;7.8;66.58;-64.43;;;;;;;0;46.288233;7.165987;-59.74
3067;18826.38;332.56;7.74;66.52;-64.43;;;;;;;0;46.288173;7.166033;-59.78
3068;18831.55;333.29;7.7;66.47;-64.41;;;;;;;0;46.288117;7.166072;-59.84
3069;18836.62;334.04;7.66;66.41;-64.4;;;;;;;0;46.288065;7.166102;-59.9
3070;18841.39;334.77;7.63;66.36;-64.31;;;;;;;0;46.288015;7.166127;-59.72
3071;18845.67;335.49;7.61;66.32;-64.18;;;;;;;0;46.287967;7.166152;-59.54
3072;18849.84;336.16;7.59;66.27;-64.05;;;;;;;0;46.287913;7.166177;-59.46
3073;18854.22;336.78;7.58;66.22;-63.91;;;;;;;0;46.287853;7.166205;-59.38
3074;18859.19;337.3;7.58;66.17;-63.74;;;;;;;0;46.287787;7.166237;-59.46
3075;18864.46;337.82;7.58;66.11;-63.57;;;;;;;0;46.287713;7.166272;-59.53
3076;18869.03;338.24;7.58;66.06;-63.69;;;;;;;0;46.287635;7.166308;-59.43
3077;18872.61;338.58;7.59;66.02;-63.81;;;;;;;0;46.28755;7.166347;-59.32
3078;18876.49;338.85;7.6;65.98;-63.58;;;;;;;0;46.28747;7.166387;-59.34
3079;18881.46;339.06;7.61;65.93;-63.35;;;;;;;0;46.287395;7.166428;-59.36
3080;18886.73;339.2;7.62;65.87;-63.44;;;;;;;0;46.287332;7.166468;-59.35
3081;18891.6;339.3;7.64;65.82;-63.53;;;;;;;0;46.28727;7.166505;-59.34
3082;18896.47;339.35;7.66;65.77;-63.59;;;;;;;0;46.287215;7.16654;-59.32
3083;18901.74;339.37;7.69;65.71;-63.65;;;;;;;0;46.287162;7.166572;-59.29
3084;18907.21;339.35;7.72;65.65;-63.62;;;;;;;0;46.287108;7.1666;-59.28
3085;18911.98;339.31;7.77;65.6;-63.6;;;;;;;0;46.28705;7.166625;-59.27
3086;18916.45;339.26;7.81;65.55;-63.62;;;;;;;0;46.286992;7.16665;-59.3
3087;18921.32;339.18;7.87;65.5;-63.64;;;;;;;0;46.286932;7.166677;-59.33
3088;18926.79;339.1;7.94;65.44;-63.69;;;;;;;0;46.286873;7.166703;-59.37
3089;18932.06;339.0;8.0;65.39;-63.74;;;;;;;0;46.286817;7.166733;-59.41
3090;18936.73;338.87;8.08;65.34;-63.74;;;;;;;0;46.286758;7.166768;-59.28
3091;18941.21;338.74;8.15;65.29;-63.75;;;;;;;0;46.286697;7.166808;-59.15
3092;18945.88;338.58;8.23;65.24;-63.82;;;;;;;0;46.286627;7.166853;-59.27
3093;18951.35;338.38;8.3;65.18;-63.89;;;;;;;0;46.28655;7.166903;-59.4
3094;18957.01;338.1;8.37;65.12;-63.99;;;;;;;0;46.286467;7.166957;-59.27
3095;18961.79;337.82;8.44;65.07;-64.1;;;;;;;0;46.28638;7.16701;-59.14
3096;18966.36;337.43;8.5;65.02;-64.13;;;;;;;0;46.286293;7.16706;-59.11
3097;18971.23;336.96;8.55;64.97;-64.16;;;;;;;0;46.286205;7.167107;-59.08
3098;18977.0;336.39;8.6;64.91;-64.13;;;;;;;0;46.286123;7.167148;-59.23
3099;18983.16;335.72;8.65;64.84;-64.1;;;;;;;0;46.286052;7.167187;-59.38
3100;18988.63;334.93;8.69;64.79;-63.95;;;;;;;0;46.285986;7.167218;-59.34
3101;18993.4;334.01;8.74;64.74;-63.81;;;;;;;0;46.28592;7.167248;-59.29
3102;18997.48;332.99;8.78;64.69;-63.8;;;;;;;0;46.285858;7.167277;-59.3
3103;19002.15;331.85;8.82;64.64;-63.78;;;;;;;0;46.285797;7.167305;-59.31
3104;19007.52;330.57;8.87;64.59;-63.75;;;;;;;0;46.285728;7.167335;-59.32
3105;19013.09;329.3;8.92;64.53;-63.72;;;;;;;0;46.285655;7.167368;-59.33
3106;19018.35;327.9;8.97;64.47;-63.71;;;;;;;0;46.285577;7.167408;-59.4
3107;19023.42;326.51;9.03;64.42;-63.71;;;;;;;0;46.285497;7.167457;-59.46
3108;19028.79;325.09;9.09;64.36;-63.74;;;;;;;0;46.28542;7.167518;-59.37
3109;19034.16;323.69;9.16;64.31;-63.77;;;;;;;0;46.285345;7.167593;-59.27
3111;19043.21;321.02;9.3;64.21;-63.78;;;;;;;0;46.285217;7.167782;-58.59
3113;19051.66;318.65;9.45;64.12;-63.78;;;;;;;0;46.285102;7.168002;-58.26
3114;19056.93;317.61;9.53;64.07;-63.74;;;;;;;0;46.285043;7.168112;-58.12
3115;19062.2;316.67;9.6;64.01;-63.71;;;;;;;0;46.284985;7.168208;-57.98
3116;19066.77;316.03;9.69;63.97;-63.6;;;;;;;0;46.284923;7.168305;-57.89
3117;19070.84;315.38;9.78;63.92;-63.49;;;;;;;0;46.284862;7.168402;-57.79
3118;19075.42;314.73;9.87;63.88;-63.49;;;;;;;0;46.284807;7.168498;-57.97
3119;19080.59;314.09;9.96;63.82;-63.49;;;;;;;0;46.284752;7.168585;-58.14
3120;19085.36;313.44;10.05;63.77;-63.54;;;;;;;0;46.284702;7.168672;-57.98
3121;19089.73;312.8;10.14;63.73;-63.6;;;;;;;0;46.284653;7.16876;-57.81
3122;19094.11;312.36;10.26;63.68;-63.64;;;;;;;0;46.284591;7.168847;-57.89
3123;19099.08;311.95;10.39;63.63;-63.68;;;;;;;0;46.284528;7.168932;-57.97
3124;19104.45;311.57;10.53;63.57;-63.67;;;;;;;0;46.284466;7.169017;-58.13
3125;19109.42;311.21;10.69;63.52;-63.66;;;;;;;0;46.284403;7.1691;-58.29
3127;19117.77;310.56;11.02;63.44;-63.64;;;;;;;0;46.284278;7.169283;-58.24
3128;19121.94;310.27;11.2;63.39;-63.69;;;;;;;0;46.284202;7.169375;-58.31
3129;19126.62;310.01;11.38;63.34;-63.74;;;;;;;0;46.284133;7.169492;-58.38
3130;19131.59;309.78;11.56;63.29;-63.78;;;;;;;0;46.284068;7.169609;-58.27
3131;19136.16;309.58;11.73;63.25;-63.82;;;;;;;0;46.28401;7.169727;-58.16
3132;19140.14;309.42;11.9;63.2;-63.85;;;;;;;0;46.283952;7.169865;-57.93
3133;19144.61;309.29;12.07;63.16;-63.87;;;;;;;0;46.283893;7.170012;-57.7
3134;19149.98;309.2;12.22;63.1;-63.95;;;;;;;0;46.283828;7.17016;-57.77
3135;19155.35;309.14;12.35;63.05;-64.02;;;;;;;0;46.28376;7.17031;-57.84
3136;19160.12;309.12;12.48;63.0;-63.9;;;;;;;0;46.283683;7.170452;-57.9
3137;19164.69;309.12;12.59;62.95;-63.79;;;;;;;0;46.283603;7.170593;-57.95
3138;19169.66;309.15;12.68;62.9;-63.68;;;;;;;0;46.283523;7.17073;-58.0
3139;19175.33;309.2;12.76;62.84;-63.57;;;;;;;0;46.28344;7.170863;-58.05
3140;19180.89;309.26;12.83;62.79;-63.5;;;;;;;0;46.283362;7.170995;-58.03
3141;19185.67;309.34;12.88;62.74;-63.42;;;;;;;0;46.283285;7.171125;-58.01
3142;19189.84;309.44;12.92;62.69;-63.46;;;;;;;0;46.283212;7.17125;-57.92
3143;19194.31;309.55;12.94;62.65;-63.5;;;;;;;0;46.283138;7.171372;-57.82
3144;19199.19;309.67;12.96;62.6;-63.59;;;;;;;0;46.283062;7.17149;-58.01
3145;19203.96;309.81;12.97;62.55;-63.67;;;;;;;0;46.282983;7.171607;-58.2
3146;19208.33;309.98;12.97;62.51;-63.47;;;;;;;4;46.282905;7.171727;-58.18
3147;19212.8;310.16;12.97;62.46;-63.27;;;;;;;0;46.282827;7.171852;-58.16
3148;19217.97;310.38;12.95;62.41;-63.21;;;;;;;0;46.28275;7.171983;-58.23
3149;19223.74;310.63;12.93;62.35;-63.15;;;;;;;0;46.282682;7.17212;-58.29
3150;19228.81;310.91;12.91;62.3;-63.14;;;;;;;0;46.282617;7.172262;-58.17
3151;19232.79;311.22;12.87;62.26;-63.13;;;;;;;0;46.282553;7.172407;-58.05
3152;19237.16;311.57;12.84;62.21;-63.2;;;;;;;0;46.282488;7.172555;-58.03
3153;19242.03;311.96;12.8;62.16;-63.27;;;;;;;0;46.282418;7.172703;-58.0
3154;19247.4;312.36;12.76;62.11;-63.24;;;;;;;0;46.282342;7.172847;-58.2
3155;19252.37;312.76;12.72;62.06;-63.21;;;;;;;0;46.282255;7.172983;-58.4
3156;19257.34;313.18;12.68;62.01;-63.01;;;;;;;0;46.282167;7.173113;-58.33
3157;19262.01;313.6;12.64;61.96;-62.82;;;;;;;0;46.282077;7.173232;-58.26
3158;19267.18;314.0;12.61;61.91;-62.85;;;;;;;0;46.281987;7.173343;-58.32
3159;19272.35;314.39;12.58;61.86;-62.87;;;;;;;0;46.281911;7.173443;-58.39
3160;19277.12;314.78;12.55;61.81;-62.88;;;;;;;0;46.281834;7.173535;-58.31
3161;19281.69;315.1;12.55;61.76;-62.88;;;;;;;0;46.281758;7.173622;-58.24
3162;19286.17;315.41;12.54;61.72;-62.86;;;;;;;0;46.281684;7.173708;-58.22
3163;19291.14;315.73;12.54;61.67;-62.84;;;;;;;0;46.28161;7.173795;-58.21
3164;19296.21;315.99;12.54;61.62;-62.8;;;;;;;0;46.281526;7.173896;-58.12
3165;19300.68;316.25;12.56;61.57;-62.75;;;;;;;0;46.281442;7.173996;-58.03
3166;19305.05;316.49;12.58;61.53;-62.73;;;;;;;0;46.281358;7.174097;-58.13
3167;19310.32;316.74;12.61;61.48;-62.7;;;;;;;0;46.281276;7.174217;-58.24
3168;19315.99;317.01;12.63;61.42;-62.66;;;;;;;0;46.281194;7.174338;-58.17
3169;19320.76;317.3;12.66;61.37;-62.63;;;;;;;0;46.281112;7.174473;-58.09
3170;19325.04;317.69;12.67;61.33;-62.71;;;;;;;0;46.281035;7.174607;-58.16
3171;19330.2;318.09;12.69;61.28;-62.79;;;;;;;0;46.280957;7.17474;-58.23
3172;19336.07;318.48;12.7;61.22;-62.85;;;;;;;0;46.280877;7.174873;-58.25
3173;19341.24;318.87;12.72;61.17;-62.9;;;;;;;0;46.280793;7.175002;-58.28
3174;19346.01;319.39;12.72;61.12;-62.92;;;;;;;0;46.280705;7.175123;-58.33
3175;19350.98;319.95;12.71;61.07;-62.94;;;;;;;0;46.280617;7.175236;-58.38
3176;19356.65;320.56;12.69;61.02;-62.86;;;;;;;0;46.280527;7.175348;-58.4
3177;19362.01;321.2;12.67;60.96;-62.79;;;;;;;0;46.280438;7.17545;-58.42
3178;19366.59;321.88;12.64;60.92;-62.77;;;;;;;0;46.280349;7.175552;-58.39
3179;19371.36;322.58;12.61;60.87;-62.76;;;;;;;2;46.28026;7.17565;-58.37
3180;19377.12;323.3;12.57;60.81;-62.72;;;;;;;0;46.280167;7.175748;-58.36
3181;19382.39;324.02;12.54;60.76;-62.68;;;;;;;0;46.28007;7.175842;-58.35
3182;19387.26;324.75;12.5;60.71;-62.67;;;;;;;0;46.279968;7.175932;-58.33
3183;19392.43;325.48;12.46;60.66;-62.66;;;;;;;0;46.279868;7.176023;-58.31
3184;19398.3;326.21;12.42;60.61;-62.61;;;;;;;0;46.27977;7.176112;-58.38
3185;19403.96;326.93;12.39;60.55;-62.55;;;;;;;0;46.279677;7.176198;-58.46
3186;19409.03;327.63;12.36;60.5;-62.49;;;;;;;0;46.27959;7.176285;-58.43
3187;19414.0;328.33;12.34;60.45;-62.44;;;;;;;0;46.279505;7.176362;-58.41
3188;19419.47;329.03;12.31;60.4;-62.28;;;;;;;0;46.279417;7.176438;-58.29
3189;19424.64;329.72;12.29;60.35;-62.12;;;;;;;0;46.279323;7.176512;-58.17
3190;19428.81;330.41;12.27;60.31;-62.06;;;;;;;0;46.279228;7.176583;-57.99
3191;19433.19;331.1;12.25;60.26;-62.01;;;;;;;0;46.27913;7.176657;-57.81
3192;19438.06;331.8;12.23;60.22;-61.96;;;;;;;0;46.279037;7.176734;-57.8
3193;19443.33;332.51;12.2;60.17;-61.91;;;;;;;0;46.278943;7.176811;-57.79
3194;19448.49;333.23;12.17;60.12;-61.9;;;;;;;0;46.27885;7.176888;-57.77
3196;19458.53;334.7;12.08;60.02;-61.66;;;;;;;0;46.278662;7.177049;-57.71
3197;19464.2;335.44;12.02;59.96;-61.45;;;;;;;0;46.278558;7.17713;-57.68
3198;19468.97;336.18;11.94;59.92;-61.4;;;;;;;0;46.278448;7.177207;-57.58
3199;19473.34;336.92;11.84;59.87;-61.36;;;;;;;0;46.278333;7.177278;-57.47
3200;19477.72;337.64;11.71;59.83;-61.35;;;;;;;0;46.278218;7.177347;-57.42
3201;19482.59;338.36;11.59;59.79;-61.34;;;;;;;0;46.278108;7.177408;-57.38
3202;19487.66;339.05;11.43;59.74;-61.1;;;;;;;0;46.277998;7.177468;-57.31
3203;19492.73;339.71;11.26;59.69;-60.85;;;;;;;0;46.277895;7.177522;-57.25
3204;19497.5;340.33;11.06;59.64;-60.76;;;;;;;0;46.277798;7.177568;-57.26
3205;19502.17;340.91;10.84;59.6;-60.67;;;;;;;0;46.277702;7.177607;-57.28
3206;19507.14;341.45;10.61;59.55;-60.79;;;;;;;0;46.277604;7.177637;-57.25
3207;19512.51;341.94;10.36;59.5;-60.91;;;;;;;0;46.277507;7.177657;-57.22
3208;19517.88;342.39;10.1;59.45;-60.9;;;;;;;0;46.277408;7.177672;-56.96
3209;19522.45;342.8;9.82;59.4;-60.89;;;;;;;0;46.277308;7.177687;-56.7
3210;19527.12;343.17;9.54;59.36;-60.89;;;;;;;0;46.277215;7.177705;-56.76
3211;19532.39;343.51;9.25;59.31;-60.89;;;;;;;0;46.277128;7.177732;-56.81
3212;19538.25;343.83;8.96;59.25;-60.77;;;;;;;0;46.27705;7.17777;-56.75
3213;19543.22;344.12;8.67;59.2;-60.66;;;;;;;0;46.276978;7.17782;-56.69
